cluster_id,cluster_size,is_representative,next_action,Bullet Point,Role / Company,Tags,accuracy_score,believability_score,clarity_score,ats_value,manager_test,weaknesses,final_bullet,rewrite_status,rewrite_attempts,rewrite_reasoning,context_gaps
334,1,True,REWRITE,- Managed project trackers (Airtable/Trello) and timelines to keep programs on time and on target.,Treering Yearbooks,[mgmt],95.0,90.0,95.0,90.0,PASS,"The phrase 'standardized content governance' is slightly corporate-heavy, though it is balanced by the specific inclusion of the 14-category checklist.","Standardized content governance by implementing a 14-category QA checklist and phased project plan, ensuring consistent brand voice and launch timelines across 16 sequences",KEEP,3.0,,
335,1,True,KEEP,"- Managed remote SDR team of 4–6; delivered hands-on training in Outreach workflows, Salesforce best practices, and advanced automation; reduced new hire ramp time by 30%",Treering Yearbooks,[mgmt][ops],85.0,90.0,95.0,90.0,PASS,,,,,,
92,7,False,REWRITE,"- Managed remote team of 4–6 while overseeing a portfolio of 2,000+ accounts; led coaching, performance reviews, and skills training.",Treering Yearbooks,[mgmt][enablement],75.0,80.0,85.0,70.0,FAIL,"The bullet uses a dash in prose (4–6) which violates the formatting rules, and it relies on generic management tasks (coaching, performance reviews) rather than a specific system or outcome.",,,,,
336,1,True,REWRITE,- Managed workflows across departments while maintaining responsive collaboration with product teams on user-facing updates.,Treering Yearbooks,[mgmt],100.0,95.0,95.0,90.0,PASS,None; the bullet is highly specific and demonstrates both leadership and operational impact.,"Founded and chaired the Content Committee, unifying Sales and Marketing through a 14-category QA checklist and VOC research that informed a 16-sequence program rebuild",KEEP,2.0,,
337,1,True,REVIEW,"- Mapped buyer-committee profiles (stakeholders, systems, intent signals) to tailor programs and lift conversion.",Treering Yearbooks,[content],100.0,95.0,95.0,90.0,PASS,None; the bullet is highly specific and aligns perfectly with the target persona.,"Architected a 14-step district-level outreach program by mapping PTA stakeholder personas to custom messaging, achieving a 74% open rate and 22% reply rate",KEEP,2.0,"The rewrite replaces the vague 'mapped buyer-committee profiles' with the specific, verified PTA Council campaign project. It uses the elite verb 'Architected' to signal systems-level ownership and includes the verified 74% open/22% reply metrics to prove the conversion lift requested by the user. This directly aligns with the 'B2B Content Strategist' and 'Customer Marketing Manager' archetypes by demonstrating both strategic mapping and tangible performance results from the Treering archive (PTA Councils.pptx). The bullet is under 30 words and avoids all forbidden buzzwords and AI patterns while maintaining a professional, human tone that passes the manager test by clearly stating what was done (mapped personas to messaging), how (14-step district program), and why it mattered (verified high-engagement results). The scope is anchored to the verified PTA Council campaign, ensuring the claim is fully supported by the provided context (fact_012, metric_004). The bullet structure follows the required pattern: Action verb → task/responsibility → result/outcome with metric. No periods or trailing punctuation are included, adhering to the style rules. The reasoning for the rewrite is that it transforms a theoretical claim into a concrete, evidence-backed achievement that hiring managers can verify. No context gaps exist as the PTA Council campaign is a verified project with documented metrics in the provided source material (metric_004).",
338,1,True,KEEP,- Mapped reference personas across the K–12 buying unit and maintained a living “reference map” by geography; used proximity proof (“nearby schools using Treering”) to boost credibility and accelerate first calls,Treering Yearbooks,[generalist],90.0,95.0,90.0,85.0,PASS,,,,,,
339,1,True,KEEP,- Mentored 4–6 direct reports and led monthly messaging workshops with custom slide decks across the sales team.,Treering Yearbooks,[mgmt][design],85.0,90.0,95.0,70.0,PASS,,,,,,
340,1,True,KEEP,"- Mentored 4–6 direct reports and led weekly 1:1s and monthly workshops on messaging, systems, and strategy.",Treering Yearbooks,[mgmt],85.0,90.0,95.0,70.0,PASS,,,,,,
341,1,True,REWRITE,"- Mentored a 4–6 person SDR team, boosting qualified pipeline by 20% and coaching toward smarter messaging and higher close rates.",Treering Yearbooks,[mgmt][enablement],85.0,80.0,90.0,85.0,PASS,The term 'outperform company benchmarks' is slightly generic; specifying the margin of outperformance would strengthen the claim.,"Led a 5-person SDR pod to outperform company benchmarks, achieving a 2.8% reply rate and 14% call connect rate through targeted messaging and CRM-driven coaching",MANUAL,3.0,"The rewrite replaces the vague 'boosting qualified pipeline' with specific, verified pod-level performance metrics (2.8% reply rate vs 2.6% team avg; 14% call connect vs 8% team avg) sourced from TR-0402. It clarifies the leadership role as 'pod' leadership to align with the de facto management reality while maintaining the 'Led' verb as requested by the intent map for leadership/coaching. It removes the unsupported 20% pipeline claim, adhering to the truthfulness rules by using only verified data points from the provided context (metric_015). The bullet is concise, ATS-friendly, and avoids buzzwords while highlighting the 'how' (CRM-driven coaching) and the 'what' (messaging/connect rates).",
325,7,False,REWRITE,"- Mentored a remote team of 4–6 SDRs, providing campaign strategy support and daily ops troubleshooting.",Treering Yearbooks,[mgmt],70.0,80.0,85.0,60.0,FAIL,"The bullet uses a dash in prose (4–6) which violates the formatting rules, and it relies on the vague phrase 'campaign strategy support' which reads as a task description rather than a specific outcome or system-level achievement.",,,,,
342,1,True,KEEP,"- Mentored a team of 4–6 remote SDRs; built training (workflow, objection handling, best practices) adopted by 20+ employees",Treering Yearbooks,[mgmt],85.0,90.0,95.0,80.0,PASS,,,,,,
343,1,True,REVIEW,"- Mentored and trained 4–6 remote team members on complex systems and best practices through weekly 1:1s, monthly workshops, and hands-on coaching.",Treering Yearbooks,[mgmt][enablement],95.0,90.0,95.0,90.0,PASS,"The term 'Architected' is slightly buzzword-heavy, though acceptable in this context given the tangible output of the website.","Architected and delivered comprehensive onboarding and training programs for 20+ remote employees, including live workshops, async documentation, and the SDR Process Map website",KEEP,2.0,,
344,1,True,REWRITE,"- Monitored the competitive landscape to identify messaging gaps and strategic opportunities, informing product positioning and battlecard development.",Treering Yearbooks,[generalist],100.0,95.0,95.0,90.0,PASS,None; the bullet is highly specific and demonstrates a clear link between data analysis and strategic business outcomes.,"Audited 2,933+ CRM accounts to identify $3M+ in stale pipeline, informing new territory strategy and sequence messaging",KEEP,2.0,,
345,2,True,REWRITE,"- Navigated complex, multi-stakeholder deals spanning 9+ months, managing competing priorities, objections, and district-specific procurement needs.",Treering Yearbooks,[generalist],95.0,90.0,95.0,90.0,PASS,The term 'multi-stakeholder' is a moderate-risk buzzword that could be replaced with more specific terminology regarding the types of decision-makers involved.,"Managed 1,578-school Hot Zone territory across 100+ districts, coordinating multi-stakeholder procurement and district-specific outreach strategies to drive $15.1M in portfolio value",KEEP,2.0,,
345,2,False,REWRITE,"- Navigated multi-stakeholder deals spanning 9+ months, managing competing priorities, objections, and district-specific needs.",Treering Yearbooks,[generalist],75.0,80.0,85.0,70.0,PASS,"The bullet lacks a specific outcome or metric to ground the 'multi-stakeholder' claim, making it feel slightly generic despite the mention of deal duration.",,,,,
346,1,True,REWRITE,"- Navigated multi-stakeholder sales cycles spanning 9+ months, managing objections, timelines, and decision-making complexity.",Treering Yearbooks,[generalist],95.0,95.0,95.0,90.0,PASS,"The term 'orchestrated' is slightly elevated, though acceptable given the complexity of the 14-step sequence described.","Orchestrated 14-step district-level outreach sequences for PTA Councils, achieving 74% open and 22% reply rates by mapping complex stakeholder decision-making processes",KEEP,2.0,,
347,1,True,KEEP,"- Operationalized the lead management process by building the lead routing rules and lifecycle stage definitions in Salesforce, resulting in a 95% forecast accuracy and a 15% improvement in MQL-to-SQL conversion.",Treering Yearbooks,[ops][mgmt],95.0,90.0,95.0,90.0,PASS,,,,,,
348,1,True,REWRITE,"- Optimized CRM workflows and engagement software, reducing data entry time and increasing outreach efficiency.",Treering Yearbooks,[ops],95.0,90.0,95.0,90.0,PASS,"The bullet is strong but could be slightly improved by specifying the CRM platform (e.g., Salesforce) to increase ATS relevance and specificity.","Automated CRM workflows and Outreach.io sequences to eliminate manual data entry, while identifying $3M+ in stale pipeline through systematic account audits",KEEP,2.0,,
66,15,False,REWRITE,"- Optimized Outreach.io campaigns through advanced segmentation and list building, significantly enhancing response rates.",Treering Yearbooks,[email],60.0,65.0,70.0,75.0,FAIL,"The bullet uses vague, unverifiable superlatives like 'significantly enhancing' without providing a specific metric, and it reads as a task description rather than a clear outcome statement.",,,,,
66,15,False,REWRITE,- Optimized Outreach.io campaigns with advanced segmentation logic and strategic testing to enhance response rates.,Treering Yearbooks,[email],75.0,80.0,85.0,80.0,PASS,The bullet lacks a specific metric or outcome; 'enhance response rates' is vague and does not provide evidence of the scale or success of the optimization.,,,,,
349,1,True,REWRITE,"- Optimized automated email sequences to support consistent brand messaging and enhance lifecycle campaigns, achieving up to 83% open rates and 43% reply rates while directing team monitoring through detailed metrics analysis.",Treering Yearbooks,[email][brand],95.0,90.0,95.0,90.0,PASS,"The term 'Architected' is slightly buzzword-heavy, though acceptable in a technical marketing context.","Architected 129 Outreach sequences across 6 personas, achieving 83% open and 38% reply rates on support staff segments by applying rigorous A/B testing and VOC-driven messaging",KEEP,2.0,,
67,4,False,REWRITE,"- Optimized automated email sequences utilizing strategic copywriting and dynamic content personalization, achieving up to 83% open rates and 43% reply rates across a $20M portfolio of 2,900+ B2B accounts.",Treering Yearbooks,[email][writing],75.0,70.0,90.0,85.0,PASS,"The metrics (83% open rate, 43% reply rate) are exceptionally high for B2B email, which may trigger skepticism from hiring managers despite the context provided.",,,,,
225,5,True,REWRITE,- Orchestrated email calendar and segmentation strategy to ensure brand consistency across year-long lifecycle campaigns.,Treering Yearbooks,[brand],100.0,95.0,95.0,90.0,PASS,None significant; the bullet is highly specific and well-anchored.,"Authored 100+ email campaigns across niche segments, including PTA Councils and Title 1 schools, achieving a 74% open rate and 22% reply rate through personalized, multi-touch sequencing",KEEP,3.0,,
26,4,True,KEEP,"- Orchestrated full platform migration (PersistIQ → Outreach.io), configuring integrations, workflows, and training 20+ users on automation",Treering Yearbooks,[email][ops],95.0,95.0,95.0,90.0,PASS,,,,,,
350,1,True,KEEP,"- Orchestrated messaging campaigns using behavioral triggers and segmentation logic, generating $1.5M+ in pipeline opportunities.",Treering Yearbooks,[ops],90.0,85.0,95.0,90.0,PASS,,,,,,
303,2,False,REWRITE,"- Orchestrated multi-channel outreach to educators/districts/parents; produced conference/webinar decks that improved clarity, storytelling, and conversion across the buyer’s journey.",Treering Yearbooks,[design],65.0,70.0,60.0,65.0,FAIL,"The bullet uses a dash in prose, which is prohibited, and relies on vague, subjective claims like 'improved clarity' and 'storytelling' without providing a specific metric or outcome to verify the impact on conversion.",,,,,
29,40,False,KEEP,"- Overhauled CRM, surfacing $3M+ in pipeline value; designed reports, dashboards, and workflows to improve decision-making.",Treering Yearbooks,[ops][design],85.0,80.0,90.0,85.0,PASS,,,,,,
351,1,True,REWRITE,"- Oversaw $20M portfolio achieving 2.98% engagement rate, nearly triple the 1% industry standard for subscription communications. Cross-Functional Leadership & Process Optimization:",Treering Yearbooks,[generalist],95.0,90.0,95.0,90.0,PASS,"The bullet is strong, but could be slightly improved by specifying the tool or platform used for the 'targeted research' or campaign management to further enhance verifiability.","Managed a $15.1M account portfolio across 1,578 schools, achieving a 22% reply rate on PTA Council campaigns by integrating personalized gifting and targeted research",KEEP,2.0,,
352,1,True,KEEP,"- Oversaw a $20M portfolio of 2,900+ client accounts, surpassing first-year quota by 17% and sourcing $1M+ in new revenue.",Treering Yearbooks,[generalist],90.0,85.0,95.0,80.0,PASS,,,,,,
22,4,False,REWRITE,"- Oversaw a $20M sales territory of 2,932 accounts and achieved a 2.98% engagement rate, nearly tripling the industry standard.",Treering Yearbooks,[ops],75.0,70.0,90.0,85.0,FAIL,"The bullet uses the banned phrase 'Oversaw' (often synonymous with 'responsible for' in a task-based context) and includes a dash in the prose, which violates the formatting rules.",,,,,
305,4,False,REWRITE,"- Oversaw team wide campaigns consistently outperforming industry benchmarks, achieving average open rates of over 45%.",Treering Yearbooks,[email][mgmt],40.0,50.0,60.0,50.0,FAIL,"The bullet uses the banned phrase 'Oversaw', relies on vague superlatives like 'consistently outperforming', and lacks specific context (tools, audience size, or time frame) to make the 45% open rate verifiable.",,,,,
353,1,True,REWRITE,"- Owned QA, testing, and campaign documentation — developed checklists, templates, and reporting processes to ensure flawless campaign launches.",Treering Yearbooks,[email],95.0,95.0,95.0,90.0,PASS,None; the bullet is highly specific and demonstrates a clear systems-building approach.,Standardized campaign quality assurance by authoring a 14-category QA checklist and documentation suite to ensure error-free launches across 16 sequences,KEEP,2.0,,
354,2,True,KEEP,"- Owned a portfolio of 2,000+ accounts, leading prospect research, segmentation, email strategy, and cadence optimization",Treering Yearbooks,[email],85.0,90.0,95.0,80.0,PASS,,,,,,
354,2,False,KEEP,"- Owned a portfolio of 2,000+ accounts, leading segmentation, prospect research, email strategy, and cadence optimization",Treering Yearbooks,[email],85.0,90.0,95.0,85.0,PASS,,,,,,
355,1,True,REWRITE,"- Owned end-to-end email lifecycle flows — from welcome series and onboarding to retention and re-engagement — using variable logic, A/B testing, and CRM data to optimize conversion and engagement",Treering Yearbooks,[ops],95.0,90.0,95.0,90.0,PASS,"The term 'Architected' is slightly high-level, though acceptable given the technical depth of using variable logic and managing 129 sequences.","Architected multi-touch email lifecycle programs using Outreach.io variable logic and A/B testing to drive onboarding, retention, and re-engagement across 129 sequences",KEEP,2.0,,
356,1,True,REWRITE,- Owned strategy and execution of full-funnel lifecycle campaigns from audience segmentation to testing and optimization.,Treering Yearbooks,[email],100.0,95.0,100.0,95.0,PASS,None; the bullet is highly specific and well-structured.,"Architected and executed 16 full-funnel lifecycle sequences across 6 personas, achieving a 63% average open rate and 8.7% reply rate for 3,337 prospects via Outreach.io",KEEP,2.0,,
357,1,True,KEEP,"- Packaged evaluation kits with Looms, ROI baselines, and exit criteria to shorten time-to-pilot and raise conversion to paid; used a simple discovery checklist (pain, roles, success metric, next step) to keep conversations focused",Treering Yearbooks,[generalist],85.0,90.0,85.0,80.0,PASS,,,,,,
358,2,False,REWRITE,- Partnered across teams to develop messaging frameworks and cross-channel campaign assets.,Treering Yearbooks,[content][mgmt],40.0,50.0,50.0,40.0,FAIL,"The bullet uses the banned phrase 'Partnered across teams' and is overly generic, failing to specify the actual outcome, the scale of the campaigns, or the specific tools used.",,,,,
359,4,True,REWRITE,"- Partnered cross-functionally with Marketing, Product, and Support to translate performance data into campaign strategy refinements.",Treering Yearbooks,[ops],95.0,90.0,95.0,90.0,PASS,"The term 'comprehensive' is slightly subjective, though the specific scope (16 sequences, 6 personas) provides enough grounding to mitigate this.","Designed and executed a comprehensive VOC survey to capture team feedback, using the resulting insights to rebuild 16 sequences across 6 personas for the 2022–2023 program",KEEP,3.0,,
360,1,True,REWRITE,"- Partnered with Creative, Product, and Engineering teams to QA campaigns and improve prospect and customer experiences",Treering Yearbooks,[brand][mgmt],100.0,95.0,95.0,90.0,PASS,None; the bullet is highly specific and demonstrates leadership and cross-functional impact.,"Founded and chaired the Content Committee, unifying Sales and Marketing to govern brand voice, sequence libraries, and campaign QA processes for 20+ employees",KEEP,2.0,,
361,1,True,KEEP,"- Partnered with Marketing and Operations to streamline the Outreach.io and Salesforce workflow, cutting manual list pulls by 40% and enforcing brand-management consistency across email assets.",Treering Yearbooks,[ops][email],85.0,90.0,90.0,85.0,PASS,,,,,,
362,1,True,REWRITE,- Partnered with Marketing to align campaign messaging and support internal communications across teams.,Treering Yearbooks,[mgmt],100.0,95.0,95.0,90.0,PASS,None; the bullet is highly specific and demonstrates both leadership and operational rigor.,"Founded and chaired the Content Committee to unify Sales and Marketing messaging, governing a 100+ sequence library and 14-category QA process",KEEP,2.0,,
359,4,False,REWRITE,"- Partnered with Marketing, Product, Customer Support, and Sales Operations to align campaign goals, improve segmentation, and translate performance data into campaign refinements.",Treering Yearbooks,[ops],60.0,70.0,65.0,50.0,FAIL,The bullet uses the banned phrase 'Partnered with' and describes a series of tasks rather than a specific outcome or system architecture.,,,,,
359,4,False,REWRITE,"- Partnered with Marketing, Product, Customer Support, and Sales Operations to align campaign goals, improve segmentation, and translate performance data into refinements.",Treering Yearbooks,[ops],60.0,65.0,70.0,50.0,FAIL,"The bullet uses the banned phrase 'Partnered with' and is overly generic, describing a standard cross-functional meeting process rather than a specific system, infrastructure, or measurable outcome.",,,,,
359,4,False,REWRITE,"- Partnered with Marketing, Product, Engineering, Customer Support, and Sales Operations to align campaign goals, improve segmentation, and translate performance data into campaign refinements.",Treering Yearbooks,[ops],60.0,65.0,70.0,50.0,FAIL,"The bullet uses the banned phrase 'Partnered with' and is overly generic, describing a standard cross-functional meeting process rather than a specific outcome, system, or unique contribution.",,,,,
363,1,True,REWRITE,"- Partnered with Product and Support to turn customer feedback and market insights into positioning and product launch enablement, managing go-to-market communication across the product lifecycle",Treering Yearbooks,[enablement],90.0,85.0,90.0,85.0,PASS,The term 'Architected' is slightly buzzword-heavy; 'Designed' or 'Built' would be more direct. The bullet lacks a specific metric regarding the scale of the survey or the impact of the messaging rebuild.,Architected a VOC research program by designing and executing a comprehensive sequence feedback survey that directly informed the 2022-2023 messaging rebuild,MANUAL,3.0,,
364,1,True,REWRITE,- Partnered with RevOps to standardize data hygiene protocols and optimize Salesforce–Outreach integrations across systems,Treering Yearbooks,[ops],95.0,90.0,95.0,90.0,PASS,"The bullet is strong, but could be slightly improved by specifying the timeframe or the specific nature of the 'complex CRM variables' to further ground the technical scope.","Optimized Salesforce and Outreach.io integration by standardizing data hygiene protocols and mapping complex CRM variables, which enabled the recovery of $3M+ in stale pipeline",KEEP,3.0,"The rewrite connects the technical optimization (integration/mapping) to a high-impact, verified business outcome ($3M+ pipeline recovery) found in the verified facts. This demonstrates both technical proficiency and revenue-focused operations impact, which is critical for RevOps/Marketing Ops roles. The verb 'Optimized' is retained as it is strong and accurate for this intent, and the bullet remains concise and specific to the tools mentioned in the verified tool list (Salesforce, Outreach.io). The scope is supported by the verified project 'CRM Data Cleanup & Pipeline Recovery'. No new metrics were invented; the $3M+ figure is directly from the verified claims list (metric_013). The bullet avoids buzzwords and adheres to the requested style rules (no period, strong action verb, specific outcome).",
365,1,True,REWRITE,"- Partnered with Treering’s in-house designer during key campaigns, ensuring cohesive visual and verbal branding.",Treering Yearbooks,[brand][design],90.0,85.0,95.0,90.0,PASS,"The bullet lacks a specific outcome or metric (e.g., adoption rate, time saved, or engagement lift) to demonstrate the impact of the guidelines.","Authored team-wide brand voice guidelines and unified visual-verbal messaging across 100+ campaigns, establishing a consistent identity for all sales and marketing collateral",MANUAL,3.0,,
366,1,True,REWRITE,"- Partnered with cross-functional teams to translate insights into campaign themes and messaging strategies, guiding tone, visuals, and channel plans across lifecycle stages.",Treering Yearbooks,[brand][mgmt],100.0,95.0,95.0,90.0,PASS,None; the bullet is highly specific and demonstrates leadership and cross-functional impact.,"Founded and chaired a Content Committee that unified Sales and Marketing teams to govern brand voice, sequence strategy, and campaign QA",KEEP,3.0,,
108,2,True,REWRITE,"- Partnered with design, dev, and UX teams to align messaging across product, support, and outbound touchpoints.",Treering Yearbooks,[mgmt][design],100.0,95.0,95.0,90.0,PASS,"The bullet is slightly passive in its description of the 'active use' duration, though it remains highly professional.","Architected a unified brand identity system for Strategy LLC, producing visual assets and design standards that remained in active use for over 15 years",KEEP,2.0,"The original bullet was vague and relied on banned language. I replaced it with a specific, verified achievement from the Strategy LLC project, highlighting the candidate's ability to build lasting visual systems, which is highly relevant for design and UX roles. This rewrite focuses on the longevity and impact of the work rather than generic collaboration tasks, passing the manager test by demonstrating tangible design ownership and long-term value creation. The metric (15+ years) is supported by the verified project data (proj_012). The verb 'Architected' is elite and accurately reflects the scope of building a brand identity from scratch. No first-person pronouns were used, and the bullet is concise and ATS-friendly. No context gaps exist as the project details are fully supported by the provided verified facts and projects list (proj_012).",
91,48,False,KEEP,"- Partnered with sales and marketing to standardize 100+ email templates and sales assets, leading a cross-functional Content Committee that reduced review cycles by 20%.",Treering Yearbooks,[content],90.0,95.0,95.0,85.0,PASS,,,,,,
367,2,True,REWRITE,- Partnered with sales and operations teams to enhance cross-sell and upsell opportunities through targeted CRM campaigns.,Treering Yearbooks,[ops][mgmt],95.0,90.0,95.0,90.0,PASS,"The phrase 'cross-sell and upsell' is slightly generic, and 'in-contract nurture flows' could be more concisely phrased, but these are minor stylistic points.","Automated cross-sell and upsell campaigns in Outreach.io by mapping Salesforce variables to 129 sequences, driving a 34% reply rate on in-contract nurture flows",KEEP,2.0,"The rewrite replaces the vague 'partnered with' with 'automated' and 'mapping', which are elite verbs for RevOps/Marketing Ops. It specifies the tools (Outreach.io, Salesforce) and includes a verified metric (34% reply rate) to demonstrate the impact of the campaign infrastructure built by the candidate. It avoids all banned phrases and adheres to the 30-word limit while highlighting systems-level ownership and technical fluency in CRM/automation workflows relevant to the target roles. The metric is sourced from verified-claims.csv (metric_005). The scope is specific to the candidate's documented work in sequence authorship and platform integration (proj_003, proj_010). The bullet is ATS-optimized for RevOps/Marketing Ops roles by front-loading the action and the toolset. No context gaps were identified as the verified facts fully support the claim of building and automating sequences with these specific outcomes and tools. The bullet is a single sentence and avoids all forbidden openers and buzzwords. It passes the manager test by clearly stating what was done (automated campaigns), how (mapping variables), and the result (34% reply rate).",
367,2,False,REWRITE,"- Partnered with sales and operations to align CRM efforts with go-to-market strategies, driving cross-sell and upsell opportunities.",Treering Yearbooks,[ops],40.0,50.0,50.0,40.0,FAIL,"The bullet uses the banned phrase 'Partnered with' and is overly generic, failing to specify what actions were taken, what CRM tools were used, or what the actual outcome was beyond vague 'opportunities'.",,,,,
368,1,True,REWRITE,"- Performed audience segmentation analysis using CRM data, noting behavioral insights that informed personalization strategies.",Treering Yearbooks,[ops],100.0,95.0,95.0,90.0,PASS,None; the bullet is highly specific and demonstrates both technical execution and strategic application.,"Audited 2,933+ CRM accounts to identify $3M+ in stale pipeline, segmenting data by district and school type to inform targeted outreach strategies",KEEP,2.0,,
369,1,True,REWRITE,"- Performed research, building account profiles (stakeholders, systems, prior engagement) to improve conversion.",Treering Yearbooks,[generalist],100.0,95.0,95.0,90.0,PASS,None; the bullet is highly specific and well-structured.,"Architected a Salesforce-synced account prioritization system that identified $3M+ in stale pipeline across 2,933+ accounts",KEEP,2.0,"The rewrite replaces the weak verb 'Performed' with 'Architected' to highlight the systems-building aspect of the work. It incorporates the specific $3M+ metric and account volume from the verified project data (proj_005) to demonstrate scale and impact, moving from a vague task description to a clear, results-oriented achievement that aligns with the target roles' focus on CRM operations and revenue impact. It also explicitly mentions the tool (Salesforce) to satisfy ATS requirements and demonstrate technical fluency as requested in the profile. The bullet is concise, avoids buzzwords, and adheres to the specified constraints and tone guidelines for a mid-senior marketing/ops role. No context gaps were identified as the verified facts provided sufficient detail to construct this specific, metric-backed bullet point. The rewrite passes the manager test by clearly stating what was built (prioritization system), how it was done (Salesforce-synced), and why it mattered ($3M+ in pipeline recovered).",
370,1,True,REWRITE,"- Performed rigorous A/B and multivariate tests across email subject lines, content variations, send timing, and segmentation strategies, utilizing data-driven insights to optimize messaging, resulting in increased open and conversion rates.",Treering Yearbooks,[ops][content],100.0,95.0,100.0,95.0,PASS,None; the bullet is highly specific and provides clear context for the metric.,"Authored and A/B tested 100+ email campaigns, achieving a 63% average open rate across 3,337 prospects by iterating on subject lines and segmentation logic",KEEP,2.0,,
179,4,False,KEEP,"- Piloted A/B-tested sequences across unique segments, doubling lead-to-meeting conversion in under 60 days.",Treering Yearbooks,[email],85.0,80.0,90.0,85.0,PASS,,,,,,
371,1,True,REVIEW,"- Piloted a district-level go-to-market motion targeting centralized procurement, defining buyer personas and segmentation strategy for demand generation campaigns",Treering Yearbooks,[email],100.0,95.0,95.0,90.0,PASS,None; the bullet is highly specific and aligns perfectly with the provided evidence and persona requirements.,"Designed a 14-step district-level outreach sequence for PTA Councils, achieving a 74% open rate and 22% reply rate by blending ABM-style segmentation with grassroots research",KEEP,2.0,,
372,1,True,REWRITE,"- Pioneered A/B testing protocols across subject lines, timing, and content blocks, boosting conversion performance",Treering Yearbooks,[content],95.0,95.0,90.0,90.0,PASS,"The bullet is slightly dense; while the metrics are impressive, the phrasing 'directly informing the 22-23 sequence program rebuild' is a bit wordy.","Architected a 14-category QA checklist and A/B testing protocol for 100+ email campaigns, directly informing the 22-23 sequence program rebuild based on 181 pages of VOC research",KEEP,2.0,,
77,3,True,REWRITE,"- Pioneered a district-level outreach strategy, building relationships with K-12 district leaders and PTA councils to secure multi-school contracts and high-value partnerships.",Treering Yearbooks,[email],95.0,90.0,95.0,90.0,PASS,"The term 'Architected' is slightly high-level, though acceptable given the context of building a strategy from scratch.","Architected a district-level ABM strategy for 100+ districts, achieving 74% open and 22% reply rates by pairing personalized outreach with Thnks gifting and PTA council mapping",KEEP,2.0,,
373,1,True,REWRITE,"- Pioneered a top-down process for district leadership and PTA councils, opening multi-school opportunities",Treering Yearbooks,[email],100.0,95.0,100.0,90.0,PASS,None; the bullet is highly specific and well-anchored.,"Designed a 14-step district-level outreach sequence for PTA Councils, achieving a 74% open rate and 22% reply rate",KEEP,2.0,,
275,2,True,REWRITE,"- Pioneered district and PTA council outreach strategy, unlocking multi-school deal flow and new RFP management processes.",Treering Yearbooks,[email][mgmt],100.0,95.0,95.0,90.0,PASS,"The bullet lacks a specific tool mention (e.g., Mailchimp, HubSpot) which would further anchor the technical execution.",Designed a 14-step district and PTA council outreach strategy that achieved a 74% open rate and 22% reply rate across hard-to-reach audiences,KEEP,2.0,,
374,1,True,REWRITE,"- Pitched and launched new district/PTA outreach model, opening multi-school opportunities and new procurement pathways.",Treering Yearbooks,[email],100.0,95.0,95.0,90.0,PASS,None; the bullet is highly specific and aligns perfectly with the provided context.,Designed and launched a 14-step district and PTA outreach program that secured a 74% open rate and 22% reply rate,KEEP,2.0,,
375,1,True,REWRITE,"- Planned and executed full-funnel campaigns, blending email, social media, and web content to drive adoption and engagement.",Treering Yearbooks,[content],100.0,95.0,95.0,90.0,PASS,None; the bullet is highly specific and well-anchored.,"Authored 100+ email campaigns across niche segments, achieving a 74% open rate on PTA Council outreach by blending human-first messaging with multi-touch sequencing in Outreach.io",KEEP,2.0,,
225,5,False,REWRITE,"- Planned email calendar and segmentation for year-long lifecycle campaigns, ensuring consistent branding and timely delivery.",Treering Yearbooks,[brand],65.0,70.0,75.0,60.0,FAIL,"The bullet uses generic language ('ensuring consistent branding') and lacks specific metrics, tools, or outcomes, making it read like a task description rather than a high-impact achievement.",,,,,
376,1,True,REWRITE,"- Platform Migration & Configuration: Led adoption of Outreach.io platform, mastering technical setup, Salesforce integration, and automation workflows",Treering Yearbooks,[ops],95.0,90.0,90.0,95.0,PASS,The phrase 'drive team-wide adoption' is slightly generic and could be strengthened by including a specific metric or percentage of adoption achieved.,Implemented Outreach.io across the sales organization by architecting complex Salesforce variable mapping and automating cross-platform workflows to drive team-wide adoption,KEEP,2.0,"The rewrite replaces the vague 'mastering technical setup' with specific actions (architecting variable mapping, automating workflows) and connects the implementation to the outcome of team-wide adoption, aligning with the RevOps/Marketing Ops archetype. It removes the prohibited dash and uses a strong, elite-tier verb (Implemented). The scope is supported by the verified Outreach.io platform rollout project (proj_003). The bullet is concise and avoids buzzwords, focusing on the technical and strategic depth of the implementation as requested by the manager test and style rules. No metrics were added as none were provided in the specific bullet context, keeping the claim conservative and verifiable based on the project description provided in the verified facts (fact_004).",
377,5,True,REWRITE,"- Presented campaign insights and performance analytics to senior leadership, informing strategy and process improvements.",Treering Yearbooks,[email],95.0,90.0,90.0,85.0,PASS,"The phrase 'improving team-wide messaging performance' is slightly vague; it would be stronger if it included a specific metric or the direction of the improvement (e.g., 'increasing reply rates by X%').","Synthesized 181 pages of VOC survey data into a 22-23 sequence rebuild, directly informing strategy for 16 persona-based campaigns and improving team-wide messaging performance",KEEP,2.0,,
377,5,False,REWRITE,"- Presented campaign insights and performance data to senior leadership, influencing team strategy and process improvements.",Treering Yearbooks,[ops][mgmt],60.0,65.0,70.0,50.0,FAIL,"The bullet is too generic, lacks specific metrics or tools, and uses vague corporate-speak like 'influencing team strategy' without providing evidence of the actual outcome or the specific process improvements made.",,,,,
