Review ID,Folder/Lane,Subfolder,Filename,File Type,Drive URL,Bucket/Lane,Review Status,Priority,Relevance Score,Evidence Type,Metrics Found,Portfolio Potential,Resume Potential,Duplicate/Derivative?,Needs Follow-Up?,Notes / What to verify next,Confidence,Last Reviewed
TR-0497,"UntitledDocs (Call Notes, etc.)",_root,Untitled document(8).docx (TR-0497),Word,https://docs.google.com/document/d/1q1ohNM70j8OwzJx4Ab_6Fy6_BjhAdB_E,"Sales Execution — Morgan's Qual Call (Bobby present, K-8 school)",Reviewed - Verified,Critical,8,Sales Execution — Morgan running qual call with Bobby attending,"K-8, 360 students; booking demo May 15 9:30am; pain points: contracts, leftovers, min orders, yearbook moderator succession","High — Bobby joined Morgan's call, indicating trust in her sales abilities",Morgan confident enough that VP of Sales attends her calls; prospect management skills,No,No,"Morgan's qual call notes with Bobby attending. Prospect: K-8, 360 students, traditional yearbook company user with all pain points (contracts, leftovers, min orders, hard to find moderator). Current volunteer stepping away. Wants to lighten burden for successor. Photo management system appealed to him (content management). Morgan gave full overview. Demo scheduled May 15 9:30am.",High,
TR-0498,"UntitledDocs (Call Notes, etc.)",_root,Untitled document(10).docx (TR-0498),Word,https://docs.google.com/document/d/1JVZ5ikH9LFSVFeS78mhaTZ4XrCFyhFC4,Sales Execution — Demo Notes (Balfour/TJ),Reviewed - Verified,High,6,Sales Execution — call notes; competitive pricing win,"Balfour user: $53/book, 160 pages hardcover; TJ quoted $44.31; 'Awesome, can you send that?'; not signed for next year; follow up in 1 month",High — Captured moment where TreeRing pricing clearly beat Balfour; deal still open,Competitive pricing advantage vs. Balfour; Morgan documented warm next-step,No,No,"Morgan's notes from TJ call with Balfour school. Prospect currently paying $53/book (160 pages hardcover). TJ quoted $44.31. Prospect: 'Awesome, can you send that?' Not signed for next year. TJ following up in one month. School had roughly 200 books.",High,
TR-0499,"UntitledDocs (Call Notes, etc.)",_root,Untitled document(11).docx (TR-0499),Word,https://docs.google.com/document/d/1kSa3wZkbep5P5ApRCl2sW2EMyXdCJ0oW,Sales Execution — Call Notes (Jostens; detailed objections handled),Reviewed - Verified,High,7,Sales Execution — detailed objection handling documentation,Jostens user: $30/book; 112 pages for $30 quoted (matched); confidential shredding of leftover books; cover contest winner didn't get a book (sold out); Google/Chromebook integration key driver,Very High — multiple powerful pain point stories including 'had to pay for confidential shredding',Competitive stories for Jostens comparison; no-minimum-orders value proposition,No,No,"Morgan's very detailed notes from Kris call with Jostens school. Key pain points: leftover books requiring confidential shredding, child who won cover contest didn't get a book because they sold out. Key win: Google/Chromebook integration. Price: 112 pages for $30 matched. Decision within a month. Preferred reference: Cathedral of Saint Mary. High school sample requested.",High,
TR-0500,"UntitledDocs (Call Notes, etc.)",_root,Untitled document(12).docx (TR-0500),Word,https://docs.google.com/document/d/1OghdkBP8DV031ML8agFqdwPITwmVbJpN,Sales Execution — Demo Notes (Margaret/TJ) — DEAL CLOSED,Reviewed - Verified,Critical,8,Sales Execution — Morgan present at demo that closed to account sign-up,Local printer user; 240 books; custom pages declined (principal opposed); demo closed to account signup; books needed June 10; Morgan observed and took notes,High — Morgan supported a deal closure; TJ set up account during the call,Morgan's role in supporting close; captures full demo-to-close sequence,No,No,"Morgan's notes from TJ demo with Margaret (local printer, 240 books). Custom pages: principal opposed. Demo closed successfully mid-call — TJ: 'Do you want us to set up an account?' Margaret: 'Yeah!' Books needed June 10. TJ set up account on the spot. Morgan was present throughout and documented the full close.",High,
TR-0501,"UntitledDocs (Call Notes, etc.)",_root,Untitled document(16).docx (TR-0501),Word,https://docs.google.com/document/d/1Y0jjCVYVzxmjx2yVKnEna5izmyI3gCzr,Personal — Empty Document,Reviewed - No Evidence,Low,1,N/A — empty,N/A,None,Empty document,No,No,Empty document.,High,
TR-0502,"UntitledDocs (Call Notes, etc.)",_root,Untitled document(18).docx (TR-0502),Word,https://docs.google.com/document/d/1Wf5C0-mn8liwce5ZwKmb4i-6CVBowMY9,Sales Execution — Demo Notes (Brittney/Kris); Morgan credited by prospect,Reviewed - Verified,High,7,Sales Execution — Morgan credited as prior contact during AE demo,K-6 and 7-12; 110 pages $34 / 65 pages $25; trial account set up; 'Morgan answered a lot of my questions the other day!',High — Prospect credits Morgan for prep; confirms SDR-to-AE handoff quality,Morgan's qual work directly referenced by prospect during AE demo,No,No,"Morgan's notes from Kris demo with Brittney. Trial account set up. Pricing: 110 pages middle/high $34, 65 pages $25. Brittney told Kris: 'Morgan answered a lot of my questions the other day!' Confirms Morgan ran effective qual call before handoff. Price comparison: 'might be easier with us than with Jostens.' She's considering combining two books.",High,
TR-0503,"UntitledDocs (Call Notes, etc.)",_root,Untitled document(19).docx (TR-0503),Word,https://docs.google.com/document/d/1dSTsXD8eopDIpeVsRZTg9kEwhOXGCCv1,Sales Execution — Demo Notes (Watsonville High/Kristie) — DEAL CLOSED,Reviewed - Verified,High,7,Sales Execution — Morgan present at demo that closed to account signup,"Watsonville High; TreeRing 1st time; Lifetouch portraits; liked themes, drag+drop, Spanish flyers; Kristie: 'Do you want us to set up an account?' → 'That would be great!!'",High — Morgan documented another deal closure,Second deal closure in this folder; Morgan supporting AE pipeline,No,No,"Morgan's notes from Kristie demo with Watsonville High teacher (first year, previously elementary with Lifetouch). Liked: themes/drag+drop, Google Drive integration, Spanish flyers, 'you can mix and match' covers. Kristie closed on the spot: 'That would be great!!' Account setup to be done via email with principal CC'd.",High,
TR-0504,"UntitledDocs (Call Notes, etc.)",_root,Untitled document(20).docx (TR-0504),Word,https://docs.google.com/document/d/1QlbfdpWGwCjMqdFVJogHhLgb4fB2zK9l,"Sales Execution — MORGAN'S OWN Qual Call (detailed, Google Drive school)",Reviewed - Verified,Critical,9,Sales Execution — Morgan running full qual call with detailed notes,80 pages; soft and hardcover options; Google Drive user; interested; sample on way; reference requested for Santa Cruz area; demo booked with advisor,High — Morgan ran this call herself; detailed proof of her SDR pitch skills,Morgan's own voice explaining full TreeRing value proposition from scratch,No,No,"Morgan's own qual call notes (very detailed). Morgan explained: flexible deadlines ('only one, completely flexible'), photo collection (app + Google Drive integration), page count, no minimum orders, post-deadline ordering, no cost to school. Prospect: 'She appreciated that, apologized for not saying much but she's writing it all down, this is great information.' Sample on way; reference requested for Santa Cruz area; demo booked for advisor.",High,
TR-0505,"UntitledDocs (Call Notes, etc.)",_root,Untitled document(13).docx (TR-0505),Word,https://docs.google.com/document/d/1XMT0xjnBpHErmZUR0HZvLQOQrGBu56fp,"Sales Execution — Demo Notes (Heather/Kristie; PTO takeover, Jostens exit)",Reviewed - Verified,High,7,Sales Execution — call notes; powerful Jostens exit story,~800 students; ~200 books; Jostens quote 'not the greatest' + shipping put them in red; 2 boxes leftover books; $19.65 → $19; sample to Nellsonville OH; Kristie to follow up after Thanksgiving,High — Jostens pain point story is highly usable; school budget-cut context,Competitive story: school was losing money with Jostens; took over from school themselves,No,No,"Morgan's notes from Kristie demo with Heather (PTO member, school cut yearbook funding). School had 2 boxes leftover Jostens books. Jostens quote + shipping put them in the red. Ended Jostens contract. Kristie quoted $19.65 → $19 (under Heather's $20 target). 800 students but only ~200 books sold. Demo had tech issues (browser fix). Sample sent to 11690 Hamley Run, Nellsonville OH 45764.",High,
TR-0506,"UntitledDocs (Call Notes, etc.)",_root,Untitled document(14).docx (TR-0506),https://docs.google.com/document/d/1Qo7P-1wmxF2Om5GrY49MveYUwfexzGOl,https://docs.google.com/document/d/10Q07kDieK5_JyxwpcxAjZp5oJUWvqzO2,Sales Execution — Demo Notes (Lisa/Kris) — DEAL CLOSED (supplement + future full book),Reviewed - Verified,Critical,9,Sales Execution — Morgan present at demo; supplement closed + full yearbook opp created,$11K online + $3K cash yearbook sales; supplement 20 pages $9.49 → $7.99 w/referral; full book 180 pages hardcover $35.21; fundraiser $10 per book; opp created for 19-20; 'Can't do it anymore with Jostens',Very High — double close: supplement signed + 19-20 opp created; detailed Jostens-exit story,Deal closed mid-call; Morgan noted 'we'll create a 19-20 opp'; full Jostens pricing story,No,No,"Morgan's extremely detailed notes from Kris demo with Lisa ('Can't do it anymore with Jostens'). Lisa sold $11K online, $3K cash. Signed for: 20-page supplement at $7.99 (with referral code). Full yearbook: 180 pages hardcover $35.21 quoted. Fundraiser: $10 per book. Kris set up account during call. Morgan noted at end: 'we're considering the spring supplement c/w and we'll create a 19-20 opp for the high school's regular book.' Double outcome.",High,
TR-0507,"UntitledDocs (Call Notes, etc.)",_root,Untitled document(45).docx (TR-0507),Word,https://docs.google.com/document/d/15Y-7ZcNTn3HWQk787QIAU37WF4AcNEHo,Sales Content — COVID-Era TreeRing Pitch Paragraph,Reviewed - Verified,Medium,5,Sales Content — Morgan's COVID-era value proposition writing,N/A (pitch copy),Medium — shows Morgan writing sales copy for 'new normal' pitch,"Morgan's copywriting: ship-to-home, custom pages, digital signing pitch",No,No,"Morgan wrote a polished COVID-era pitch paragraph positioning TreeRing for 'the new normal': no contracts, no strict deadlines, no minimums, no cost to schools, ship-to-home, custom pages, digital signing, flexible page counts. Evidence of Morgan's copywriting and strategic positioning work.",High,
TR-0508,"UntitledDocs (Call Notes, etc.)",_root,Untitled document(47).docx (TR-0508),Word,https://docs.google.com/document/d/1c-HqUYHDG5fHiscNOnUuNlm8S226rug_,Sales Ops — Sequence Management Notes,Reviewed - No Evidence,Low,2,Outreach ops — brief sequence management notes,N/A,Low,Brief operational note,No,No,Three-line sequence management note: 'Spring Re-Approach / Mark them / Move into a new one. / Tag them if possible.' Minimal evidence value.,High,
TR-0509,"UntitledDocs (Call Notes, etc.)",_root,Untitled document(15).docx (TR-0509),Word,https://docs.google.com/document/d/1g9hEuPMTNd71WSurD7x_MTbt_2FQuErp,CRM/Platform Advocacy — Salesforce Data Quality Issues Analysis,Reviewed - Verified,Critical,9,Proactive Data Stewardship — Morgan's Salesforce data quality problem analysis,N/A (qualitative analysis),Very High — Morgan diagnosing systemic CRM problems before formal scrub work; shows root-cause thinking,Precursor to CRM scrub rounds; Morgan identifying specific data quality issues and proposing solutions,No,No,"Morgan's analysis of Salesforce data quality issues: old accounts from Brady/Aaron/Sharon Corner/David Kaye; missing city/state/district data causing duplicates; Ray+Leo upload errors creating customer duplicates (awkward 'we already work with TreeRing' situations); app-Salesforce sync gap; hot zone identification impossible without district data; inbound leads held as 'leads' too long. 'It takes away a lot of our time, and we're not always confident.' This document likely motivated Morgan's formal CRM scrub rounds.",High,
TR-0510,"UntitledDocs (Call Notes, etc.)",_root,Untitled document(55).docx (TR-0510),Word,https://docs.google.com/document/d/1luZwftAtOwvd2klz8yyBxf-HexH9JxSH,Sales Execution — Principal Re-Approach Email Templates,Reviewed - Verified,Medium,5,Sales Execution — Morgan's principal follow-up email templates,N/A (email templates),Medium — Morgan's written email re-approach templates for principals,Two principal emails: selection process probe + contract timing probe,No,No,"Morgan saved two re-approach principal email templates. Template 1: asks about selection process and multi-year contract status ('when it's appropriate'). Template 2: asks if they have a provider, requests timing for pre-contract conversation. Written in Morgan's professional but warm voice.",High,
TR-0511,"UntitledDocs (Call Notes, etc.)",_root,Untitled document(56).docx (TR-0511),Word,https://docs.google.com/document/d/1f_eNbP24Os1tJsNJJ4p1Q22abSKZoY4S,Product Feedback — Software Feature Requests,Reviewed - No Evidence,Low,2,Product feedback — Morgan's feature request notes,N/A,Low,"Three feature requests: improved page lock, marking pages done, page assignments",No,No,"Three-line product feature request note: 'Improved page lock / Marking pages as done / Page assignments.' Evidence of Morgan submitting product feedback, minimal standalone evidence.",High,
TR-0512,"UntitledDocs (Call Notes, etc.)",_root,Untitled document(53).docx (TR-0512),Word,https://docs.google.com/document/d/15Sy5A9L637OobGh0U9tjIo0weN9HARne,Hiring & Talent Assessment — SDR Candidate Interview Notes,Reviewed - Verified,Critical,9,People Leadership — Morgan interviewing SDR candidate,N/A (qualitative interview notes),"Very High — Morgan assessing candidates for her pod; Salesforce familiarity, email teaching background, Alaska location, spreadsheet skills noted","Morgan making hiring judgments: 'Knows what a CRM is, think she'll be good to learn!'",No,No,"Morgan's interview notes for a SDR candidate. Profile: former TreeRing customer (PTA mom), 'voluntold' for yearbook. Academic background: professor, wrote books, IN PUBLISHING, taught a class on emails (!!). Ran small business. Lives in Alaska. Skills noted: 'geeked out over spreadsheets,' 'ADS!!!', familiar with Salesforce/SOHO, knows what a CRM is. Morgan's conclusion: 'think she'll be good to learn!' Confirms Morgan's role assessing and selecting candidates for her pod.",High,
TR-0513,"UntitledDocs (Call Notes, etc.)",_root,Untitled document(4).docx (TR-0513),Word,https://docs.google.com/document/d/1e89LWZ28o0w7-3lK-LR2ZFhSPj0l9jl7,Sales Execution — Demo Notes (K-8 school/Kris),Reviewed - Verified,High,6,Sales Execution — call notes during Kris demo,K-8 100 pages; trial account set up; 'Really likes the ease of aligning and adding pages and moving pages'; Morgan confirmed sample on delivery,Medium — standard demo notes with Morgan confirming sample status,Morgan's coordination role between SDR and AE during demo,No,No,"Morgan's notes from Kris demo for K-8 school. Prospect: 100 pages, Jostens contract (1-year, doesn't auto-renew). Showed portrait tools (previous pain point). Liked align/page-move ease: 'Really likes the ease of aligning and adding pages and moving pages. That's really nice.' Morgan jumped in to confirm sample was out for delivery. Trial account set up.",High,
TR-0514,"UntitledDocs (Call Notes, etc.)",_root,Untitled document(9).docx (TR-0514),Word,https://docs.google.com/document/d/1dlIqcpVB92gtvBJePD8Y83CSxI5Sysiu,Sales Execution — Demo Notes (Pictavo school/Kris); strong reaction quotes,Reviewed - Verified,High,7,Sales Execution — call notes; competitive delight quotes from Pictavo users,"1100 kids, 760 books at $40→$50; Pictavo 177 pages hardcover; 'game-changer' (sorting), 'Oh my god it's so easy!' (page move), 'Wow that's fast. That's the first thing we noticed!' (HTML5)",High — Three excellent customer delight quotes directly comparing to Pictavo,Competitive delight quotes vs. Pictavo; equitable pricing of custom pages noted,No,No,"Morgan's notes from Kris demo for Pictavo school (1100 kids, bought 760 books). School paying $40→$50. Key reactions: 'candid photo organization (visible celebration),' 'game-changer' (sorting), 'Oh my god it's so easy!' (moving pages), 'Wow that's fast. That's the first thing we noticed!' (HTML5). Prospect: 'thinks the principal will love that personal pages are added into the cost. This would be very equitable. I think that's kind of lovely.' Not locked in to Pictavo.",High,
TR-0515,"UntitledDocs (Call Notes, etc.)",_root,Untitled document(21).docx (TR-0515),Word,https://docs.google.com/document/d/1cr9jnqOolqjcXw0YVfKXqAqMGygNq6UX,Sales Execution — Demo Notes (1600-student school/Kris) — DEAL CLOSED,Reviewed - Verified,High,7,Sales Execution — Morgan present at demo that closed,"1600 students, 150 pages hardcover, $42.79 → $50 ($7.21 profit/book); 'Let's set up an account'; Google form anecdote",High — large school deal closed; Morgan coordinating Slack during demo,Morgan's coordination role; 'I just created a big google form... ALL THAT WORK GONE',No,No,"Morgan's notes: 1600-student school, 150 pages hardcover, $50 price ($7.21/book profit). Kristie couldn't make it, Kris covered. Lifetouch doing portraits. Principal meeting still needed. 'Let's set up an account.' Funny moment: prospect realized she built a manual Google form for photo collection — 'ALL THAT WORK GONE.' Kris: 'You're just streamlining it.' Morgan was helping with Slack messages from team during call.",High,
TR-0516,"UntitledDocs (Call Notes, etc.)",_root,Untitled document(22).docx (TR-0516),Word,https://docs.google.com/document/d/1QUu_jr_iS-29ZV6c9jc2cG5D-TA2mJMl,Sales Execution — Demo Notes (small school/Kris) — DEAL CLOSED,Reviewed - Verified,High,6,Sales Execution — Morgan present at deal closure,"Delivery May 13; $11.86 → $15 w/fundraiser; referral code from 'Richard Bowling (like the sport)'; no yearbook team; 'I do, I do'",Medium — small school deal but shows Morgan's pipeline contribution,Referral-driven close; Morgan documented full process,No,No,"Kris demo, lots of technical trouble. Small school with one person running yearbook. Accepted referral code from nearby school. Account set up: delivery May 13, $11.86 → $15 with fundraiser. Prospect: 'I do, I do' when asked if they want to try.",High,
TR-0517,"UntitledDocs (Call Notes, etc.)",_root,Untitled document(23).docx (TR-0517),Word,https://docs.google.com/document/d/1mNoslkDfrtDrFpDXOi57KCqt0B6CfILh,Sales Execution — Demo Notes (PreK-6 new yearbook/Kris) — DEAL CLOSED,Reviewed - Verified,High,7,Sales Execution — deal closure for school starting yearbook from scratch,"40 pages softcover $13.23; $18 until Oct 1 then $20; school funding, many w/o internet; 'Oh yeah we definitely want to move forward'",High — greenfield school starting first yearbook; Morgan documented full close,New yearbook program creation; tiered pricing strategy discussed,No,No,"Kris demo for PreK-6 school starting their first yearbook. 40 pages softcover, $13.23 base. Tiered pricing: $18 until October 1, then $20. Bulk order option for families without internet. 'Oh yeah we definitely want to move forward.' Account set up. Morgan noted she explained the early-purchase discount differently the other day (teachable moment).",High,
TR-0518,"UntitledDocs (Call Notes, etc.)",_root,Untitled document(24).docx (TR-0518),Word,https://docs.google.com/document/d/1Bn4U5mwL9aCSu2D7DhWnrk-oKguwQf_m,Sales Execution — MORGAN'S OWN Qual Call (Kayla; school w/no yearbook),Reviewed - Verified,Critical,8,Sales Execution — Morgan running full qual call; greenfield prospect,40 pages $13.23 ('WOW that's not bad at all'); Lifetouch portraits; higher RLP school; demo booked,High — Morgan pitching from scratch to a school that's never had a yearbook; prospect impressed,Morgan's cold-to-warm qualification skills; price reaction captured,No,No,"Morgan's own qual call with Kayla (no prior yearbook program). Morgan explained traditional model then TreeRing differentiation: no contracts, no minimums, no cost to school. Kayla: 'WOW that's not bad at all' at $13.23 for 40 pages. Morgan handled objections on estimates, Lifetouch CD portraits. Kayla will consult another person, confirmed demo next step. Entirely Morgan's call.",High,
TR-0519,"UntitledDocs (Call Notes, etc.)",_root,Untitled document(25).docx (TR-0519),Word,https://docs.google.com/document/d/1sDAVW3xh6qDqMe6liNF1E9lmx2akgtvP,Sales Execution — Demo Notes (Herff Jones/TJ); HJ exit story,Reviewed - Verified,High,7,Sales Execution — call notes; competitive HJ exit narrative,76 pages; HJ $21 vs TreeRing $23.85; 'in the hole from previous year'; sold 250; 'HJ charges for everything!'; no contract signed yet,"High — powerful HJ pain point story: school in debt, can't make money",Competitive intelligence: HJ debt story; no contract signed = warm opportunity,No,No,"TJ demo, Morgan taking notes. Herff Jones school, 76 pages, 250 books. School was 'in the hole from previous year' despite selling 250 books. HJ $21 vs TreeRing $23.85. Prospect: 'HJ charges them for everything! But they're the cheapest overall.' Loves software and simplicity. No contract signed yet for this year. TJ to email pricing info.",High,
TR-0520,"UntitledDocs (Call Notes, etc.)",_root,Untitled document(26).docx (TR-0520),Word,https://docs.google.com/document/d/11U7cJlB9q3xToq9r957DOQug69OBKPlO,Sales Execution — Deal Closed (2-campus ex-Lifetouch/TJ),Reviewed - Verified,High,7,Sales Execution — deal closure; Lifetouch exit narrative,2 campuses (200-275 books each); ex-Lifetouch; not in contract; 'I'm ready to get started and play around!',High — two separate accounts set up; Lifetouch rep departure as trigger for switch,Lifetouch exit pattern; Morgan documented warm-to-close,No,No,"Morgan's notes from TJ demo for Catherine's school (2 campuses: elementary + middle). Ex-Lifetouch customer who started looking when their awesome rep left and they weren't in contract. Not many questions, 'thinks she's all set!' Two separate accounts set up. Lower 200 books, Upper 250-275. 'Ready to get started and play around!' Perfect close.",High,
TR-0521,"UntitledDocs (Call Notes, etc.)",_root,Untitled document(27).docx (TR-0521),Word,https://docs.google.com/document/d/1XeSdhl4Ts_UftL8OYQysSsMrvr9WKkfX,Sales Execution — Demo Notes (Pictavo teacher/Kristie; in-contract),Reviewed - Verified,Medium,5,Sales Execution — call notes; in-contract Pictavo school gathering future info,"450 students, 315 books; Pictavo user; 'it looks actually probably a little more student-friendly'; in contract this year; evaluating for future",Medium — in-contract school; useful competitive quote about student usability,Student-usability quote vs. Pictavo; grid/snapping mentioned as key differentiator,No,No,"Morgan's notes from Kristie demo for Pictavo school (450 students, 315 books). In contract for this year but evaluating future. Teacher had kids build the book. Quote: 'I think it looks actually probably a little more student-friendly. The grid and snapping objects, THAT level of detail is something that they usually go in and wrap up. So that appears to be an improvement.' Interested but gathering info.",High,
TR-0522,"UntitledDocs (Call Notes, etc.)",_root,Untitled document(28).docx (TR-0522),Word,https://docs.google.com/document/d/1gLTzCziet9l1Ll9pOw4yPpOLbgqPWVU5,Sales Execution — Demo Notes (Mr. Rosenberg/TJ; 'ninja merge' technique),Reviewed - Verified,Critical,8,Sales Execution — Morgan's 'ninja merge' technique + highly technical prospect,"80 pages; 150 books sold online ('ridiculous' for small school); 13 years alone; 'Woooow, that's really impressive!' (post-deadline ordering); trial account offered; detailed Q&A on print quality, portraits, fonts, file size",High — Morgan's ninja-merge technique; highly technical prospect handled expertly,Morgan conferences TJ without prospect noticing; sophisticated sales coordination,No,No,"Morgan's notes: 'Ninja-merged TJ so he could listen since it was pretty important/relevant. Pretended to merge TJ in when Mr. Rosenberg paused.' Mr. Rosenberg: 13 years solo, tried many companies (Jostens best but overpriced). 150 books online. Highly technical Q&A: CMYK, digital vs offset, sizes, text wrap, portrait flow, file size (25MB max), HTML5 speed. 'Woooow, that's really impressive!' (post-deadline ordering). Trial account offered.",High,
TR-0523,"UntitledDocs (Call Notes, etc.)",_root,Untitled document(29).docx (TR-0523),Word,https://docs.google.com/document/d/1_16D8CFcfH9NsoFU1es8eXhVDnDpukCJ,Sales Execution — MORGAN'S OWN Qual Call (Amber; PTA greenfield yearbook),Reviewed - Verified,Critical,8,Sales Execution — Morgan running her own qual call; greenfield prospect; personal rapport,"450 students, PreK-4 (17 classes); 'rated us the best'; 20% coupon honored; custom cover art contest; delivery by May 15; sample to Clinton IA; demo booked",High — Morgan warmly handling PTA volunteer's first yearbook from scratch; personal connection built,"Morgan's rapport building: shared 5-year-olds, surrogate disclosure, warmth",No,No,"Morgan's warm qual call with Amber (PTA volunteer who accidentally became in charge of school's first yearbook). 450 students, PreK-4. 'We were rated the best :).' Morgan: honored 20% coupon, estimated page count from class breakdown, confirmed custom cover art contest, guaranteed delivery by May 15. Personal moment: both have 5-year-olds (Morgan mentioned Eli). Amber is a surrogate. Sample to 735 13th Ave S, Clinton IA 52732. Demo booked for ~Sept 22-24.",High,
TR-0524,"UntitledDocs (Call Notes, etc.)",_root,Untitled document(30).docx (TR-0524),Word,https://docs.google.com/document/d/1D6CXIBIFNf9-e3nDcXhcDoHpMpIw_Ssa,Sales Execution — Quote Call (Jostens/TJ),Reviewed - Verified,Medium,5,Sales Execution — Morgan present during brief pricing call,144 pages $41.27; Jostens user; 'couple hundred' books; principal was old yearbook teacher,Low-Medium — brief quote-only call,Confirms Morgan's pipeline coordination role,No,No,"Short call: TJ providing 144-page quote ($41.27 + early-purchase discount). Jostens school that doesn't sell all its books. Yearbook class, students log in with passwords. Principal was formerly the yearbook teacher ('gets it'). TJ to email quote, OK to follow up.",High,
TR-0525,"UntitledDocs (Call Notes, etc.)",_root,Untitled document(31).docx (TR-0525),Word,https://docs.google.com/document/d/190qVzgJQMnsvbFgROi9MQNOISV22jWnR,Sales Execution — Demo Notes (Lifetouch/TJ); strongest delight quotes in archive,Reviewed - Verified,Critical,9,Sales Execution — multiple outstanding customer delight quotes vs. Lifetouch,I'm actually excited about the yearbook again. I wasn't when I sat down this morning.'; 'That's amazing! That's awesome!'; 'Just give me the themes and I'm so happy',Very High — 'excited about yearbook again' is a career-defining testimonial quote,Morgan present and documenting; 'threatened by principal to sell at car line' = pain point story,No,No,"Morgan's notes from TJ demo for Lifetouch school (300 books). Lifetouch = 'antiquated!' Mid-March book submission = no spring events. Reactions: 'That's amazing! That's awesome!' (portrait reflow), 'Just give me the themes and I'm so happy, that's all I need!', 'I'm actually excited about the yearbook again. I wasn't when I sat down this morning.' (after seeing themes). No unlimited storage: 'With Lifetouch we had to delete stuff all the time.' Morgan left early to join second demo with Kris.",High,
TR-0526,"UntitledDocs (Call Notes, etc.)",_root,Untitled document(32).docx (TR-0526),Word,https://docs.google.com/document/d/1sq7xKoVfm_yy8PDoUUHmyBPMgezNqlvV,Sales Execution — Demo Notes (Rachel/Kris); tech failure crisis management,Reviewed - Verified,High,6,Sales Execution — Morgan maintaining prospect relationship during demo failure,Kris disappeared; Rachel froze; Morgan made small talk and gave sample update; 'It was really awkward but we survived',High — Morgan's grace under pressure keeping deal alive during complete tech failure,Crisis management: Morgan covered for 2 tech failures; kept prospect warm,No,No,"Morgan's notes during Kris demo with Rachel. Kris disappeared mid-demo. Morgan made small talk, told Rachel sample arriving by end of tomorrow, mentioned Wayne High reference. 'It was really awkward but we survived.' Rachel then froze. Kris called her cell and moved to Join.Me. Shows Morgan's composure under technical difficulties.",High,
TR-0527,"UntitledDocs (Call Notes, etc.)",_root,Untitled document(33).docx (TR-0527),Word,https://docs.google.com/document/d/1mjdZ1dJltMGzDhW336a6BMYhXCgdC4Qj,Sales Execution — MORGAN'S OWN Qual Call (Rachel; principal listening; Jostens),Reviewed - Verified,Critical,9,Sales Execution — Morgan's comprehensive qual call with principal on the line,144 pages; Jostens; '20 cabinets' of leftover books; 60-70% online; 'He loves everything he's hearing'; demo Thurs 11:15; trial account offered,Very High — Morgan handled principal + prospect together; comprehensive pitch covering 8+ topics,"Morgan's most complex qual call: principal listening, leftovers anecdote, support objection, eco story, custom pages",No,No,"Morgan's own qual call with Rachel (Jostens school, 144 pages, $60 book). Principal joined and listened. Key pain points: 20 cabinets of Jostens leftovers ('going to donate them to a vintage shop'), mid-June submission. Morgan covered: no minimums, custom covers, Google Drive integration, custom pages with review process, hardcopy proofs, support model, eco/trees. Principal: 'He loves everything he's hearing / Has one more company to talk to but he's extremely impressed.' Demo Thursday 11:15.",High,
TR-0528,"UntitledDocs (Call Notes, etc.)",_root,Untitled document(34).docx (TR-0528),Word,https://docs.google.com/document/d/1OdKl2nEZFBJ53G8JMpelC-Bcha_D4fch,Sales Execution — Quick Notes Scratch (Rachel follow-up),Reviewed - No Evidence,Low,1,Quick scratch notes,N/A,Low — 5-line summary only,Quick notes for self,No,No,"Five-line scratch notes from Rachel call: 60-70% online, Jostens, 144 pages, Thurs 11:15 demo. Truncated ('Big s...'). No standalone value — duplicate info from TR-0527.",High,
TR-0529,"UntitledDocs (Call Notes, etc.)",_root,Untitled document(35).docx (TR-0529),Word,https://docs.google.com/document/d/1yvsofy0XXhkmp4gFxlMW46pis7Ahidox,Sales Execution — MORGAN'S OWN Qual Call (Lifetouch hater; referral discount win),Reviewed - Verified,Critical,8,Sales Execution — Morgan's warm qual call; Lifetouch exit + referral discount,50 pages; softcover $15 / hardcover $22 (lower than Lifetouch $20-25); 'HAAAATES LIFETOUCH'S SOFTWARE WITH A FIERY PASSION'; referral discount found; demo Tues 11am,High — Morgan unearthed referral discount during call; prospect building principal case,"Morgan's rapport + deal mechanics: covering pricing, features, and bonus discounts spontaneously",No,No,"Morgan's warm qual call. School rep 'HAAAATES LIFETOUCH'S SOFTWARE WITH A FIERY PASSION.' First year, taking over fully next year. 50 pages, softcover $15/hardcover $22 ('definitely in ballpark and even a bit lower' than Lifetouch). Morgan found referral discount mid-call: 'She was thrilled, thought that was the best thing ever.' She's gathering info to convince principal. Demo priorities: portraits, custom pages. Tuesday 11am demo booked.",High,
