Role / Company,Tags,Bullet Point
Treering Yearbooks,[content],- Produced branded pitch decks and creative sales materials that supported enterprise growth and campaign clarity.
Treering Yearbooks,[content],"- Produced branded pitch decks and slide kits for paid conference events and webinar campaigns — improving outreach clarity, visual storytelling, and conversion readiness."
Treering Yearbooks,[enablement],"- Produced internal training materials, branded sales decks, and creative assets used across multiple outreach touchpoints."
Treering Yearbooks,[content],"- Produced modular campaign kits with persona-aligned messaging, visuals, and funnel strategy, collaborated with design and marketing teams to produce pandemic-era collateral that was featured across customer portals for two years."
Treering Yearbooks,[content],- Produced sales decks and marketing collateral used by district and PTA partners nationwide.
Treering Yearbooks,[enablement] [mgmt],"- Promoted to Senior SDR and manager of a remote team of 4–6; led 1:1s, QA, call coaching, and monthly team training for 20+ reps"
Treering Yearbooks,[ops],"- Supported sales team productivity by managing CRM updates, documenting platform workflows, assisting with quote creation, and handling user-level QA for campaigns, account validation, and territory assignments"
Treering Yearbooks,[enablement] [mgmt],"- Promoted to Senior SDR and manager of a remote team of 4–6; led 1:1s, call coaching, QA, and monthly team training for 20+ reps"
Treering Yearbooks,[email] [ops],"- Acted as a key player in the platform migration from PersistIQ to Outreach.io, improving daily workflows and streamlining Salesforce integration for better reporting and automation"
Treering Yearbooks,[email] [ops],"- Supported a company-wide platform migration from PersistIQ to Outreach.io, improving workflows, streamlining Salesforce integration, and documenting new systems for internal training and QA"
Treering Yearbooks,[mgmt],"- Promoted to lead a 12-person team in six months; owned wrap-up of Treering project, receiving compliments on deliverables."
Treering Yearbooks,[mgmt],"- Promoted to team lead and entrusted with final client wrap-up, including campaign handoff and research for PTA partnerships."
Treering Yearbooks,[mgmt],"- Promoted to team lead and entrusted with project wrap-up, including spearheading new PTA conference research and handover."
Treering Yearbooks,[email] [mgmt] [ops],"- Promoted to team lead managing 12 SDRs within six months; implemented Salesforce workflows and Outreach cadences, improving qualified lead conversion by 35%"
Treering Yearbooks,[enablement] [mgmt],"- Promoted to team lead within 6 months, creating training materials and coaching protocols for 12-person SDR team."
Treering Yearbooks,[writing],"- Collaborated on Adobe eSign ABM pilot messaging strategy, contributing insights that led to nomination for senior copywriting roles."
Treering Yearbooks,[generalist],- Recruited by Treering’s Head of Sales based on systematic approach to campaign optimization and sales process improvement.
Treering Yearbooks,[mgmt],- Promoted to team lead within six months; trained and coached a 12-person team on sales strategy and customer engagement.
Treering Yearbooks,[ops],- Proposed enhancements to CRM workflows and collaborated cross-functionally on GTM alignment and campaign scheduling.
Treering Yearbooks,[email],"- Ran A/B tests for subject lines, timing, and content, including AI-assisted drafts, driving increases in engagement and reactivation."
Treering Yearbooks,[email],"- Ran A/B tests for subject lines, timing, and content, including AI-assisted drafts, driving measurable increases in engagement."
Treering Yearbooks,[ops],- Ran a CRM audit that identified $3M+ in potential opportunities; results used to reassign accounts to SDRs for future coverage
Treering Yearbooks,[mgmt] [ops],"- Ran comprehensive CRM audit that surfaced $3M+ in untapped pipeline by resolving miscategorized records and refining filters, leading to creation of new role for direct report management."
Treering Yearbooks,[generalist],- Ran select solo demos; 100% converted to customers after AE activation; partnered with AEs for account setup/close
Treering Yearbooks,[email] [ops],- Ranked Top 10 companywide within one month; earned 2× Top Seller recognition through optimized outreach cadences
Treering Yearbooks,[mgmt] [ops],- Ranked in the company’s Top 10 performers within one month and promoted to lead a 12-person team within six months.
Treering Yearbooks,[mgmt] [ops],- Ranked in the company’s Top 10 sellers for the first two months and promoted in six months to lead a 12-person team.
Treering Yearbooks,[email] [ops] [writing],"- Developed and optimized content-driven outbound campaigns using Salesforce and Outreach.io, applying editorial judgment to ensure messaging accuracy and compliance across diverse educational audiences."
Treering Yearbooks,[ops],- Ranked in the company’s Top 10 within the first month and earned 2× Top Seller recognition.
Treering Yearbooks,[generalist],- Reactivated high-fit accounts using pattern-interrupt subjects and micro-proof PS lines to overcome message fatigue
Treering Yearbooks,[enablement],"- Rebuilt and reorganized the sales enablement system—tagging hundreds of assets for CX, support, and lifecycle use."
Treering Yearbooks,[ops],"- Recognized as a strong performer, consistently ranking in the Top 10 sellers for reaching and exceeding key metrics."
Treering Yearbooks,[generalist],- Recruited by Treering Yearbooks’ Head of Sales due to outstanding project management and impactful sales contributions.
Treering Yearbooks,[ops],"- Recognized as a top performer, consistently ranking in the company’s Top 10 sellers for reaching and exceeding key metrics."
Treering Yearbooks,[ops],"- Recognized as the first outbound employee to surpass $1M in sourced revenue, exceeding first-year target by 17%."
Treering Yearbooks,[email] [enablement] [ops],"- Built automated onboarding, nurture, and win-back journeys using behavioral customer segmentation, liing open rates ~20%."
Treering Yearbooks,[ops],"- Uncovered $3M+ in out-of-date accounts in Salesforce, directly expanding the pipeline and revitalizing major sales opportunities."
Treering Yearbooks,[generalist],"- Ran annual market-research and competitive-analysis sprints that uncovered new school segments, adding ~6% net-new ARR."
Treering Yearbooks,[content],"- Trained Marketing on successful conditional-logic modules, unlocking personalization at scale without extra engineering li"
Treering Yearbooks,[ops],- Recognized as the first outbound hire to surpass $1M in sourced revenue; exceeded first-year target by 17%.
Treering Yearbooks,[ops],"- Recognized as the first outbound team member to surpass $1M in sourced revenue through warm, mission-driven messaging."
Treering Yearbooks,[generalist],- Recruited by Treering Yearbooks’ Head of Sales due to outstanding project management and impactful strategic contributions.
Treering Yearbooks,[email],- Recruited directly by Treering’s Head of Sales for a full-time internal role based on email performance and strategic alignment.
Treering Yearbooks,[generalist],"- Refreshed sales content with product, sales, and support teams, aligning tone and messaging to lifecycle stage and funnel goals."
Treering Yearbooks,[generalist],"- Regularly surveyed internal stakeholders to collect information, ensuring content alignment with user needs and continually refining messaging strategies for optimal performance."
Treering Yearbooks,[generalist],"- Regularly surveyed internal stakeholders to collect information, ensuring content alignment with user needs, continually refining messaging strategies for optimal performance"
Treering Yearbooks,[writing],"- Reviewed, proofed, and refined copy for outbound messaging, preventing errors and helping the brand feel polished."
Treering Yearbooks,[enablement] [mgmt] [ops],"- Sales Enablement & Training: Delivered hands-on Salesforce training in all-team meetings, small-group sessions, and one-on-ones, significantly improving platform adoption and team efficiency."
Treering Yearbooks,[enablement] [mgmt] [ops],"- Sales Enablement & Training: Led comprehensive Salesforce training, delivering all-team meetings, small-group sessions, and weekly one-on-ones"
Treering Yearbooks,[content] [ops],"- Created PowerPoint presentations based on personal expertise and frequently assisted colleagues in troubleshooting Salesforce issues, significantly improving team adoption and efficiency."
Treering Yearbooks,[content] [email] [ops],- Salesforce + Outreach.io Integration: Developed custom Salesforce field mapping for Outreach.io to automate personalized messaging with advanced if/then logic
Treering Yearbooks,[generalist],"- Troubleshot and resolved sync issues, improving engagement tracking and messaging accuracy"
Treering Yearbooks,[ops],- Leveraged CRM data to enhance customer loyalty and retention in a retail-driven environment by optimizing targeted outreach and engagement strategies.
Treering Yearbooks,[content] [ops],"- Currently completing certification in Iterable, excited to further specialize in multi-channel CRM at scale."
Treering Yearbooks,[ops],"- Salesforce Data Optimization: Optimized CRM data for 2,000+ prospect accounts, streamlining bulk updates and data scrubbing"
Treering Yearbooks,[ops],"- Utilized Salesforce Data Loader, automating imports and significantly reducing manual data entry time."
Treering Yearbooks,[generalist],"- Secured a statewide promotion opportunity through the Georgia PTA, expanding reach across 2,200+ public schools."
Treering Yearbooks,[content] [ops],- Segmentation/Personalization
Treering Yearbooks,[email],- A/B & Multivariate Testing
Treering Yearbooks,[generalist],"- Sent thoughtful, well-timed emails that helped busy educators feel seen and supported, leading to long-term client relationships."
Treering Yearbooks,[generalist],"- Served as liaison between Sales and Marketing to provide feedback, share audience insights, and improve brand alignment and outreach consistency"
Treering Yearbooks,[generalist],"- Served as liaison between Sales and Marketing to share feedback, refine messaging, and improve cross-functional alignment"
Treering Yearbooks,[enablement] [ops],"- Served as primary resource for Salesforce reports, dashboards, and team troubleshooting; led monthly SDR training workshops."
Treering Yearbooks,[enablement] [ops],"- Served as primary resource for Salesforce reports, dashboards, and team troubleshooting; led monthly SDR workshops."
Treering Yearbooks,[ops],"- Served as the de facto Salesforce administrator for a 20+ person revenue team, managing data flows, building custom reports & dashboards, troubleshooting system issues, and ensuring data governance."
Treering Yearbooks,[enablement],"- Shaped the voice and tone of outbound communications, ensuring cohesion across all prospect-aligned touchpoints."
Treering Yearbooks,[content] [email],- Shipped persona-split cadences with variable statements that drove 20–30%+ replies on top segments and 12–15 meetings in the first 30 days
Treering Yearbooks,[ops],- Sourced $1M+ in revenue (first SDR in company history) through strategic content development and performance calibration enabling 17% quota overachievement.
Treering Yearbooks,[email] [ops] [writing],"- Sourced over $1M in new revenue (the first SDR in company history to do so), by drafting strategic messaging, content, and outreach cadences that made it possible to exceed first-year quota by 17%."
Treering Yearbooks,[email] [ops],"- Spearheaded Outreach.io platform optimization, serving as subject matter expert for team productivity and performance reporting."
Treering Yearbooks,[ops],"- Built CRM systems tracking 15+ data points per account across 206 active tasks, enabling efficient workflow management."
Treering Yearbooks,[enablement] [ops],"- Collaborated asynchronously with Product, Marketing, and Operations teams to ensure content reflected latest platform capabilities"
Treering Yearbooks,[email],"- Spearheaded adoption of Outreach.io, serving as subject matter expert to improve productivity, data accuracy, and reporting."
Treering Yearbooks,[enablement] [ops],"- Designed and implemented scalable QA protocols and workflow documentation, reducing content errors by 50%."
Treering Yearbooks,[ops],"- Created reporting dashboards that provided real-time visibility into team performance, pipeline health, and content effectiveness"
Treering Yearbooks,[career-note],"- Following eight successful years building sales enablement infrastructure at Treering, I took intentional time in 2024-25 to support family while pursuing opportunities that align with expertise in revenue operations and sales team optimization."
Treering Yearbooks,[email] [ops],"- Spearheaded integration of Outreach.io with Salesforce, and supported platform rollouts/process changes by documenting steps and fielding questions, making transitions smoother and less stressful."
Treering Yearbooks,[generalist],"- Spearheaded outreach to K-12 districts and PTA Councils, facilitating a statewide promotion with the Georgia PTA (1,279 units)."
Treering Yearbooks,[content] [enablement],"- Founded a cross-departmental Content Committee to unify messaging across Sales/Marketing, strengthening brand consistency."
Treering Yearbooks,[generalist],"- Created promotional campaigns, sales materials, and outreach templates to support retention and community partnerships."
Treering Yearbooks,[mgmt],"- Managed complex multi-stakeholder projects with competing priorities, aligning timelines, messaging, and campaign objectives"
Treering Yearbooks,[ops],"- Strategic Dashboard Development: Designed project-specific dashboards, including a reporting suite for a newly created role that uncovered millions in untapped revenue."
Treering Yearbooks,[content] [email] [ops],"- Strategized and implemented targeted teamwide email cadences, enhancing prospect engagement through segmentation and personalized content with consistent brand messaging."
Treering Yearbooks,[ops],"- Streamlined 2,000+ account portfolio with behavioral segmentation and predictive triggers, ensuring 98%+ data accuracy"
Treering Yearbooks,[email] [ops],"- Streamlined Salesforce workflows and enhanced integration with marketing engagement tools (Outreach.io), significantly improving operational efficiency and accuracy"
Treering Yearbooks,[content],"- Supported agencies and local businesses through contract and freelance creative work, blending copy, design, and campaign execution across print, digital, and outdoor media."
Treering Yearbooks,[content] [email] [ops],"- Supported list segmentation, multivariate testing, and copy QA to ensure optimized engagement and deliverability, while also contributing to brand voice and messaging alignment across email, landing pages, and in-platform content"
Treering Yearbooks,[email] [ops],"- Maintained clean CRM data, performed QA on campaign logic, audience flow accuracy, and trigger timing across Salesforce and Outreach.io platforms"
Inside Sales Team,[email],"- Supported outreach for national K–12 accounts, refining cadences and improving lead quality across campaigns."
Treering Yearbooks,[email] [enablement] [ops],- Trained 20+ SDRs on Salesforce and Outreach.io using structured playbooks and development sessions.
Treering Yearbooks,[content] [email] [ops],"- Trained 20+ team members in Salesforce and Outreach.io to improve efficiency, personalization, and reporting."
Treering Yearbooks,[email] [ops],- Trained 20+ team members on Outreach.io automation best practices and syncing logic for improved adoption.
Treering Yearbooks,[ops],- Trained 20+ team members on automation and educator-focused outreach to improve adoption.
Treering Yearbooks,[generalist],- Translated educator feedback into feature priorities to better align Treering’s products with classroom needs.
Treering Yearbooks,[generalist],"- Translated user feedback into strategic content shifts, including a 92% team preference for shorter emails, directly influencing product messaging strategy for subsequent campaigns."
Treering Yearbooks,[ops],"- Uncovered $3M+ in dormant Salesforce pipeline, revitalizing outreach strategy and targeting efforts."
Treering Yearbooks,[ops],"- Uncovered $3M+ in hidden pipeline through CRM cleanup, field mapping, and report/dashboard development and analysis."
Treering Yearbooks,[ops],"- Uncovered $3M+ in outdated CRM records during a data audit, expanding the sales pipeline and reviving key opportunities."
Treering Yearbooks,[ops],- Unearthed $3M+ in pipeline via CRM cleanup and field mapping; rebuilt reports/dashboards to sharpen ICP focus and Sales handoffs and improve funnel velocity.
Treering Yearbooks,[enablement],"- Unified tone across all channels and touchpoints with branded decks, onboarding flows, and outbound messaging."
Treering Yearbooks,[email],"- Upheld 98% deliverability rate through rigorous QA processes, testing, and adherence to spam compliance standards."
Treering Yearbooks,[email],"- Executed systematic A/B testing on subject lines, send times, and content, with top-performing campaigns achieving 34% reply rates."
Treering Yearbooks,[content] [email] [ops],"- Directed email calendar management and segmentation strategy for year-long lifecycle campaigns, ensuring consistent brand voice, timely messaging, and alignment with sales objectives."
Treering Yearbooks,[generalist],"- Used Facebook Groups to reach hard-to-contact school audiences, driving awareness and lead generation"
Treering Yearbooks,[content],"- Ensured consistency across emails, internal decks, and social content through cross-channel visual strategy alignment"
Treering Yearbooks,[generalist],- Used positive reinforcement and clear feedback to help team members build confidence and exceed performance metrics.
Treering Yearbooks,[email] [ops],"- Utilized A/B testing, cohort analysis, and data-driven insights in Outreach.io to continuously refine campaigns and maximize ROI."
Treering Yearbooks,[generalist],- WYSIWYG Web Design
Treering Yearbooks,[generalist],- BTL/B2B/BTC/Retail Selling
Treering Yearbooks,[email] [writing],"- Wrote case studies, email templates, and outbound decks tailored to educators, district admins, and PTA leaders."
Treering Yearbooks,[content] [email] [writing],"- Wrote lifecycle campaigns with logic-based personalization, nurturing 2,000+ accounts with clarity, warmth, and measurable impact."
Inside Sales Team,[ops],"- Achieved an outstanding “Good Fit” rate, consistently delivering high-quality leads praised for conversion and value."
Inside Sales Team,[content] [email] [writing],- Authored cadences and persona strategy for enterprise tech/education clients; tapped for ABM/copy projects.
Inside Sales Team,[mgmt] [ops],- Awarded Top Seller in hiring class and promoted within six months to manage a 12-person team
Inside Sales Team,[writing],"- Formally considered for two senior roles, including a hybrid ABM/copywriting position for Adobe eSign"
Inside Sales Team,[mgmt] [ops],- Awarded Top Seller in hiring class; ranked in the company's Top 10 for the first two months
Inside Sales Team,[mgmt] [ops],- Awarded Top Seller in hiring class; ranked in the company’s Top 10 for the first two months
Inside Sales Team,[mgmt] [ops],- Awarded Top Seller of hiring class and ranked in the company's Top 10 Performers for the first two months
Inside Sales Team,[mgmt],- Earned rapid promotion to sole manager of a 12-member team within six months for consistently outstanding performance
Inside Sales Team,[writing],"- Considered for two senior promotions, including an account-based marketing position with copywriting responsibilities for Adobe eSign"
Inside Sales Team,[writing],"- Considered for two senior promotions, including an account-based marketing/copywriting role for Adobe eSign"
Inside Sales Team,[mgmt] [ops],- Awarded Top Seller of hiring class and ranked in the company’s Top 10 Performers for the first two months
Inside Sales Team,[ops],- Built 3–5× coverage in named accounts to sustain qualified first meetings
Inside Sales Team,[ops],"- Built account-based campaigns for Adobe Sign and Treering; engagement up ~35%, qualified meetings up ~25%"
Inside Sales Team,[content] [email],- Built communication cadences improving lead response rates by 35% through strategic timing and personalization methodology.
Inside Sales Team,[email] [ops],"- Segmented leads using behavioral triggers, optimizing customer journey progression and sales handoff quality."
Inside Sales Team,[ops],"- Achieved 2x Top Seller recognition within first two months, consistently ranking in company’s top performers for lead generation."
Inside Sales Team,[enablement] [mgmt] [ops],"- Advanced to team lead within 6 months, creating workflow documentation and training materials for 12-person engagement team."
Inside Sales Team,[ops] [writing],"- Developed ABM content for Adobe Sign pilot program, earning nomination for senior copywriting roles based on strategic approach."
Inside Sales Team,[ops],"- Piloted Adobe Sign program, earning recognition for automated touchpoint optimization strategies."
Inside Sales Team,[email],- Built relationships with K–12 leaders through thoughtful timing and messaging that set the stage for long-term engagement.
Inside Sales Team,[ops],"- Collaborated on account-based marketing (ABM) pilot for Adobe Sign, contributing targeted copy and campaign assets."
Inside Sales Team,[generalist],- Collaborated with internal teams and client accounts to build outreach campaigns that matched market moments and buyer intent.
Inside Sales Team,[content],- Collaborated with marketing and product stakeholders to refine persona engagement tactics and improve lead quality across national outreach accounts.
Inside Sales Team,[content] [enablement] [ops],- Contributed to outbound sales playbook updates by documenting best practices and identifying new audience segments through campaign data.
Inside Sales Team,[generalist],"- Coordinated successful campaign wrap-ups for clients including Adobe eSign, ensuring continuity and client satisfaction."
Inside Sales Team,[ops],"- Coordinated webinar/event follow-ups to improve lead quality, meeting-set rates, and pipeline handoffs."
Inside Sales Team,[content] [enablement],"- Delivered 1,000+ personalized outbound messages/month while refining persona-based messaging playbooks; recognized by clients and executives for consistent performance and strategy."
Inside Sales Team,[content],"- Delivered digital campaign assets and design work for Strategy, LLC and independent clients."
Inside Sales Team,[email] [ops],"- Delivered high-volume automated campaigns via Outreach.io, earning Top 10 performer status within two months"
Inside Sales Team,[email],"- Designed account-based outbound campaigns for fast-growing enterprise SaaS clients, aligning messaging with product value propositions; created briefs/sequences/collateral and pressure-tested messaging to sharpen signal"
Inside Sales Team,[writing],"- Designed messaging strategy for Adobe eSign ABM campaigns, nominated for senior copywriting roles"
Inside Sales Team,[ops],"- Designed segmented ABM campaigns for Adobe Sign, turning cold lists into warm conversations through research-driven messaging."
Inside Sales Team,[email] [ops],- Developed CRM cadences and email sequences that improved lead response rates by 35% within the first quarter.
Inside Sales Team,[content],"- Qualified leads using persona traits, engagement behavior, and account scoring logic to improve lead quality for AEs."
Inside Sales Team,[content] [writing],"- Proposed an ABM-style content strategy for an Adobe eSign pilot, earning a nomination for a senior copywriting role."
Inside Sales Team,[mgmt] [ops],- Ranked among Top 10 reps within two months; promoted to lead a 12-person team in six months.
Inside Sales Team,[email] [ops],"- Developed and optimized outbound cadences using Salesforce and Outreach.io, contributing to consistent pipeline growth."
Inside Sales Team,[content],- Drove 8–10 first meetings/week at peak by combining persona-tiered outreach with structured call blocks
Inside Sales Team,[mgmt] [ops],- Earned Top Seller honors in the hiring class and ranked in the company's Top 10 for the first two months.
Inside Sales Team,[mgmt] [ops],- Earned Top Seller honors in the hiring class and ranked in the company's Top 10 within the first two months.
Inside Sales Team,[email] [mgmt] [ops],"- Managed a high-volume cold outreach pipeline, consistently exceeding engagement, conversion rates, and lead quality metrics."
Inside Sales Team,[generalist],- Promoted in 6 months to lead a 12-member team aer consistently meeting goals and contributing to process improvement.
Inside Sales Team,[writing],- Nominated for senior ABM/copywriting role aer standout contributions to messaging strategy and campaign ideation.
Inside Sales Team,[generalist],"- Enabled field and outbound teams for feature releases with concise message briefs, objection responses, and proof snippets; increased adoption and shortened ramp by making assets easy to find"
Inside Sales Team,[ops],- Exceeded targets and streamlined outreach workflows; supported a 12-person multi-account program.
Inside Sales Team,[email] [ops],"- Executed high-volume outbound campaigns, testing message variations and cadences that increased engagement rates, receiving accolades from the client’s executive leadership team during exclusive 1-on-1 sessions that strongly influenced future messaging."
Inside Sales Team,[ops],- Developed segmentation strategies and research methodologies that increased team qualification rates and pipeline quality.
Inside Sales Team,[enablement] [mgmt],"- Promoted to team lead within 6 months, creating training materials and coaching protocols for 12-person SDR organization."
Inside Sales Team,[writing],"- Collaborated on messaging strategy for Adobe eSign ABM pilot campaign, contributing to nomination for senior copywriting roles."
Inside Sales Team,[generalist],- Recruited by Treering’s Head of Sales based on systematic approach to campaign optimization and sales process improvement.
Inside Sales Team,[email],"- Executed ≈200 lifecycle-aware emails per day via Outreach.io, continually A/B-tuning cadence and timing."
Inside Sales Team,[content],"- Researched and personalized messaging at scale, touching 1,200+ prospects/week for stronger lead generation."
Inside Sales Team,[ops],"- Achieved a “Good Fit” lead rate 15% above team average, feeding higher-quality opps to AEs."
Inside Sales Team,[generalist],- Improved AE satisfaction by setting next steps on 90%+ of meetings and delivering context for smooth handoffs
Inside Sales Team,[email] [ops],- Increased qualified lead conversion rates by 35% through ABM campaigns and optimized outreach cadences.
Inside Sales Team,[generalist],- Introduced success-criteria framing at discovery to shorten time-to-pilot
Inside Sales Team,[generalist],- Invited to join Treering following standout copy performance that bridged ABM strategy with measurable outcomes.
Inside Sales Team,[email],"- Launched Outreach.io email campaigns, testing cadence and messaging to optimize engagement and deliver high-quality leads."
Inside Sales Team,[generalist],"- Led Treering project wrap-up, recognized for organization, execution, and above-and-beyond commitment to client success."
Inside Sales Team,[content] [ops],- Maintained consistently high conversion rates through strategic customer journey mapping and personalized touchpoints.
Inside Sales Team,[mgmt],"- Promoted to lead a 12-person team in six months; owned wrap-up of Treering project, receiving compliments on deliverables."
Inside Sales Team,[content],"- Developed account-based marketing (ABM) messaging frameworks for Adobe eSign, resulting in two senior-level nominations."
Inside Sales Team,[generalist],- Recruited by Treering Yearbooks’ Head of Sales due to outstanding project management and impactful sales contributions.
Inside Sales Team,[generalist],- Maintained context-rich notes and next steps to reduce handoff friction and shorten time-to-demo
Inside Sales Team,[email] [mgmt] [ops],"- Managed a high-volume cold outreach pipeline, consistently exceeding engagement, conversion, and lead quality benchmarks."
Inside Sales Team,[content],- Mapped 3–5 roles per logo to multi-thread discovery and qualify higher-value opportunities
Inside Sales Team,[content],- Multi-threaded across 3–5 roles per logo to improve discovery quality for enterprise AEs
Inside Sales Team,[writing],- Nominated for a senior ABM/copywriting role following standout contributions to messaging strategy and campaign ideation.
Inside Sales Team,[writing],- Nominated for senior ABM/copywriting role after standout contributions to messaging strategy and campaign ideation.
Inside Sales Team,[email],"- Optimized cadence timing and delivery parameters, consistently surpassing lead quality benchmarks"
Inside Sales Team,[email] [ops],"- Optimized outbound cadences using Salesforce and Outreach.io, contributing to pipeline growth through strategic messaging."
Inside Sales Team,[generalist],- Promoted in 6 months to lead a 12-member team after consistently meeting goals and contributing to process improvement.
Inside Sales Team,[email],- Promoted in six months to lead a 12-person outreach team for Treering Yearbooks after consistently meeting goals and contributing to process improvement; refined cadences and language for national K–12 engagement.
Inside Sales Team,[mgmt] [ops],- Promoted to lead a 12-person team in six months after consistent Top Seller recognition.
Inside Sales Team,[mgmt] [ops],"- Promoted to lead a 12-person team, training reps on prospecting, messaging, and Salesforce workflows."
Inside Sales Team,[mgmt],- Promoted to sole manager of a 12-member team within six months due to performance
Inside Sales Team,[email] [mgmt],"- Promoted to team lead within 6 months and owned final wrap-up (lifecycle campaign handoff, client reporting, PTA research)."
Inside Sales Team,[ops],"- Contributed messaging for the Adobe eSign ABM pilot, helping drive a ≈25% pipeline uptick in the first 60 days."
Inside Sales Team,[email],- Recruited by Treering’s Head of Sales (1 of 2 external hires) based on campaign alignment and email strategy execution.
Inside Sales Team,[mgmt],"- Promoted to team lead within 6 months, managing campaign reporting and client communications."
Inside Sales Team,[ops],- Promoted within 6 months to lead a 12-member team after meeting KPIs and collaborating with marketing on campaign rollouts.
Inside Sales Team,[mgmt] [ops],- Promoted within six months to lead a 12-person team after consistently exceeding targets and optimizing outreach workflows.
Inside Sales Team,[content],"- Proposed ABM-informed content strategy for Adobe eSign, aligning audience insights with tailored messaging themes."
Inside Sales Team,[content] [ops],"- Proposed ABM-informed content strategy for Adobe eSign, combining CRM insights with tailored messaging approaches."
Inside Sales Team,[content] [ops],"- Proposed ABM-informed content strategy for Adobe eSign, combining CRM insights with tailored messaging."
Inside Sales Team,[content] [ops],"- Proposed ABM-informed content strategy for Adobe eSign, leveraging CRM insights to deliver targeted, compliant messaging."
Inside Sales Team,[writing],"- Proposed ABM-inspired strategy for Adobe eSign, earning a senior copywriting nomination."
Inside Sales Team,[generalist],"- Proposed an ABM strategy for Adobe eSign that introduced lifecycle logic to enterprise outreach, leading to executive-level consideration for a senior creative role."
Inside Sales Team,[content] [writing],"- Proposed an ABM-style content strategy for Adobe eSign, earning a nomination for a senior copywriting role."
Inside Sales Team,[email] [writing],"- Proposed cadences and strategy for Adobe and education-sector clients, earning a nomination for an ABM/copywriting role."
Inside Sales Team,[generalist],"- Proposed messaging and content strategies for Adobe and education-sector clients, earning nomination for a senior ABM role."
Inside Sales Team,[writing],"- Proposed messaging strategy for Adobe and education-sector clients, earning a nomination for a senior ABM copywriting role."
Inside Sales Team,[ops],"- QA’d lead data quality and campaign reporting dashboards, ensuring accurate handoffs between marketing and sales teams."
Inside Sales Team,[content],"- Qualified leads using persona traits, engagement behavior, and account scoring logic."
Inside Sales Team,[generalist],- Raised replies 20%+ on fatigued lists with concise value-first openers and timing tests
Inside Sales Team,[mgmt] [ops],"- Ranked Top 10 for outbound performance among 100+ reps and earned promotion to lead a 12-person team; coached messaging, objection handling, and proof-first outreach"
Inside Sales Team,[mgmt] [ops],- Ranked Top 10 of 100+ SDRs; promoted to lead a 12-person team within six months
Inside Sales Team,[mgmt] [ops],- Ranked among the Top 10 company-wide within two months and promoted to lead a 12-person SDR team within six months.
Inside Sales Team,[mgmt] [ops],- Ranked among the Top 10 reps within two months; promoted to lead a 12-person team in six months.
Inside Sales Team,[mgmt] [ops],- Ranked among the top 10 reps within two months; promoted to co-lead a 12-person team in six months.
Inside Sales Team,[ops],- Ranked in Top 10 sellers companywide within first two months; earned 2× Top Seller recognition.
Inside Sales Team,[ops],- Ranked in the company's Top 10 reps within two months and promoted within six months to lead a 12-person outreach team.
Inside Sales Team,[mgmt] [ops],- Ranked in the company's Top 10 sellers for the first two months and promoted in six months to co-lead a 12-person team.
Inside Sales Team,[mgmt] [ops],- Ranked in the company's Top 10 sellers for the first two months and promoted in six months to lead a 12-person team.
Inside Sales Team,[mgmt] [ops],- Ranked in the company's Top 10 within the first two months and promoted to co-lead a 12-person team within six months.
Inside Sales Team,[generalist],- Reason-coded replies and iterated targeting to improve connect rates and time-to-demo
Inside Sales Team,[generalist],- Reason-coded replies and refined targeting to improve connect and show rates
Inside Sales Team,[ops],"- Recognized as a strong performer, consistently ranking in the Top 10 sellers for reaching and exceeding key metrics."
Inside Sales Team,[ops],- Developed research methodologies that boosted outreach authenticity and conversion rates.
Inside Sales Team,[ops] [writing],- Recognized as a top performer while contributing to process improvements and campaign ideation.
Inside Sales Team,[writing],"- Recognized for top-tier performance with a nomination to a senior ABM/copywriting role, following standout contributions to messaging strategy and campaign ideation."
Inside Sales Team,[generalist],- Recruited by Treering’s Head of Sales for a direct hire role due to exceptional performance and partnership.
Inside Sales Team,[generalist],- Recruited by Treering’s Head of Sales to build the in-house outbound engine as the first outbound hire
Inside Sales Team,[ops],- Revamped lead forecasting and reporting processes to support data-informed copy strategies and cleaner performance insights.
Inside Sales Team,[email],- Sequenced concise executive summaries to re-engage budget owners on stalled accounts
Inside Sales Team,[email],- Sequenced executive summaries that re-engaged economic buyers on stalled accounts
Inside Sales Team,[generalist],"- Served as the lead on Treering's project wrap-up; recognized for organized, above-and-beyond execution."
Inside Sales Team,[content] [writing],"- Wrote persona-specific call and email scripts; tuned the touch pattern (email, call, voicemail) and engaged multiple stakeholders per account to increase conversions"
Inside Sales Team,[content] [writing],"- Wrote personalized outreach messages that helped 1,200+ prospects per week feel seen and led to stronger engagement."
USitek,[generalist],- Assembled and mailed 500+ client tax organizer packets with 100% delivery accuracy.
USitek,[generalist],- Coordinated with vendors and internal teams to maintain inventory flow and support project deadlines.
USitek,[content],"- Created marketing visuals, business cards, and templates to improve professional presentation and local recognition."
USitek,[content],"- Designed large-format signage, print collateral, and brand materials supporting retail displays and partner communication."
USitek,[content],- Developed branded materials (including outdoor signage) while assisting with the correction of 5+ years of bookkeeping in QuickBooks
USitek,[generalist],"- Interacted with vendors, contractors, and professional services personnel to receive orders and direct activities"
USitek,[ops],"- Finalized tax return packets to meet strict compliance standards, reducing error risk during audits."
USitek,[ops],"- Handled front desk reception, client calls, and high-volume data entry during peak season."
USitek,[generalist],- Produced branded print materials and coordinated vendor communications.
