Role / Company,Tags,Bullet Point
Treering Yearbooks,[email],"- Secured a statewide promotion opportunity through the Georgia PTA, expanding reach across 2,200+ public schools."
Treering Yearbooks,[mgmt][brand],"- Selected for a competitive internship at a large digital agency, supporting cross-functional teams on major national accounts."
Treering Yearbooks,[email],"- Selected for a concept-first portfolio bootcamp emphasizing strategy, storytelling, and cross-channel campaign thinking."
Treering Yearbooks,[generalist],"- Selected to lead the wrap-up of Treering’s client project, then directly recruited by Treering’s Head of Sales to join them in-house."
Treering Yearbooks,[mgmt],"- Selected to lead wrap-up of Treering’s client project based on performance, then directly recruited to join their in-house team."
Treering Yearbooks,[mgmt],"- Selected to lead wrap-up of Treering’s client project, then directly recruited by Treering’s Head of Sales to join their in-house team."
Treering Yearbooks,[email],"- Sent thoughtful, well-timed emails that helped busy educators feel seen and supported, leading to long-term client relationships."
Treering Yearbooks,[brand],"- Served as liaison between Sales and Marketing to provide feedback, share audience insights, and improve brand alignment and outreach consistency"
Treering Yearbooks,[email],"- Served as liaison between Sales and Marketing to provide feedback, share audience insights, and improve outreach alignment"
Treering Yearbooks,[generalist],"- Served as liaison between Sales and Marketing to share feedback, refine messaging, and improve cross-functional alignment"
Treering Yearbooks,[mgmt][ops],"- Served as primary resource for Salesforce reports, dashboards, and team troubleshooting; led monthly SDR training workshops."
Treering Yearbooks,[mgmt][ops],"- Served as primary resource for Salesforce reports, dashboards, and team troubleshooting; led monthly SDR workshops."
Treering Yearbooks,[ops][content],"- Served as the de facto Salesforce administrator for a 20+ person revenue team, managing data flows, building custom reports & dashboards, troubleshooting system issues, and ensuring data governance."
Treering Yearbooks,[brand],"- Shaped the voice and tone of outbound communications, ensuring cohesion across all prospect-aligned touchpoints."
Treering Yearbooks,[generalist],- Shipped persona-split cadences with variable statements that drove 20–30%+ replies on top segments and 12–15 meetings in the first 30 days
Treering Yearbooks,[generalist],"- Solo Demos, Clean Handoffs: Ran demos solo; 100% converted after AE activation"
Treering Yearbooks,[generalist],- Solo Demos: Ran select demos end-to-end; 100% converted to customers after AE activation (I passed to an AE for account setup/close)
Treering Yearbooks,[content],- Sourced $1M+ in revenue (first SDR in company history) through strategic content development and performance calibration enabling 17% quota overachievement.
Treering Yearbooks,[content],"- Sourced over $1M in new revenue (the first SDR in company history to do so), by drafting strategic messaging, content, and outreach cadences that made it possible to exceed first-year quota by 17%."
Treering Yearbooks,[mgmt],"- Sourced over $1M in revenue, with email sequences later adopted as foundational templates for the entire 20+ person team."
Treering Yearbooks,[ops][mgmt],"- Spearheaded Outreach.io adoption, owning training and acting as a key player in CRM integration that improved team efficiency."
Treering Yearbooks,[mgmt],"- Spearheaded Outreach.io platform optimization, serving as subject matter expert for team productivity and performance reporting."
Treering Yearbooks,[ops],- Spearheaded a CRM data cleanup and analytics project that identified $3M+ in additional pipeline opportunity.
Treering Yearbooks,[ops][mgmt],"- Spearheaded a CRM data cleanup project while creating a new role for a direct report, uncovering $3M+ in untapped pipeline revenue through improved segmentation and reporting."
Treering Yearbooks,[ops],"- Spearheaded a CRM data overhaul, uncovering $3M+ in untapped pipeline revenue through improved reporting."
Treering Yearbooks,[ops],"- Spearheaded adoption of Outreach.io, serving as subject matter expert to improve productivity, data accuracy, and reporting."
Treering Yearbooks,[ops],"- Spearheaded integration of Outreach.io with Salesforce, and supported platform rollouts/process changes by documenting steps and fielding questions, making transitions smoother and less stressful."
Treering Yearbooks,[email],"- Spearheaded outreach to K-12 districts and PTA Councils, facilitating a statewide promotion with the Georgia PTA (1,279 units)."
Treering Yearbooks,[design],"- Strategic Dashboard Development: Designed project-specific dashboards, including a reporting suite for a newly created role that uncovered millions in untapped revenue."
Treering Yearbooks,[content][mgmt],"- Strategized and implemented targeted teamwide email cadences, enhancing prospect engagement through segmentation and personalized content with consistent brand messaging."
Treering Yearbooks,[ops],"- Streamlined 2,000+ account portfolio with behavioral segmentation and predictive triggers, ensuring 98%+ data accuracy"
Treering Yearbooks,[ops],"- Streamlined Salesforce workflows and enhanced integration with marketing engagement tools (Outreach.io), significantly improving operational efficiency and accuracy"
Treering Yearbooks,[email],- Strengthened lead forecasting and reporting processes to improve campaign performance and client reporting accuracy.
Treering Yearbooks,[ops],- Strengthened pipeline forecasting and lead optimization through advanced CRM workflows in Salesforce and Outreach.io.
Treering Yearbooks,[ops],- Strengthened pipeline forecasting and lead tracking through CRM workflows in Salesforce and Outreach.io.
Treering Yearbooks,[ops][mgmt],"- Structured account management by tracking 15 data points across 200+ tasks, integrating performance metrics to adjust strategies."
Treering Yearbooks,[ops][email],"- Successfully prioritized 2,000+ prospect accounts using detailed research, data input, and personalized outreach via emails, cold calls, and videos"
Treering Yearbooks,[ops][email],"- Successfully prioritized 2,000+ prospect accounts, which required detailed research, accurate data input, and strategically timed outreach via custom email cadences, cold calls, and videos."
Treering Yearbooks,[generalist],"- Supported a 4M+ tree-planting initiative through Trees for the Future, aligning lifecycle strategy with social impact"
Treering Yearbooks,[ops][email],"- Supported a company-wide platform migration from PersistIQ to Outreach.io, improving workflows, streamlining Salesforce integration, and documenting new systems for internal training and QA"
Treering Yearbooks,[writing][brand],"- Supported agencies and local businesses through contract and freelance creative work, blending copy, design, and campaign execution across print, digital, and outdoor media."
Treering Yearbooks,[content][writing],"- Supported list segmentation, multivariate testing, and copy QA to ensure optimized engagement and deliverability, while also contributing to brand voice and messaging alignment across email, landing pages, and in-platform content"
Treering Yearbooks,[email],"- Supported operational improvements across Sales, boosting reporting accuracy and campaign effectiveness."
Treering Yearbooks,[ops],"- Supported operational improvements across sales tech stack, enhancing data accuracy and reporting efficiency."
Treering Yearbooks,[email],"- Supported pitches and client work under tight deadlines, contributing ideas that led to two campaigns being selected for rollout."
Treering Yearbooks,[email],"- Supported retention initiatives and loyalty-focused outreach programs, increasing long-term engagement with repeat buyers."
Treering Yearbooks,[ops][mgmt],"- Supported sales team productivity by managing CRM updates, documenting platform workflows, assisting with quote creation, and handling user-level QA for campaigns, account validation, and territory assignments"
Treering Yearbooks,[content],"- Supported website content updates and digital campaigns, contributing to smoother launches."
Treering Yearbooks,[mgmt],"- Synthesized feedback through structured surveys, translating team preference into streamlined communications strategy."
Treering Yearbooks,[ops],- Systems: Built a 15-point “personal CRM” tracking system in Google Sheets with two-way sync to Salesforce
Treering Yearbooks,[ops],- Systems: Salesforce + Outreach power user; surfaced $3M+ hidden/at-risk pipeline via CRM audit and hygiene dashboards
Treering Yearbooks,[email],"- Top-Down Expansion: Formalized outreach process to district leaders and PTA councils, creating a scalable path into multi-school deals (e.g., presentations in large, key districts and statewide promotion with the Georgia State PTA)"
Treering Yearbooks,[ops][enablement],- Trained 20+ SDRs on Salesforce and Outreach.io using structured playbooks and development sessions.
Treering Yearbooks,[ops][mgmt],"- Trained 20+ team members in Salesforce and Outreach.io to improve efficiency, personalization, and reporting."
Treering Yearbooks,[mgmt],- Trained 20+ team members on Outreach.io automation best practices and syncing logic for improved adoption.
Treering Yearbooks,[mgmt],- Trained 20+ team members on automation and educator-focused outreach to improve adoption.
Treering Yearbooks,[generalist],"- Trained Marketing on successful conditional-logic modules, unlocking personalization at scale without extra engineering li."
Treering Yearbooks,[email],"- Trained in using personalized video to build human connection in digital outreach, focusing on empathy, timing, and trust."
Treering Yearbooks,[ops][mgmt],"- Trained team members on advanced CRM practices, customer retention strategies, and district-level outreach approaches."
Treering Yearbooks,[generalist],- Translated educator feedback into feature priorities to better align Treering’s products with classroom needs.
Treering Yearbooks,[content][mgmt],"- Translated user feedback into strategic content shifts, including a 92% team preference for shorter emails, directly influencing product messaging strategy for subsequent campaigns."
Treering Yearbooks,[ops],"- Uncovered $3M+ in additional pipeline through advanced CRM segmentation, lead scoring, and data analysis."
Treering Yearbooks,[ops],"- Uncovered $3M+ in additional pipeline through advanced CRM segmentation, lead scoring, and data-driven reporting."
Treering Yearbooks,[ops],"- Uncovered $3M+ in dormant Salesforce pipeline, revitalizing outreach strategy and targeting efforts."
Treering Yearbooks,[ops],"- Uncovered $3M+ in dormant pipeline through systematic CRM analysis and targeted reactivation campaigns. Cross-Functional, Data, & Strategic Impact:"
Treering Yearbooks,[ops],"- Uncovered $3M+ in hidden pipeline through CRM cleanup, field mapping, and report/dashboard development and analysis."
Treering Yearbooks,[ops],"- Uncovered $3M+ in out-of-date accounts in Salesforce, directly expanding the pipeline and revitalizing major sales opportunities."
Treering Yearbooks,[ops],"- Uncovered $3M+ in outdated CRM records during a data audit, expanding the sales pipeline and reviving key opportunities."
Treering Yearbooks,[ops],- Unearthed $3M+ in pipeline via CRM cleanup and field mapping; rebuilt reports/dashboards to sharpen ICP focus and Sales handoffs and improve funnel velocity.
Treering Yearbooks,[brand][design],"- Unified tone across all channels and touchpoints with branded decks, onboarding flows, and outbound messaging."
Treering Yearbooks,[generalist],"- Upheld 98% deliverability rate through rigorous QA processes, testing, and adherence to spam compliance standards."
Treering Yearbooks,[generalist],"- Used Facebook Groups to reach hard-to-contact school audiences, driving awareness and lead generation"
Treering Yearbooks,[mgmt],- Used positive reinforcement and clear feedback to help team members build confidence and exceed performance metrics.
Treering Yearbooks,[ops],"- Utilized A/B testing, cohort analysis, and data-driven insights in Outreach.io to continuously refine campaigns and maximize ROI."
Treering Yearbooks,[brand][mgmt],"- Worked with creative directors, designers, and account teams to execute cross-channel campaigns with a consistent voice."
Treering Yearbooks,[email],"- Wrote a six-part nurture email campaign for SAP, blending technical accuracy with clear, approachable messaging."
Treering Yearbooks,[brand][writing],"- Wrote campaign copy for clients across pet nutrition, banking, and telecom, adapting tone and voice on every project as needed."
Treering Yearbooks,[email][design],"- Wrote case studies, email templates, and outbound decks tailored to educators, district admins, and PTA leaders."
Treering Yearbooks,[email],"- Wrote lifecycle campaigns with logic-based personalization, nurturing 2,000+ accounts with clarity, warmth, and measurable impact."
Treering Yearbooks,[email],"- Wrote personalized outreach messages that helped 1,200+ prospects per week feel seen and led to stronger engagement."
Inside Sales Team,[generalist],"- Achieved 2x Top Seller recognition within first two months, consistently ranking in company’s top performers for lead generation."
Inside Sales Team,[mgmt],"- Advanced to team lead within 6 months, creating workflow documentation and training materials for 12-person engagement team."
Inside Sales Team,[email],- Analyzed competitive landscapes to tailor campaign messaging and improve response rates.
Inside Sales Team,[writing],- Authored cadences and persona strategy for enterprise tech/education clients; tapped for ABM/copy projects.
Inside Sales Team,[mgmt],- Awarded Top Seller in hiring class and promoted within six months to manage a 12-person team
Inside Sales Team,[generalist],- Awarded Top Seller in hiring class; ranked in the company's Top 10 for the first two months
Inside Sales Team,[generalist],- Awarded Top Seller in hiring class; ranked in the company’s Top 10 for the first two months
Inside Sales Team,[generalist],- Awarded Top Seller of hiring class and ranked in the company's Top 10 Performers for the first two months
Inside Sales Team,[generalist],- Awarded Top Seller of hiring class and ranked in the company’s Top 10 Performers for the first two months
Inside Sales Team,[generalist],- Built 3–5× coverage in named accounts to sustain qualified first meetings
Inside Sales Team,[email],"- Built account-based campaigns for Adobe Sign and Treering; engagement up ~35%, qualified meetings up ~25%"
Inside Sales Team,[generalist],- Built communication cadences improving lead response rates by 35% through strategic timing and personalization methodology.
Inside Sales Team,[generalist],- Built relationships with K–12 leaders through thoughtful timing and messaging that set the stage for long-term engagement.
Inside Sales Team,[writing][content],"- Collaborated on account-based marketing (ABM) pilot for Adobe Sign, contributing targeted copy and campaign assets."
Inside Sales Team,[writing],"- Collaborated on messaging strategy for Adobe eSign ABM pilot campaign, contributing to nomination for senior copywriting roles."
Inside Sales Team,[mgmt],- Collaborated with internal teams and client accounts to build outreach campaigns that matched market moments and buyer intent.
Inside Sales Team,[email],- Collaborated with marketing and product stakeholders to refine persona engagement tactics and improve lead quality across national outreach accounts.
Inside Sales Team,[email],"- Conducted comprehensive research to personalize email messaging, driving authentic conversations and stronger client connections."
Inside Sales Team,[email],"- Conducted in-depth research to build high-quality prospect lists and personalize outreach messaging, resulting in authentic engagement and stronger conversations."
Inside Sales Team,[email],"- Conducted in-depth research to personalize outreach messaging, driving authentic engagement and stronger conversations."
Inside Sales Team,[content],"- Conducted in-depth research to personalize outreach messaging, ensuring that content resonated with target audiences."
Inside Sales Team,[writing],"- Considered for two senior promotions, including an account-based marketing position with copywriting responsibilities for Adobe eSign"
Inside Sales Team,[writing],"- Considered for two senior promotions, including an account-based marketing/copywriting role for Adobe eSign"
Inside Sales Team,[mgmt],"- Consistently delivered top-tier lead quality, earning recognition for surfacing high-converting prospects for the sales team."
Inside Sales Team,[writing],"- Contributed messaging strategy for Adobe eSign ABM pilot campaign, leading to nomination for two senior copywriting roles."
Inside Sales Team,[writing],"- Contributed targeted messaging for an Adobe Sign ABM pilot campaign, highlighting skills in developing marketing copy."
Inside Sales Team,[writing],"- Contributed to Adobe Sign ABM pilot campaign, earning recognition for strategic copywriting and campaign development."
Inside Sales Team,[ops],- Contributed to outbound sales playbook updates by documenting best practices and identifying new audience segments through campaign data.
Inside Sales Team,[writing],"- Contributed to the messaging strategy for Adobe Sign’s ABM pilot campaign, demonstrating direct response copywriting skills."
Inside Sales Team,[email],"- Coordinated successful campaign wrap-ups for clients including Adobe eSign, ensuring continuity and client satisfaction."
Inside Sales Team,[ops],"- Coordinated webinar/event follow-ups to improve lead quality, meeting-set rates, and pipeline handoffs."
Inside Sales Team,[content],"- Delivered 1,000+ personalized outbound messages/month while refining persona-based messaging playbooks; recognized by clients and executives for consistent performance and strategy."
Inside Sales Team,[content][design],"- Delivered digital campaign assets and design work for Strategy, LLC and independent clients."
Inside Sales Team,[writing],"- Delivered high-quality leads through meticulously crafted copy and segmentation, earning recognition for driving top-tier engagement."
Inside Sales Team,[email],"- Delivered high-volume automated campaigns via Outreach.io, earning Top 10 performer status within two months"
Inside Sales Team,[brand],"- Delivered qualified leads that converted to high-value opportunities, aligning outreach strategy with brand positioning."
Inside Sales Team,[mgmt],- Delivered top-tier lead quality by refining email campaigns that consistently surfaced high-converting prospects for the sales team.
Inside Sales Team,[design],"- Designed account-based outbound campaigns for fast-growing enterprise SaaS clients, aligning messaging with product value propositions; created briefs/sequences/collateral and pressure-tested messaging to sharpen signal"
Inside Sales Team,[writing][design],"- Designed messaging strategy for Adobe eSign ABM campaigns, nominated for senior copywriting roles"
Inside Sales Team,[design],"- Designed segmented ABM campaigns for Adobe Sign, turning cold lists into warm conversations through research-driven messaging."
Inside Sales Team,[writing][content],"- Developed ABM content for Adobe Sign pilot program, earning nomination for senior copywriting roles based on strategic approach."
Inside Sales Team,[ops],- Developed CRM cadences and email sequences that improved lead response rates by 35% within the first quarter.
Inside Sales Team,[generalist],"- Developed account-based marketing (ABM) messaging frameworks for Adobe eSign, resulting in two senior-level nominations."
Inside Sales Team,[ops],"- Developed and optimized outbound cadences using Salesforce and Outreach.io, contributing to consistent pipeline growth."
Inside Sales Team,[email],- Developed research methodologies that boosted outreach authenticity and conversion rates.
Inside Sales Team,[email],- Drove 8–10 first meetings/week at peak by combining persona-tiered outreach with structured call blocks
Inside Sales Team,[generalist],- Earned Top Seller honors in the hiring class and ranked in the company's Top 10 for the first two months.
Inside Sales Team,[generalist],- Earned Top Seller honors in the hiring class and ranked in the company's Top 10 within the first two months.
Inside Sales Team,[mgmt],- Earned rapid promotion to sole manager of a 12-member team within six months for consistently outstanding performance
Inside Sales Team,[content][mgmt],"- Enabled field and outbound teams for feature releases with concise message briefs, objection responses, and proof snippets; increased adoption and shortened ramp by making assets easy to find"
Inside Sales Team,[email],- Exceeded targets and streamlined outreach workflows; supported a 12-person multi-account program.
Inside Sales Team,[email],"- Executed high-volume email campaigns via Outreach.io, testing cadence and timing variations to optimize engagement rates."
Inside Sales Team,[email],"- Executed high-volume outbound campaigns via Outreach.io, innovating cadence variations and timing to enhance engagement."
Inside Sales Team,[email],"- Executed high-volume outbound campaigns via Outreach.io, testing cadence variations and timing to improve response rates."
Inside Sales Team,[writing],"- Formally considered for two senior roles, including a hybrid ABM/copywriting position for Adobe eSign"
Inside Sales Team,[email],"- Implemented high-volume outbound email campaigns via Outreach.io, experimenting with cadence/timing to optimize engagement."
Inside Sales Team,[generalist],- Improved AE satisfaction by setting next steps on 90%+ of meetings and delivering context for smooth handoffs
Inside Sales Team,[email],- Increased qualified lead conversion rates by 35% through ABM campaigns and optimized outreach cadences.
Inside Sales Team,[generalist],- Introduced success-criteria framing at discovery to shorten time-to-pilot
Inside Sales Team,[writing],- Invited to join Treering following standout copy performance that bridged ABM strategy with measurable outcomes.
Inside Sales Team,[email],"- Launched Outreach.io email campaigns, testing cadence and messaging to optimize engagement and deliver high-quality leads."
Inside Sales Team,[generalist],"- Led Treering project wrap-up, recognized for organization, execution, and above-and-beyond commitment to client success."
Inside Sales Team,[generalist],- Maintained consistently high conversion rates through strategic customer journey mapping and personalized touchpoints.
Inside Sales Team,[generalist],- Maintained context-rich notes and next steps to reduce handoff friction and shorten time-to-demo
Inside Sales Team,[ops][mgmt],"- Managed a high-volume cold outreach pipeline, consistently exceeding engagement, conversion rates, and lead quality metrics."
Inside Sales Team,[ops][mgmt],"- Managed a high-volume cold outreach pipeline, consistently exceeding engagement, conversion, and lead quality benchmarks."
Inside Sales Team,[generalist],- Mapped 3–5 roles per logo to multi-thread discovery and qualify higher-value opportunities
Inside Sales Team,[generalist],"- Meetings To SQL: Consistent 8–10 first meetings/week at peak with clean, context-rich handoffs and next-step discipline"
Inside Sales Team,[generalist],- Multi-threaded across 3–5 roles per logo to improve discovery quality for enterprise AEs
Inside Sales Team,[writing],- Nominated for a senior ABM/copywriting role following standout contributions to messaging strategy and campaign ideation.
Inside Sales Team,[writing],- Nominated for senior ABM/copywriting role aer standout contributions to messaging strategy and campaign ideation.
Inside Sales Team,[writing],- Nominated for senior ABM/copywriting role after standout contributions to messaging strategy and campaign ideation.
Inside Sales Team,[generalist],"- Optimized cadence timing and delivery parameters, consistently surpassing lead quality benchmarks"
Inside Sales Team,[ops],"- Optimized outbound cadences using Salesforce and Outreach.io, contributing to pipeline growth through strategic messaging."
Inside Sales Team,[generalist],"- Piloted Adobe Sign program, earning recognition for automated touchpoint optimization strategies."
Inside Sales Team,[mgmt],- Promoted in 6 months to lead a 12-member team aer consistently meeting goals and contributing to process improvement.
Inside Sales Team,[mgmt],- Promoted in 6 months to lead a 12-member team after consistently meeting goals and contributing to process improvement.
Inside Sales Team,[mgmt],- Promoted in six months to lead a 12-person outreach team for Treering Yearbooks after consistently meeting goals and contributing to process improvement; refined cadences and language for national K–12 engagement.
Inside Sales Team,[mgmt],"- Promoted to lead a 12-person team in six months; owned wrap-up of Treering project, receiving compliments on deliverables."
Inside Sales Team,[mgmt][ops],"- Promoted to lead a 12-person team, training reps on prospecting, messaging, and Salesforce workflows."
Inside Sales Team,[mgmt],- Promoted to sole manager of a 12-member team within six months due to performance
Inside Sales Team,[email][mgmt],"- Promoted to team lead within 6 months and entrusted with final client wrap-up, including campaign handoff and PTA research."
Inside Sales Team,[mgmt],"- Promoted to team lead within 6 months, managing campaign reporting and client communications."
Inside Sales Team,[mgmt],"- Promoted to team lead within 6 months, overseeing client campaign wrap-up and seamless handoff with detailed outreach reports."
Inside Sales Team,[mgmt],"- Promoted to team lead within six months, training and managing a 12-person SDR organization."
Inside Sales Team,[mgmt],- Promoted within 6 months to lead a 12-member team after meeting KPIs and collaborating with marketing on campaign rollouts.
Inside Sales Team,[mgmt],- Promoted within six months to lead a 12-person team after consistently exceeding targets and optimizing outreach workflows.
Inside Sales Team,[content],"- Proposed ABM-informed content strategy for Adobe eSign, aligning audience insights with tailored messaging themes."
Inside Sales Team,[ops][content],"- Proposed ABM-informed content strategy for Adobe eSign, combining CRM insights with tailored messaging approaches."
Inside Sales Team,[ops][content],"- Proposed ABM-informed content strategy for Adobe eSign, combining CRM insights with tailored messaging."
Inside Sales Team,[ops][content],"- Proposed ABM-informed content strategy for Adobe eSign, leveraging CRM insights to deliver targeted, compliant messaging."
Inside Sales Team,[writing],"- Proposed ABM-inspired strategy for Adobe eSign, earning a senior copywriting nomination."
Inside Sales Team,[brand],"- Proposed an ABM strategy for Adobe eSign that introduced lifecycle logic to enterprise outreach, leading to executive-level consideration for a senior creative role."
Inside Sales Team,[writing][content],"- Proposed an ABM-style content strategy for Adobe eSign, earning a nomination for a senior copywriting role."
Inside Sales Team,[writing][content],"- Proposed an ABM-style content strategy for an Adobe eSign pilot, earning a nomination for a senior copywriting role."
Inside Sales Team,[writing],"- Proposed cadences and strategy for Adobe and education-sector clients, earning a nomination for an ABM/copywriting role."
Inside Sales Team,[content],"- Proposed messaging and content strategies for Adobe and education-sector clients, earning nomination for a senior ABM role."
Inside Sales Team,[writing],"- Proposed messaging strategy for Adobe and education-sector clients, earning a nomination for a senior ABM copywriting role."
Inside Sales Team,[ops][mgmt],"- QA’d lead data quality and campaign reporting dashboards, ensuring accurate handoffs between marketing and sales teams."
Inside Sales Team,[generalist],"- Qualified leads using persona traits, engagement behavior, and account scoring logic to improve lead quality for AEs."
Inside Sales Team,[generalist],"- Qualified leads using persona traits, engagement behavior, and account scoring logic."
Inside Sales Team,[generalist],- Raised replies 20%+ on fatigued lists with concise value-first openers and timing tests
Inside Sales Team,[mgmt],"- Ranked Top 10 for outbound performance among 100+ reps and earned promotion to lead a 12-person team; coached messaging, objection handling, and proof-first outreach"
Inside Sales Team,[mgmt],- Ranked Top 10 of 100+ SDRs; promoted to lead a 12-person team within six months
Inside Sales Team,[mgmt],- Ranked among Top 10 reps within two months; promoted to lead a 12-person team in six months.
Inside Sales Team,[mgmt],- Ranked among the Top 10 company-wide within two months and promoted to lead a 12-person SDR team within six months.
Inside Sales Team,[mgmt],- Ranked among the Top 10 reps within two months; promoted to lead a 12-person team in six months.
Inside Sales Team,[mgmt],- Ranked among the top 10 reps within two months; promoted to co-lead a 12-person team in six months.
Inside Sales Team,[generalist],- Ranked in Top 10 sellers companywide within first two months; earned 2× Top Seller recognition.
Inside Sales Team,[mgmt],- Ranked in the company's Top 10 reps within two months and promoted within six months to lead a 12-person outreach team.
Inside Sales Team,[mgmt],- Ranked in the company's Top 10 sellers for the first two months and promoted in six months to co-lead a 12-person team.
Inside Sales Team,[mgmt],- Ranked in the company's Top 10 sellers for the first two months and promoted in six months to lead a 12-person team.
Inside Sales Team,[mgmt],- Ranked in the company's Top 10 within the first two months and promoted to co-lead a 12-person team within six months.
Inside Sales Team,[generalist],- Reason-coded replies and iterated targeting to improve connect rates and time-to-demo
Inside Sales Team,[generalist],- Reason-coded replies and refined targeting to improve connect and show rates
Inside Sales Team,[generalist],"- Recognized as a strong performer, consistently ranking in the Top 10 sellers for reaching and exceeding key metrics."
Inside Sales Team,[email],- Recognized as a top performer while contributing to process improvements and campaign ideation.
Inside Sales Team,[writing],"- Recognized for top-tier performance with a nomination to a senior ABM/copywriting role, following standout contributions to messaging strategy and campaign ideation."
Inside Sales Team,[mgmt],"- Recruited based on proven performance in email and campaign strategy, demonstrating ability to manage multi-channel initiatives."
Inside Sales Team,[mgmt],- Recruited by Treering Yearbooks’ Head of Sales due to outstanding project management and impactful sales contributions.
Inside Sales Team,[email],- Recruited by Treering’s Head of Sales based on systematic approach to campaign optimization and sales process improvement.
Inside Sales Team,[generalist],- Recruited by Treering’s Head of Sales to build the in-house outbound engine as the first outbound hire
Inside Sales Team,[email],- Recruited directly by Treering Yearbooks based on systematic approach to campaign optimization and performance results.
Inside Sales Team,[email],- Recruited directly by Treering for a full-time role based on proven success in executing cold email campaigns and strategic outreach.
Inside Sales Team,[email],- Recruited directly by Treering’s Head of Sales for full-time role based on performance and strategic approach to campaigns.
Inside Sales Team,[ops][writing],- Revamped lead forecasting and reporting processes to support data-informed copy strategies and cleaner performance insights.
Inside Sales Team,[generalist],"- Segmented leads using behavioral triggers, optimizing customer journey progression and sales handoff quality."
Inside Sales Team,[email],- Sequenced concise executive summaries to re-engage budget owners on stalled accounts
Inside Sales Team,[email],- Sequenced executive summaries that re-engaged economic buyers on stalled accounts
Inside Sales Team,[generalist],"- Served as the lead on Treering's project wrap-up; recognized for organized, above-and-beyond execution."
Inside Sales Team,[email],"- Supported outreach for national K–12 accounts, refining cadences and improving lead quality across campaigns."
Inside Sales Team,[email],"- Wrote persona-specific call and email scripts; tuned the touch pattern (email, call, voicemail) and engaged multiple stakeholders per account to increase conversions"
USitek,[mgmt],- Coordinated with vendors and internal teams to maintain inventory flow and support project deadlines.
USitek,[generalist],"- Created marketing visuals, business cards, and templates to improve professional presentation and local recognition."
USitek,[brand][design],"- Designed large-format signage, print collateral, and brand materials supporting retail displays and partner communication."
USitek,[brand],- Developed branded materials (including outdoor signage) while assisting with the correction of 5+ years of bookkeeping in QuickBooks
USitek,[ops],"- Handled front desk reception, client calls, and high-volume data entry during peak season."
USitek,[generalist],"- Interacted with vendors, contractors, and professional services personnel to receive orders and direct activities"
USitek,[brand],- Produced branded print materials and coordinated vendor communications.
USitek,[brand],"- Produced store signage, displays, and promotional collateral that boosted local brand visibility."
USitek,[generalist],- Streamlined administrative operations by reconciling records and managing vendor communication processes.
USitek,[generalist],"- Streamlined daily shipping and online fulfillment for 200+ SKUs, achieving 100% on-time delivery in coordination with FedEx/UPS."
USitek,[generalist],"- Updated and reconciled over a year of bookkeeping records in QuickBooks, creating audit-ready files."
Element 8 / Strategy LLC,[writing][brand],"- Analyzed engagement trends and SEO performance to inform copy strategy, improve visibility, and strengthen brand alignment."
Element 8 / Strategy LLC,[generalist],"- Articulated rationale and fielded stakeholder feedback during on-site meetings, refining deliverables to achieve clear communication."
Element 8 / Strategy LLC,[brand],"- Built and launched integrated social campaigns using SEO insights and Google Analytics to raise engagement and guide creative strategy across Facebook, YouTube, and Twitter."
Element 8 / Strategy LLC,[email],"- Collaborated directly with leadership on strategic direction, translating business goals into integrated campaigns across digital, print, and social channels for B2B and B2C clients"
Element 8 / Strategy LLC,[generalist],- Collaborated with leadership on SEO strategy and tracked early performance via Google Analytics and Google Ads
Element 8 / Strategy LLC,[brand],- Collaborated with the CEO on branding strategy to support multiple business evolutions.
Element 8 / Strategy LLC,[content][brand],"- Conceptualized and designed full brand identities across digital and social channels — including visual guidelines, platform optimized assets, and cohesive presentation materials."
Element 8 / Strategy LLC,[email],- Coordinated multi-channel campaigns including web optimization and Google Analytics implementation
Element 8 / Strategy LLC,[content],- Coordinated pre-press QA to ship multi-channel assets on-spec and on-time
Element 8 / Strategy LLC,[brand],"- Coordinated with clients, leading in-person reviews, CMS updates, and brand support with a 95% first-proof approval rate."
Element 8 / Strategy LLC,[brand],- Crafted Strategy's brand identity from scratch — a visual system still in use 15 years later
Element 8 / Strategy LLC,[brand],"- Crafted Strategy's brand identity from scratch, which they still use 15 years later"
Element 8 / Strategy LLC,[brand],"- Crafted Strategy’s brand identity from scratch, which they still use 15 years later"
Element 8 / Strategy LLC,[ops][content],- Created and iterated on ad and social content based on engagement data and platform trends
Element 8 / Strategy LLC,[content][design],"- Created design assets for web, apparel, signage, and social media; conducted SEO research and Google Analytics analysis"
Element 8 / Strategy LLC,[design],"- Created presentation decks, social graphics, and web-ready files using Adobe Illustrator, InDesign, and Photoshop."
Element 8 / Strategy LLC,[design],"- Delivered high-quality designs with advanced print techniques (spot gloss, UV coatings), working with 3 unique vendors."
Element 8 / Strategy LLC,[brand][design],"- Designed apparel, signage, and print collateral using advanced techniques (spot gloss, UV coating) and Adobe Creative Suite."
Element 8 / Strategy LLC,[content][brand],"- Designed branded content for social platforms (Twitter, Facebook, YouTube), helping establish a consistent identity during channel setup."
Element 8 / Strategy LLC,[design][content],"- Designed campaign assets and presentation decks for early-stage clients across nonprofit, startup, and educational sectors."
Element 8 / Strategy LLC,[design],"- Designed client-facing materials across print, apparel, social, and presentations, ensuring high standards and consistency."
