cluster_id,cluster_size,next_action,Bullet Point,accuracy_score,believability_score,clarity_score,ats_value,manager_test,weaknesses,Role / Company_x,Tags_x,Role / Company_y,Tags_y
953,1,REWRITE,"- Managed signage, digital assets, and brand collateral from brief through delivery, including client discovery and presentation.",65.0,70.0,80.0,60.0,FAIL,"The bullet uses the word 'Managed', which is a weak, generic action verb that describes a task rather than an outcome or system. It lacks specific metrics or scale (e.g., volume of assets, size of client accounts, or impact of the collateral) and reads as a standard job description task list.",Element 8 / Strategy LLC,[content] [mgmt],Element 8 / Strategy LLC,[content] [mgmt]
954,1,REWRITE,- Mastered Google Ads and analytics platforms to deliver integrated campaign performance,40.0,50.0,60.0,50.0,FAIL,"The bullet uses the vague verb 'Mastered' which is unverifiable, lacks specific metrics or scale, and describes a task rather than a measurable outcome or system architecture.",Element 8 / Strategy LLC,[content] [ops],Element 8 / Strategy LLC,[content] [ops]
955,1,REWRITE,"- Oversaw editorial and visual content, ensuring brand cohesion across print, digital, apparel, and presentations.",50.0,60.0,70.0,40.0,FAIL,"The bullet uses the vague verb 'Oversaw' and lacks specific metrics or outcomes. It reads as a task description rather than a systems or impact statement, and the claim of 'ensuring brand cohesion' is generic and unverifiable.",Element 8 / Strategy LLC,[writing],Element 8 / Strategy LLC,[writing]
956,1,REWRITE,"- Partnered with leadership to implement SEO, monitoring engagement trends using Google Analytics and Google Ads.",50.0,60.0,70.0,60.0,FAIL,"The bullet uses the vague, passive-sounding verb 'Partnered with' which obscures the candidate's actual contribution. It describes a task rather than an outcome or system architecture, and the phrase 'implement SEO' is too generic to be verifiable or meaningful.",Element 8 / Strategy LLC,[ops],Element 8 / Strategy LLC,[ops]
957,3,REWRITE,- Personally recruited by the CEO of Element 8 to lead brand design at his next venture — a visual identity still in use 15 years later,85.0,75.0,90.0,60.0,FAIL,"The bullet contains a dash in the prose, which violates the formatting constraints. Additionally, the claim of being 'personally recruited by the CEO' is difficult to verify and leans toward narrative fluff rather than a systems-based outcome.",Element 8 / Strategy LLC,[content],Element 8 / Strategy LLC,[content]
958,1,REWRITE,- Presented concepts in client meetings and internal reviews with professionalism and responsiveness to feedback.,40.0,50.0,60.0,30.0,FAIL,"The bullet is generic, lacks specific outcomes or metrics, and describes a soft-skill expectation rather than a professional achievement. It fails to mention tools, scale, or the impact of the presentations.",Element 8 / Strategy LLC,[writing],Element 8 / Strategy LLC,[writing]
959,1,REWRITE,"- Presented creative concepts to clients and refined deliverables through collaboration, iteration, and style-guide precision.",55.0,65.0,70.0,40.0,FAIL,"The bullet is too generic and reads as a task description rather than an outcome-oriented statement. It lacks specific metrics, project scale, or tangible results, and uses vague terms like 'creative concepts' and 'collaboration' without context.",Element 8 / Strategy LLC,[content],Element 8 / Strategy LLC,[content]
960,1,REWRITE,"- Presented creative concepts to stakeholders, managing client relationships and refining deliverables in real time.",55.0,65.0,70.0,40.0,FAIL,"The bullet is generic and reads as a task description rather than an outcome-oriented statement. It lacks specific metrics, tools, or a defined scope of the projects involved, making it indistinguishable from any other marketing role.",Element 8 / Strategy LLC,[content],Element 8 / Strategy LLC,[content]
961,1,REWRITE,"- Supported integrated marketing through CMS updates, Google Ads, Google Analytics, and multimedia content development.",40.0,50.0,60.0,50.0,FAIL,"The bullet uses a weak, passive opening verb ('Supported'), describes tasks rather than outcomes, lacks specific metrics or scope, and reads as a generic list of duties rather than a professional achievement.",Element 8 / Strategy LLC,[ops],Element 8 / Strategy LLC,[ops]
962,1,REWRITE,- Presented deliverables and managed timelines; earned repeat business through reliability and goal alignment,40.0,50.0,60.0,30.0,FAIL,"The bullet uses vague, generic language ('managed timelines', 'reliability', 'goal alignment') that fails to describe a specific system or outcome. It lacks concrete metrics, tools, or context, making it impossible to verify the claim of 'repeat business' as a direct result of the actions described.",Element 8 / Strategy LLC,[mgmt],Element 8 / Strategy LLC,[mgmt]
963,2,REWRITE,"- Presented design rationale directly to stakeholders, owned on-site meetings, and refined deliverables in real time.",65.0,70.0,80.0,50.0,FAIL,"The bullet fails because it uses a dash in the prose, which is explicitly prohibited by the instructions. Additionally, it describes tasks rather than outcomes or systems, and lacks specific metrics or tools to verify the impact of the design rationale.",Element 8 / Strategy LLC,[generalist],Element 8 / Strategy LLC,[generalist]
964,1,REWRITE,"- Edited multimedia content with in-house video tools, enhancing digital campaigns and strengthening brand storytelling.",45.0,50.0,60.0,40.0,FAIL,"The bullet uses vague, generic language ('enhancing digital campaigns', 'strengthening brand storytelling') that lacks measurable outcomes or specific scope. It fails to name the tools used, relying on the filler phrase 'in-house video tools', and reads as a task description rather than an achievement.",Element 8 / Strategy LLC,[content],Element 8 / Strategy LLC,[content]
965,1,REWRITE,"- Presented work directly to clients, adjusting based on feedback and gaining trust as both a creative and a communicator.",40.0,50.0,60.0,30.0,FAIL,"The bullet is overly generic and lacks specific outcomes or metrics. It uses subjective claims ('gaining trust') that are unverifiable and relies on soft-skill fluff rather than demonstrating a specific system, infrastructure, or professional achievement.",Element 8 / Strategy LLC,[generalist],Element 8 / Strategy LLC,[generalist]
966,1,REWRITE,"- Produced campaign assets and client decks for early-stage nonprofit, startup, and education accounts.",50.0,65.0,70.0,40.0,FAIL,"The bullet reads as a task description rather than an outcome statement. It lacks specific metrics, scale, or tools, and uses generic language that fails to distinguish the candidate's impact from basic job requirements.",Element 8 / Strategy LLC,[content],Element 8 / Strategy LLC,[content]
967,1,REWRITE,- Produced high-quality designs in Adobe Creative Suite; supported integrated marketing through CMS and Google Ads.,40.0,50.0,60.0,50.0,FAIL,"The bullet uses the vague, subjective term 'high-quality' and the banned phrase 'supported'. It describes tasks rather than outcomes, lacks specific metrics or project scope, and fails to explain the impact of the design work on the marketing campaigns.",Element 8 / Strategy LLC,[ops],Element 8 / Strategy LLC,[ops]
968,1,KEEP,"- Produced multi-format asset kits (print, web, signage) aligned to vendor specs to avoid costly reprints",85.0,90.0,95.0,80.0,PASS,,Element 8 / Strategy LLC,[content],Element 8 / Strategy LLC,[content]
969,1,REWRITE,- Produced web content and promotional materials that strengthened brand visibility and supported client acquisition efforts,40.0,50.0,60.0,30.0,FAIL,"The bullet uses generic, non-quantifiable language ('strengthened brand visibility', 'supported client acquisition') that fails to describe specific systems or outcomes. It lacks tools, metrics, or scope, making it indistinguishable from a generic job description.",Element 8 / Strategy LLC,[generalist],Element 8 / Strategy LLC,[generalist]
970,1,REWRITE,"- Ran discovery, proposals, and stakeholder reviews, building foundation in consultative selling and account management",45.0,50.0,60.0,40.0,FAIL,"The bullet uses a weak, task-based opening verb ('Ran'), lacks specific metrics or outcomes, and describes a learning process ('building foundation') rather than a professional achievement. It is overly generic and fails to demonstrate the scale or impact of the work.",Element 8 / Strategy LLC,[ops],Element 8 / Strategy LLC,[ops]
971,1,REWRITE,- Recruited by CEO of Element 8 to lead brand development for his new venture — a visual system still in use 15 years later.,85.0,90.0,95.0,70.0,FAIL,"The bullet contains a dash in the prose, which violates the strict formatting rules provided.",Element 8 / Strategy LLC,[content],Element 8 / Strategy LLC,[content]
972,1,KEEP,"- Recruited by CEO to direct full rebrand, creating positioning, messaging, and visual identity systems still in use 10+ years later",85.0,80.0,95.0,80.0,PASS,,Element 8 / Strategy LLC,[content],Element 8 / Strategy LLC,[content]
973,1,KEEP,"- Recruited by CEO to lead visual identity development for new venture, visual systems still in use more than a decade later.",85.0,90.0,95.0,70.0,PASS,,Element 8 / Strategy LLC,[content],Element 8 / Strategy LLC,[content]
974,1,KEEP,"- Recruited by Element 8 CEO to lead brand development, creating visual identity systems and editorial guidelines still in use today.",85.0,90.0,95.0,80.0,PASS,,Element 8 / Strategy LLC,[writing],Element 8 / Strategy LLC,[writing]
975,1,REWRITE,"- Managed end-to-end content production from brief through delivery, applying editorial judgment to ensure brand consistency across digital assets, signage, and client materials.",65.0,70.0,85.0,60.0,FAIL,"The bullet uses the vague, task-oriented verb 'Managed' and lacks specific metrics or outcomes. It describes a process rather than a system or impact, making it generic enough to apply to almost any content role without evidence of scale or success.",Element 8 / Strategy LLC,[content] [mgmt] [writing],Element 8 / Strategy LLC,[content] [mgmt] [writing]
976,1,REWRITE,- Recruited by Element 8 CEO to lead branding and identity for new venture — visual systems still in use more than a decade later.,75.0,80.0,85.0,60.0,FAIL,"The bullet contains a dash in the prose, which violates the strict formatting rules provided.",Element 8 / Strategy LLC,[content],Element 8 / Strategy LLC,[content]
977,1,REWRITE,- Used Google Analytics and Google Ads to inform content direction and optimize campaign engagement.,50.0,65.0,70.0,60.0,FAIL,"The bullet is too generic and reads as a task description rather than an outcome statement. It fails to specify the scale of the campaigns, the nature of the content direction, or the actual impact (e.g., percentage increase in engagement or ROI). It lacks a strong, specific action verb that demonstrates system-level thinking.",Element 8 / Strategy LLC,[ops],Element 8 / Strategy LLC,[ops]
978,1,KEEP,- Spearheaded brand-system development for a new venture; identity remains in use a decade later.,85.0,90.0,95.0,70.0,PASS,,Element 8 / Strategy LLC,[generalist],Element 8 / Strategy LLC,[generalist]
979,1,REWRITE,"- Supported campaign execution through CMS updates, ad placement, and analytics tracking to ensure timely and consistent messaging.",40.0,50.0,60.0,40.0,FAIL,"The bullet uses the weak, passive verb 'Supported' which is functionally similar to the banned 'assisted with'. It describes a list of tasks rather than an outcome or system architecture. It lacks specific metrics, scale, or tools, making it generic and unverifiable.",Element 8 / Strategy LLC,[ops],Element 8 / Strategy LLC,[ops]
980,1,REWRITE,- Supported content design aligned to startup positioning and early-stage brand growth,40.0,50.0,50.0,30.0,FAIL,"The bullet uses the banned phrase 'Supported', lacks any specific metrics or tools, and describes a vague task rather than a concrete outcome or system. It is overly generic and fails to explain the actual impact on brand growth.",Element 8 / Strategy LLC,[generalist],Element 8 / Strategy LLC,[generalist]
981,1,REWRITE,"- Supported website content updates and digital campaigns, contributing to smoother launches.",30.0,40.0,50.0,20.0,FAIL,"The bullet uses the weak, passive verb 'Supported' and contains vague, non-quantifiable claims like 'smoother launches.' It lacks specific tools, metrics, or a clear description of the system or infrastructure managed.",Element 8 / Strategy LLC,[content],Element 8 / Strategy LLC,[content]
982,1,REWRITE,- Tracked and provided client reports on campaign performance and optimization using Google Analytics and Google Ads.,50.0,60.0,70.0,60.0,FAIL,"The bullet describes a task rather than an outcome or system. It uses a weak, passive verb ('Tracked') and lacks specific metrics or evidence of impact, making it generic and indistinguishable from a basic job description.",Element 8 / Strategy LLC,[ops],Element 8 / Strategy LLC,[ops]
983,1,REWRITE,- Tracked campaign performance using Google Analytics/Google Ads; provided insight to optimize based on engagement metrics,65.0,70.0,75.0,70.0,FAIL,"The bullet reads as a task description rather than an outcome statement. It lacks specific metrics or the actual impact of the optimizations performed, making it generic and indistinguishable from any entry-level marketing role.",Element 8 / Strategy LLC,[ops],Element 8 / Strategy LLC,[ops]
984,1,REWRITE,- Tracked performance using Google Analytics and Google Ads with creative asset design and basic performance reporting.,50.0,60.0,60.0,50.0,FAIL,"The bullet reads as a task description rather than an outcome statement. It lacks a specific result or impact, uses the weak verb 'Tracked', and includes a vague reference to 'basic performance reporting' which fails to demonstrate professional depth.",Element 8 / Strategy LLC,[ops],Element 8 / Strategy LLC,[ops]
985,1,REWRITE,"- Tracked performance using Google Analytics and Google Ads with creative asset design, content performance tracking, and client-ready insights.",55.0,60.0,65.0,60.0,FAIL,"The bullet uses a weak, task-oriented opening verb ('Tracked'), lacks a specific outcome or system-level impact, and reads as a generic list of duties rather than a professional achievement.",Element 8 / Strategy LLC,[ops],Element 8 / Strategy LLC,[ops]
986,1,REWRITE,- Used Google Analytics and Google Ads to inform content strategy and optimize engagement trends across campaigns.,65.0,70.0,75.0,70.0,FAIL,"The bullet uses a weak, generic opening verb ('Used') and describes a task rather than a specific outcome or system architecture. It lacks a measurable result or specific scale of the campaigns managed.",Element 8 / Strategy LLC,[content] [ops],Element 8 / Strategy LLC,[content] [ops]
987,1,REWRITE,"- Wrote signage, apparel, and promotional copy that boosted brand visibility and customer engagement.",40.0,50.0,70.0,40.0,FAIL,"The bullet uses vague, unverifiable claims ('boosted brand visibility and customer engagement') without providing specific metrics or context. It reads as a task description rather than an outcome-focused achievement and lacks specific tools or methodologies.",Element 8 / Strategy LLC,[content] [writing],Element 8 / Strategy LLC,[content] [writing]
988,1,REWRITE,"- Adapted writing style to suit various formats such as billboards, brochures, landing pages, and radio scripts",65.0,70.0,85.0,60.0,FAIL,"The bullet describes a task rather than an outcome or system. It lacks specific metrics or evidence of impact, and the phrasing 'Adapted writing style' is generic and could apply to any copywriter.",VML,[writing],VML,[writing]
989,1,REWRITE,- Submitted winning concepts for both KC Ad Club and Hill’s Pet Nutrition campaigns and assisted in their development,50.0,55.0,60.0,40.0,FAIL,"The bullet uses the banned phrase 'assisted in', contains a trailing period, and lacks specific metrics or context regarding the scale of the campaigns or the nature of the 'winning concepts'.",VML,[writing],VML,[writing]
990,1,REWRITE,"- Expanded internship into a freelance role, contributing to long-term creative projects",40.0,50.0,60.0,30.0,FAIL,The bullet is too generic and lacks specific outcomes or metrics. It describes a career progression rather than a systems or outcome-based achievement. It fails to explain what 'long-term creative projects' entails or what value was delivered.,VML,[generalist],VML,[generalist]
991,3,REWRITE,"- Completed a concept-intensive, strategy-first portfolio program focusing on campaign ideation, copywriting, and art direction.",50.0,60.0,70.0,40.0,FAIL,"The bullet uses vague, buzzword-heavy language ('concept-intensive', 'strategy-first') and describes a training program rather than professional work output. It fails to demonstrate a system or measurable outcome, reading more like a course description than a professional achievement.",Bernstein Rein,[writing],Bernstein Rein,[writing]
992,1,REWRITE,"- Mentored by Executive Creative Director, developing foundation for compelling sales narrative creation.",40.0,50.0,60.0,30.0,FAIL,"The bullet uses passive phrasing ('Mentored by'), lacks a measurable outcome, and describes a learning experience rather than a professional contribution or system-level impact. It fails to demonstrate what the candidate actually produced or how they applied the mentorship to drive business results.",VML,[mgmt],VML,[mgmt]
993,1,KEEP,- Authored 200+ page digital strategy report for Carlson Hotels and technical nurture email campaign for SAP.,85.0,90.0,95.0,80.0,PASS,,VML,[email] [writing],VML,[email] [writing]
994,1,REWRITE,"- Presented content strategy to executive leadership, earning recognition for analytical depth and strategic thinking.",40.0,50.0,70.0,30.0,FAIL,"The bullet is generic and lacks verifiable outcomes. 'Earning recognition' is subjective and unverifiable, and the bullet fails to describe the actual content strategy, the scale of the presentation, or the business impact of the strategy.",VML,[content],VML,[content]
995,1,KEEP,- Authored 200+ page digital strategy report for Carlson Hotels on conversion optimization and messaging strategy,85.0,90.0,95.0,80.0,PASS,,VML,[writing],VML,[writing]
996,1,KEEP,"- Authored 6-email lifecycle journeys for SAP, demonstrating expertise in complex technical messaging and customer communications.",85.0,90.0,95.0,80.0,PASS,,VML,[writing],VML,[writing]
997,1,KEEP,"- Produced 200+ page digital strategy report for Carlson Hotels, shaping website optimization and cross-channel messaging operations.",85.0,90.0,95.0,80.0,PASS,,VML,[content] [writing],VML,[content] [writing]
998,2,REWRITE,"- Presented creative concepts to executive leadership, earning recognition for strategic thinking and execution quality.",40.0,50.0,70.0,30.0,FAIL,"The bullet is vague and lacks verifiable outcomes. 'Earning recognition' is a subjective claim that cannot be measured or verified. It fails to specify the nature of the creative concepts, the industry, or the impact of the presentation on the business.",VML,[content],VML,[content]
999,1,KEEP,"- Authored 6-email nurture sequence for SAP, demonstrating lifecycle communication and technical messaging skills",85.0,90.0,95.0,80.0,PASS,,VML,[email] [writing],VML,[email] [writing]
1000,1,KEEP,- Authored a 200+ page conversion optimization report for Carlson Hotels that influenced their global campaign roadmap.,85.0,80.0,95.0,85.0,PASS,,VML,[writing],VML,[writing]
1001,1,REWRITE,- Authored a 200+ page conversion report for Carlson Hotels; created a deck that received direct praise from VML's CEO.,75.0,70.0,90.0,65.0,FAIL,"The bullet ends with a period, which violates the formatting constraint. Additionally, the claim regarding 'direct praise from VML's CEO' is difficult to verify and borders on anecdotal fluff rather than a professional outcome.",VML,[writing],VML,[writing]
1002,3,KEEP,"- Authored a 200+ page digital strategy report for Carlson Hotels, shaping web conversion and cross-channel messaging.",85.0,90.0,95.0,80.0,PASS,,VML,[content] [writing],VML,[content] [writing]
1003,2,KEEP,- Authored a 200+-page digital strategy report for Carlson Hotels that informed site conversion and content planning,85.0,90.0,95.0,80.0,PASS,,VML,[content] [writing],VML,[content] [writing]
1004,1,KEEP,"- Authored a 200+-page strategy report for Carlson Hotels, synthesizing competitive analysis, audience segmentation, and channel recommendations used in planning",85.0,90.0,95.0,80.0,PASS,,VML,[content] [ops] [writing],VML,[content] [ops] [writing]
1005,1,REWRITE,"- Authored a six-email nurture campaign for SAP, demonstrating capability in targeted email marketing and lifecycle communication.",75.0,85.0,90.0,80.0,FAIL,"The bullet reads as a task description rather than an outcome statement. It focuses on the act of authoring rather than the impact of the campaign (e.g., open rates, conversion, or lead generation). Additionally, it uses the phrase 'demonstrating capability in,' which is filler language that adds no value.",VML,[email] [writing],VML,[email] [writing]
1006,1,REWRITE,"- Developed a comprehensive digital strategy report for Carlson Hotels, providing insights for conversion and cross-channel messaging.",55.0,60.0,70.0,50.0,FAIL,"The bullet is generic and reads as a task description rather than an outcome statement. It lacks specific metrics or evidence of the strategy's impact, and 'comprehensive' is an adjective that adds no verifiable value.",VML,[content] [writing],VML,[content] [writing]
1007,1,REWRITE,"- Designed and presented a strategic pitch deck to executive leadership, receiving commendation for quality content.",50.0,55.0,80.0,40.0,FAIL,"The bullet is generic and lacks specific context regarding the subject matter of the pitch or the business impact. 'Receiving commendation' is a subjective, unverifiable claim that reads as filler rather than a measurable outcome.",VML,[content],VML,[content]
1008,1,REWRITE,"- Co-authored a 200+ page digital strategy report for Carlson Hotels, helping inform website structure and cross-channel content.",75.0,80.0,85.0,70.0,FAIL,"The bullet uses the banned phrase 'helping inform', which describes a task/contribution rather than a direct outcome or system architecture. It also lacks a specific measurable impact resulting from the report.",VML,[content] [writing],VML,[content] [writing]
1009,1,REWRITE,"- Collaborated with art directors and strategists to convert complex briefs into simple, on-brand headlines and CTAs",65.0,70.0,85.0,60.0,FAIL,"The bullet uses 'Collaborated with', which is a weak, task-oriented opening that fails to demonstrate individual ownership or specific outcomes. It lacks metrics or specific project examples, making it generic enough to apply to any copywriter role.",VML,[generalist],VML,[generalist]
1010,2,REWRITE,- Collaborated with creative directors and account teams to shape messaging aligned with business goals.,40.0,50.0,60.0,30.0,FAIL,"The bullet uses generic language ('shape messaging', 'aligned with business goals') that fails to describe a specific outcome or system. It lacks metrics, tools, or a clear definition of the candidate's unique contribution, making it indistinguishable from a standard job description task.",VML,[generalist],VML,[generalist]
1011,2,REWRITE,- Secured ongoing freelance work based on strong concept delivery and cross-channel execution.,40.0,50.0,60.0,30.0,FAIL,"The bullet is overly generic and lacks specific metrics, tools, or concrete outcomes. It uses vague language ('strong concept delivery') that is unverifiable and fails to describe a system or infrastructure, reading instead like a subjective self-assessment.",VML,[content],VML,[content]
1012,2,REWRITE,"- Built an early foundation in brand storytelling, campaign ideation, and client-facing presentation work.",40.0,50.0,60.0,30.0,FAIL,"The bullet uses vague, task-oriented language ('Built an early foundation') rather than describing a specific outcome or system. It lacks metrics, specific tools, or a clear scope of work, making it sound like a generic job description rather than a professional achievement.",VML,[content] [writing],VML,[content] [writing]
1013,1,REWRITE,- Collaborated with creatives on cross-platform pitches; created a Carlson Hotels deck that received direct praise from VML's CEO.,75.0,70.0,85.0,60.0,FAIL,"The bullet uses the phrase 'Collaborated with' which is a weak, passive opening that borders on the 'helped with' category. Additionally, the claim regarding the CEO's praise is anecdotal and difficult to verify, making it feel like a resume-padding superlative rather than a measurable professional outcome.",VML,[ops],VML,[ops]
1014,1,REWRITE,"- Collaborated with cross-functional teams under strict deadlines, enhancing project outcomes through precise message development.",30.0,40.0,50.0,20.0,FAIL,"The bullet uses generic corporate filler ('Collaborated with cross-functional teams', 'enhancing project outcomes') that lacks specific evidence, tools, or measurable results. It fails to explain what the 'message development' actually entailed or the scale of the projects.",VML,[generalist],VML,[generalist]
1015,1,REWRITE,"- Authored a six-email nurture campaign for SAP, demonstrating versatile lifecycle communication skills relevant to email marketing.",65.0,70.0,80.0,75.0,FAIL,The bullet uses generic filler language ('demonstrating versatile lifecycle communication skills') which adds no value and reads like a resume summary rather than an outcome. It also fails to mention the impact or performance metrics of the campaign.,VML,[email] [writing],VML,[email] [writing]
1016,1,KEEP,"- Developed a comprehensive 200+ page digital strategy report for Carlson Hotels using Adobe InDesign, shaping multi-channel messaging and conversion strategies.",85.0,90.0,95.0,80.0,PASS,,VML,[content] [writing],VML,[content] [writing]
1017,1,REWRITE,"- Collaborated with designers and strategists on campaign concepting, execution, and creative presentation",40.0,50.0,60.0,30.0,FAIL,"The bullet uses generic, passive language ('Collaborated with') that describes a task rather than an outcome. It lacks specific metrics, tools, or a clear definition of the scope of the campaigns, making it impossible to verify the candidate's actual contribution.",VML,[writing],VML,[writing]
1018,1,REWRITE,"- Collaborated with senior content strategists and product teams on cross-platform storytelling, contributing to content review processes for major campaign pitches across diverse industries.",45.0,50.0,60.0,40.0,FAIL,"The bullet uses vague, passive language ('collaborated with', 'contributing to') which describes a task rather than an outcome. It lacks specific metrics, tools, or tangible results, making it generic and unverifiable.",VML,[ops],VML,[ops]
1019,1,REWRITE,"- Collaborated with senior creatives, strategists, and account leads in a fast-paced agency environment.",30.0,40.0,60.0,20.0,FAIL,"The bullet is generic, lacks any measurable outcome or specific system, and uses the filler phrase 'fast-paced agency environment' which is a cliché. It describes a task/environment rather than an achievement or specific contribution.",VML,[generalist],VML,[generalist]
1020,1,KEEP,"- Compiled and published 200+ page customer journey and conversion strategy report for Carlson Hotels, mapping touchpoints and identifying optimization opportunities across digital channels",85.0,90.0,95.0,80.0,PASS,,VML,[writing],VML,[writing]
1021,1,REWRITE,"- Contributed to a 200+ page strategic report for Carlson Hotels, supporting conversion strategy and customer journey mapping.",65.0,70.0,80.0,75.0,FAIL,"The bullet uses the weak, passive verb 'Contributed to' which fails to define the candidate's specific ownership or impact. It reads as a task description rather than an outcome-oriented statement.",VML,[writing],VML,[writing]
1022,1,REWRITE,- Contributed to a 200+ page strategic research report for Carlson Hotels — praised by VML's CEO for clarity and design thinking.,75.0,70.0,85.0,60.0,FAIL,"The bullet uses the banned phrase 'Contributed to' and includes a dash in the prose, which violates the formatting constraints.",VML,[writing],VML,[writing]
1023,1,REWRITE,- Contributed to a 200-page strategy report for Carlson Hotels; recognized for clarity and design thinking.,50.0,55.0,70.0,40.0,FAIL,"The bullet uses the banned phrase 'Contributed to', which describes a task rather than an outcome. It relies on subjective praise ('recognized for clarity') which is unverifiable and lacks a clear impact metric or specific system-level contribution.",VML,[writing],VML,[writing]
1024,1,REWRITE,"- Contributed to brand experience design and campaign strategy, collaborating across teams with resilience and creativity.",30.0,40.0,50.0,20.0,FAIL,"The bullet uses vague, non-actionable language ('contributed to', 'collaborating across teams') and relies on subjective filler words ('resilience', 'creativity') rather than describing a specific system, infrastructure, or measurable outcome.",VML,[content],VML,[content]
1025,1,REWRITE,"- Contributed to campaigns for major brands during a top national agency internship, enhancing brand visibility and engagement.",40.0,50.0,60.0,30.0,FAIL,"The bullet uses the banned phrase 'Contributed to', lacks specific metrics or tools, and uses generic, unverifiable claims like 'enhancing brand visibility' without defining the scope or outcome.",VML,[generalist],VML,[generalist]
1026,1,REWRITE,- Contributed to enterprise B2B initiatives; drafted nurture email flows for SAP aligned to buying-stage progression,65.0,70.0,75.0,70.0,FAIL,"The bullet opens with 'Contributed to', which is a weak, passive phrase similar to 'helped with' or 'assisted with'. It lacks a specific outcome or metric to validate the effectiveness of the nurture flows.",VML,[email] [writing],VML,[email] [writing]
1027,1,REWRITE,"- Contributed to internal brainstorming and pitch work, earning praise from creative leadership for thoughtfulness and polish.",30.0,40.0,60.0,20.0,FAIL,"The bullet uses vague, subjective language ('thoughtfulness and polish') that cannot be verified. It describes a task ('brainstorming') rather than an outcome or system. It lacks specific tools, metrics, or concrete deliverables, making it generic and non-impactful.",VML,[generalist],VML,[generalist]
1028,1,REWRITE,- Contributed to omnichannel campaigns that strengthened brand voice consistency across digital and print deliverables.,40.0,50.0,60.0,40.0,FAIL,"The bullet uses the vague, passive verb 'Contributed to' which fails to define the candidate's specific role or impact. It lacks metrics, specific tools, or a clear outcome, relying on corporate buzzwords like 'omnichannel' and 'brand voice consistency' without evidence.",VML,[content],VML,[content]
1029,1,REWRITE,"- Created B2B nurture emails for SAP, translating technical content into clear, accessible language.",75.0,85.0,90.0,70.0,PASS,"The bullet is slightly task-oriented rather than outcome-oriented; it describes the action of writing but lacks a specific metric regarding the impact of the nurture emails (e.g., open rates, conversion, or lead generation).",VML,[email],VML,[email]
1030,1,REWRITE,- Created a pitch deck for Carlson Hotels that received direct praise from the CEO of VML.,75.0,80.0,90.0,60.0,FAIL,"The bullet describes a task (creating a deck) rather than a systems or outcome-based achievement. While the praise is a specific detail, the bullet lacks context regarding the strategic impact of the pitch or the scale of the project.",VML,[content],VML,[content]
1031,2,KEEP,- Designed and presented a pitch deck for Carlson Hotels that received direct praise from VML's CEO for branding and design.,85.0,90.0,95.0,70.0,PASS,,VML,[content],VML,[content]
1032,1,REWRITE,"- Created and presented a Keynote pitch deck praised by VML's CEO for clarity, structure, and storytelling.",65.0,60.0,90.0,40.0,FAIL,The bullet relies on an unverifiable subjective claim (praise from a CEO) rather than a measurable business outcome. It describes a task (creating a deck) rather than a strategic contribution or system improvement.,VML,[content],VML,[content]
1033,1,REWRITE,"- Created digital, email, and social copy across diverse brands with fast-paced, high-volume creative production.",45.0,50.0,60.0,40.0,FAIL,"The bullet uses generic, filler-heavy language ('fast-paced', 'high-volume') that lacks verifiable metrics or specific outcomes. It reads as a task description rather than a systems or impact statement, and fails to specify the scale or the brands involved.",VML,[generalist],VML,[generalist]
1034,1,KEEP,"- Designed a 200+ page insights and strategy report in InDesign for Carlson Hotels, focused on increasing website conversions.",85.0,90.0,95.0,80.0,PASS,,VML,[writing],VML,[writing]
1035,1,REWRITE,"- Designed a pitch deck praised by the CEO for strategic clarity, tone alignment, and creative execution.",50.0,55.0,80.0,30.0,FAIL,"The bullet relies on subjective praise from a CEO rather than objective outcomes or metrics. It lacks technical context, tools used, or the business impact of the pitch deck, making it a generic claim that is difficult to verify.",VML,[content],VML,[content]
1036,1,REWRITE,"- Designed and presented a branded pitch deck that earned direct praise from VML’s CEO, demonstrating ability to bridge strategic thinking and creative execution in high-stakes agency environment",75.0,70.0,85.0,60.0,FAIL,"The bullet contains a dash in the prose ('VML’s CEO, demonstrating...'), which violates the formatting rules. Additionally, the phrase 'demonstrating ability to bridge strategic thinking and creative execution' is subjective filler that adds no verifiable value.",VML,[content],VML,[content]
1037,1,REWRITE,"- Designed and presented a pitch deck in Keynote to VML’s CEO and executive creative director, receiving praise for execution quality.",75.0,80.0,90.0,60.0,FAIL,"The bullet ends with a period, which violates the formatting constraints. Additionally, 'receiving praise' is a subjective, unverifiable outcome that does not demonstrate professional impact or business value.",VML,[content],VML,[content]
1038,1,REWRITE,"- Designed and presented a pitch deck that earned direct praise from VML's CEO for its clarity, concept, and creative execution.",75.0,70.0,90.0,60.0,FAIL,"The bullet ends with a period, which violates the formatting constraints. Additionally, the claim relies on subjective praise rather than a measurable business outcome or specific project impact.",VML,[content],VML,[content]
1039,2,REWRITE,"- Designed and presented a pitch deck to VML’s CEO and executive creative director, earning praise for quality and execution.",65.0,70.0,90.0,50.0,FAIL,The bullet relies on subjective praise ('earning praise') rather than a tangible business outcome or project result. It describes a task (designing a deck) rather than a strategic contribution or system improvement.,VML,[content],VML,[content]
