Role / Company,Tags,Bullet Point,accuracy_score,believability_score,clarity_score,ats_value,manager_test,weaknesses
Treering Yearbooks,[brand][mgmt],"- Managed email calendar and segmentation for year-long lifecycle campaigns, ensuring a consistent brand voice and timely delivery.",60.0,70.0,75.0,65.0,FAIL,The bullet uses the banned phrase 'Managed' and reads as a task description rather than an outcome-oriented statement; it lacks specific metrics or tools to verify the impact of the lifecycle campaigns.
Treering Yearbooks,[brand][mgmt],"- Managed email calendar and segmentation strategy for year-long lifecycle campaigns, ensuring consistent brand voice and timing.",60.0,70.0,75.0,65.0,FAIL,"The bullet uses the banned phrase 'Managed', lacks specific metrics or tool mentions, and reads as a generic task description rather than a high-impact outcome statement."
Treering Yearbooks,[mgmt],"- Managed lifecycle outreach in Outreach.io to align with sales strategy, improve conversion, and support campaign execution.",50.0,60.0,60.0,65.0,FAIL,"The bullet uses the banned phrase 'Managed' (which functions similarly to 'responsible for' in this context), lacks a specific outcome or metric, and reads as a generic task description rather than a high-impact achievement."
Treering Yearbooks,[mgmt],"- Managed multi-channel project delivery, collaborating with clients and printers to meet tight deadlines with precision and care.",40.0,50.0,60.0,30.0,FAIL,"The bullet uses the banned phrase 'Managed', lacks specific metrics or tools, and relies on vague, subjective descriptors like 'precision and care' which are not verifiable."
Treering Yearbooks,[mgmt],- Managed project trackers (Airtable/Trello) and timelines to keep programs on time and on target.,60.0,70.0,75.0,65.0,FAIL,The bullet uses the banned phrase 'Managed' and describes a generic task rather than a specific outcome or system architecture.
Treering Yearbooks,[mgmt][ops],"- Managed remote SDR team of 4–6; delivered hands-on training in Outreach workflows, Salesforce best practices, and advanced automation; reduced new hire ramp time by 30%",85.0,90.0,95.0,90.0,PASS,None
Treering Yearbooks,[mgmt][enablement],"- Managed remote team of 4–6 while overseeing a portfolio of 2,000+ accounts; led coaching, performance reviews, and skills training.",75.0,80.0,85.0,70.0,FAIL,"The bullet uses a dash in prose (4–6) which violates the formatting rules, and it relies on generic management tasks (coaching, performance reviews) rather than a specific system or outcome."
Treering Yearbooks,[mgmt],- Managed workflows across departments while maintaining responsive collaboration with product teams on user-facing updates.,40.0,50.0,50.0,30.0,FAIL,"The bullet uses generic, vague language ('managed workflows', 'responsive collaboration') that lacks specific metrics, tools, or tangible outcomes, making it impossible to verify or distinguish from any other role."
Treering Yearbooks,[content],"- Mapped buyer-committee profiles (stakeholders, systems, intent signals) to tailor programs and lift conversion.",85.0,90.0,85.0,80.0,PASS,"The bullet lacks a specific metric or outcome to quantify the 'lift' in conversion, making the impact feel theoretical rather than proven."
Treering Yearbooks,[generalist],- Mapped reference personas across the K–12 buying unit and maintained a living “reference map” by geography; used proximity proof (“nearby schools using Treering”) to boost credibility and accelerate first calls,90.0,95.0,90.0,85.0,PASS,None
Treering Yearbooks,[mgmt][design],- Mentored 4–6 direct reports and led monthly messaging workshops with custom slide decks across the sales team.,85.0,90.0,95.0,70.0,PASS,None
Treering Yearbooks,[mgmt],"- Mentored 4–6 direct reports and led weekly 1:1s and monthly workshops on messaging, systems, and strategy.",85.0,90.0,95.0,70.0,PASS,None
Treering Yearbooks,[mgmt][enablement],"- Mentored a 4–6 person SDR team, boosting qualified pipeline by 20% and coaching toward smarter messaging and higher close rates.",70.0,75.0,80.0,70.0,FAIL,"The bullet uses a dash in prose (4–6) which violates the formatting rules, and the phrase 'coaching toward smarter messaging' is vague and lacks a specific methodology or tool reference."
Treering Yearbooks,[mgmt],"- Mentored a remote team of 4–6 SDRs, providing campaign strategy support and daily ops troubleshooting.",70.0,80.0,85.0,60.0,FAIL,"The bullet uses a dash in prose (4–6) which violates the formatting rules, and it relies on the vague phrase 'campaign strategy support' which reads as a task description rather than a specific outcome or system-level achievement."
Treering Yearbooks,[mgmt],"- Mentored a team of 4–6 remote SDRs; built training (workflow, objection handling, best practices) adopted by 20+ employees",85.0,90.0,95.0,80.0,PASS,None
Treering Yearbooks,[mgmt][enablement],"- Mentored and trained 4–6 remote team members on complex systems and best practices through weekly 1:1s, monthly workshops, and hands-on coaching.",85.0,90.0,95.0,70.0,PASS,The bullet is slightly generic and focuses on a soft-skill activity (mentoring) rather than a specific business outcome or system improvement.
Treering Yearbooks,[generalist],"- Monitored the competitive landscape to identify messaging gaps and strategic opportunities, informing product positioning and battlecard development.",75.0,80.0,85.0,70.0,PASS,The bullet is slightly generic and lacks a specific metric or tool mention to ground the impact of the battlecards or the competitive research.
Treering Yearbooks,[generalist],"- Navigated complex, multi-stakeholder deals spanning 9+ months, managing competing priorities, objections, and district-specific procurement needs.",75.0,80.0,85.0,70.0,PASS,The bullet is slightly generic and lacks a specific outcome or tool mention to ground the 'complex' nature of the deals.
Treering Yearbooks,[generalist],"- Navigated multi-stakeholder deals spanning 9+ months, managing competing priorities, objections, and district-specific needs.",75.0,80.0,85.0,70.0,PASS,"The bullet lacks a specific outcome or metric to ground the 'multi-stakeholder' claim, making it feel slightly generic despite the mention of deal duration."
Treering Yearbooks,[generalist],"- Navigated multi-stakeholder sales cycles spanning 9+ months, managing objections, timelines, and decision-making complexity.",75.0,80.0,85.0,70.0,PASS,The bullet is slightly generic and lacks a specific outcome or tool mention to ground the experience in a tangible result.
Treering Yearbooks,[ops][mgmt],"- Operationalized the lead management process by building the lead routing rules and lifecycle stage definitions in Salesforce, resulting in a 95% forecast accuracy and a 15% improvement in MQL-to-SQL conversion.",95.0,90.0,95.0,90.0,PASS,None
Treering Yearbooks,[ops],"- Optimized CRM workflows and engagement software, reducing data entry time and increasing outreach efficiency.",50.0,60.0,60.0,50.0,FAIL,"The bullet is generic, lacks specific metrics or tool names, and fails to provide a concrete outcome, making it indistinguishable from any other resume."
Treering Yearbooks,[email],"- Optimized Outreach.io campaigns through advanced segmentation and list building, significantly enhancing response rates.",60.0,65.0,70.0,75.0,FAIL,"The bullet uses vague, unverifiable superlatives like 'significantly enhancing' without providing a specific metric, and it reads as a task description rather than a clear outcome statement."
Treering Yearbooks,[email],- Optimized Outreach.io campaigns with advanced segmentation logic and strategic testing to enhance response rates.,75.0,80.0,85.0,80.0,PASS,The bullet lacks a specific metric or outcome; 'enhance response rates' is vague and does not provide evidence of the scale or success of the optimization.
Treering Yearbooks,[email][brand],"- Optimized automated email sequences to support consistent brand messaging and enhance lifecycle campaigns, achieving up to 83% open rates and 43% reply rates while directing team monitoring through detailed metrics analysis.",65.0,60.0,70.0,75.0,FAIL,"The bullet fails because it uses the vague, filler-heavy phrase 'enhance lifecycle campaigns' and lacks necessary context for the high metrics (83% open rate, 43% reply rate), which appear inflated without audience size or segment details. It also reads as a task description rather than a clear systems-level outcome."
Treering Yearbooks,[email][writing],"- Optimized automated email sequences utilizing strategic copywriting and dynamic content personalization, achieving up to 83% open rates and 43% reply rates across a $20M portfolio of 2,900+ B2B accounts.",75.0,70.0,90.0,85.0,PASS,"The metrics (83% open rate, 43% reply rate) are exceptionally high for B2B email, which may trigger skepticism from hiring managers despite the context provided."
Treering Yearbooks,[brand],- Orchestrated email calendar and segmentation strategy to ensure brand consistency across year-long lifecycle campaigns.,70.0,75.0,80.0,70.0,FAIL,"The bullet fails because it ends with a period, which is explicitly prohibited by the manager test rules."
Treering Yearbooks,[email][ops],"- Orchestrated full platform migration (PersistIQ → Outreach.io), configuring integrations, workflows, and training 20+ users on automation",95.0,95.0,95.0,90.0,PASS,None
Treering Yearbooks,[ops],"- Orchestrated messaging campaigns using behavioral triggers and segmentation logic, generating $1.5M+ in pipeline opportunities.",90.0,85.0,95.0,90.0,PASS,None
Treering Yearbooks,[design],"- Orchestrated multi-channel outreach to educators/districts/parents; produced conference/webinar decks that improved clarity, storytelling, and conversion across the buyer’s journey.",65.0,70.0,60.0,65.0,FAIL,"The bullet uses a dash in prose, which is prohibited, and relies on vague, subjective claims like 'improved clarity' and 'storytelling' without providing a specific metric or outcome to verify the impact on conversion."
Treering Yearbooks,[ops][design],"- Overhauled CRM, surfacing $3M+ in pipeline value; designed reports, dashboards, and workflows to improve decision-making.",85.0,80.0,90.0,85.0,PASS,None
Treering Yearbooks,[generalist],"- Oversaw $20M portfolio achieving 2.98% engagement rate, nearly triple the 1% industry standard for subscription communications. Cross-Functional Leadership & Process Optimization:",75.0,70.0,70.0,65.0,FAIL,"The bullet contains a dash in prose, ends with a colon, and includes a header-like phrase at the end which violates the formatting rules."
Treering Yearbooks,[generalist],"- Oversaw a $20M portfolio of 2,900+ client accounts, surpassing first-year quota by 17% and sourcing $1M+ in new revenue.",90.0,85.0,95.0,80.0,PASS,None
Treering Yearbooks,[ops],"- Oversaw a $20M sales territory of 2,932 accounts and achieved a 2.98% engagement rate, nearly tripling the industry standard.",75.0,70.0,90.0,85.0,FAIL,"The bullet uses the banned phrase 'Oversaw' (often synonymous with 'responsible for' in a task-based context) and includes a dash in the prose, which violates the formatting rules."
Treering Yearbooks,[email][mgmt],"- Oversaw team wide campaigns consistently outperforming industry benchmarks, achieving average open rates of over 45%.",40.0,50.0,60.0,50.0,FAIL,"The bullet uses the banned phrase 'Oversaw', relies on vague superlatives like 'consistently outperforming', and lacks specific context (tools, audience size, or time frame) to make the 45% open rate verifiable."
Treering Yearbooks,[email],"- Owned QA, testing, and campaign documentation — developed checklists, templates, and reporting processes to ensure flawless campaign launches.",75.0,80.0,85.0,70.0,FAIL,"The bullet contains a dash in the prose, which violates the strict formatting rules provided."
Treering Yearbooks,[email],"- Owned a portfolio of 2,000+ accounts, leading prospect research, segmentation, email strategy, and cadence optimization",85.0,90.0,95.0,80.0,PASS,None
Treering Yearbooks,[email],"- Owned a portfolio of 2,000+ accounts, leading segmentation, prospect research, email strategy, and cadence optimization",85.0,90.0,95.0,85.0,PASS,None
Treering Yearbooks,[ops],"- Owned end-to-end email lifecycle flows — from welcome series and onboarding to retention and re-engagement — using variable logic, A/B testing, and CRM data to optimize conversion and engagement",85.0,90.0,80.0,85.0,FAIL,"The bullet contains a dash in prose, which violates the strict formatting rules provided."
Treering Yearbooks,[email],- Owned strategy and execution of full-funnel lifecycle campaigns from audience segmentation to testing and optimization.,60.0,65.0,70.0,60.0,FAIL,"The bullet is generic, lacks specific metrics or tools, and reads as a task description rather than a high-impact outcome statement."
Treering Yearbooks,[generalist],"- Packaged evaluation kits with Looms, ROI baselines, and exit criteria to shorten time-to-pilot and raise conversion to paid; used a simple discovery checklist (pain, roles, success metric, next step) to keep conversations focused",85.0,90.0,85.0,80.0,PASS,None
Treering Yearbooks,[content][mgmt],- Partnered across teams to develop messaging frameworks and cross-channel campaign assets.,40.0,50.0,50.0,40.0,FAIL,"The bullet uses the banned phrase 'Partnered across teams' and is overly generic, failing to specify the actual outcome, the scale of the campaigns, or the specific tools used."
Treering Yearbooks,[ops],"- Partnered cross-functionally with Marketing, Product, and Support to translate performance data into campaign strategy refinements.",60.0,70.0,75.0,65.0,FAIL,"The bullet uses the banned phrase 'Partnered' (often synonymous with 'worked on' or 'helped with' in this context) and is too generic; it describes a standard job function rather than a specific system, infrastructure, or unique outcome."
Treering Yearbooks,[brand][mgmt],"- Partnered with Creative, Product, and Engineering teams to QA campaigns and improve prospect and customer experiences",60.0,70.0,65.0,50.0,FAIL,The bullet uses the banned phrase 'Partnered with' and describes a generic task rather than a specific outcome or system-level contribution.
Treering Yearbooks,[ops][email],"- Partnered with Marketing and Operations to streamline the Outreach.io and Salesforce workflow, cutting manual list pulls by 40% and enforcing brand-management consistency across email assets.",85.0,90.0,90.0,85.0,PASS,None
Treering Yearbooks,[mgmt],- Partnered with Marketing to align campaign messaging and support internal communications across teams.,40.0,50.0,50.0,30.0,FAIL,"The bullet uses the banned phrase 'Partnered with' and is entirely generic, failing to describe a specific system, tool, or measurable outcome."
Treering Yearbooks,[ops],"- Partnered with Marketing, Product, Customer Support, and Sales Operations to align campaign goals, improve segmentation, and translate performance data into campaign refinements.",60.0,70.0,65.0,50.0,FAIL,The bullet uses the banned phrase 'Partnered with' and describes a series of tasks rather than a specific outcome or system architecture.
Treering Yearbooks,[ops],"- Partnered with Marketing, Product, Customer Support, and Sales Operations to align campaign goals, improve segmentation, and translate performance data into refinements.",60.0,65.0,70.0,50.0,FAIL,"The bullet uses the banned phrase 'Partnered with' and is overly generic, describing a standard cross-functional meeting process rather than a specific system, infrastructure, or measurable outcome."
Treering Yearbooks,[ops],"- Partnered with Marketing, Product, Engineering, Customer Support, and Sales Operations to align campaign goals, improve segmentation, and translate performance data into campaign refinements.",60.0,65.0,70.0,50.0,FAIL,"The bullet uses the banned phrase 'Partnered with' and is overly generic, describing a standard cross-functional meeting process rather than a specific outcome, system, or unique contribution."
Treering Yearbooks,[enablement],"- Partnered with Product and Support to turn customer feedback and market insights into positioning and product launch enablement, managing go-to-market communication across the product lifecycle",65.0,70.0,60.0,75.0,FAIL,The bullet uses the banned phrase 'Partnered with' and reads as a generic task description rather than a specific outcome-oriented system statement.
Treering Yearbooks,[ops],- Partnered with RevOps to standardize data hygiene protocols and optimize Salesforce–Outreach integrations across systems,75.0,80.0,85.0,90.0,FAIL,"The bullet contains a dash in prose (Salesforce–Outreach), which violates the strict formatting rules."
Treering Yearbooks,[brand][design],"- Partnered with Treering’s in-house designer during key campaigns, ensuring cohesive visual and verbal branding.",60.0,70.0,75.0,50.0,FAIL,"The bullet uses the banned phrase 'Partnered with', which is a variation of 'worked on' or 'assisted with', and it describes a task rather than a specific system or measurable outcome."
Treering Yearbooks,[brand][mgmt],"- Partnered with cross-functional teams to translate insights into campaign themes and messaging strategies, guiding tone, visuals, and channel plans across lifecycle stages.",60.0,65.0,70.0,50.0,FAIL,The bullet uses the banned phrase 'Partnered with' and relies on generic corporate language that describes a process rather than a specific outcome or system ownership.
Treering Yearbooks,[mgmt][design],"- Partnered with design, dev, and UX teams to align messaging across product, support, and outbound touchpoints.",60.0,70.0,75.0,50.0,FAIL,The bullet uses the banned phrase 'Partnered with' and describes a generic task rather than a specific outcome or system-level achievement.
Treering Yearbooks,[content],"- Partnered with sales and marketing to standardize 100+ email templates and sales assets, leading a cross-functional Content Committee that reduced review cycles by 20%.",90.0,95.0,95.0,85.0,PASS,None
Treering Yearbooks,[ops][mgmt],- Partnered with sales and operations teams to enhance cross-sell and upsell opportunities through targeted CRM campaigns.,50.0,60.0,60.0,50.0,FAIL,"The bullet uses the banned phrase 'Partnered with' and is overly generic, failing to specify the CRM tool, the scale of the campaigns, or the actual outcome achieved."
Treering Yearbooks,[ops],"- Partnered with sales and operations to align CRM efforts with go-to-market strategies, driving cross-sell and upsell opportunities.",40.0,50.0,50.0,40.0,FAIL,"The bullet uses the banned phrase 'Partnered with' and is overly generic, failing to specify what actions were taken, what CRM tools were used, or what the actual outcome was beyond vague 'opportunities'."
Treering Yearbooks,[ops],"- Performed audience segmentation analysis using CRM data, noting behavioral insights that informed personalization strategies.",65.0,70.0,75.0,60.0,FAIL,"The bullet uses the banned phrase 'Performed' and is too generic; it lacks specific tools, metrics, or a clear outcome beyond 'informed strategies'."
Treering Yearbooks,[generalist],"- Performed research, building account profiles (stakeholders, systems, prior engagement) to improve conversion.",60.0,70.0,65.0,50.0,FAIL,"The bullet uses a weak, generic opening verb ('Performed') and describes a task rather than a specific outcome or system. It lacks a concrete metric, tool mention, or specific scale to verify the impact of the research."
Treering Yearbooks,[ops][content],"- Performed rigorous A/B and multivariate tests across email subject lines, content variations, send timing, and segmentation strategies, utilizing data-driven insights to optimize messaging, resulting in increased open and conversion rates.",50.0,60.0,70.0,65.0,FAIL,"The bullet fails because it uses vague, unverifiable claims ('increased open and conversion rates') without providing specific metrics or context, and it relies on generic marketing buzzwords like 'data-driven insights' and 'optimize messaging' which could appear on any resume."
Treering Yearbooks,[email],"- Piloted A/B-tested sequences across unique segments, doubling lead-to-meeting conversion in under 60 days.",85.0,80.0,90.0,85.0,PASS,None
Treering Yearbooks,[email],"- Piloted a district-level go-to-market motion targeting centralized procurement, defining buyer personas and segmentation strategy for demand generation campaigns",85.0,80.0,85.0,80.0,PASS,"The bullet is slightly abstract; while it describes a strategic process, it lacks a specific outcome or metric to ground the success of the go-to-market motion."
Treering Yearbooks,[content],"- Pioneered A/B testing protocols across subject lines, timing, and content blocks, boosting conversion performance",65.0,70.0,80.0,75.0,FAIL,"The bullet fails because it uses the vague, unverified claim 'boosting conversion performance' without providing a specific metric or context, and it reads as a generic task description rather than a specific outcome."
Treering Yearbooks,[email],"- Pioneered a district-level outreach strategy, building relationships with K-12 district leaders and PTA councils to secure multi-school contracts and high-value partnerships.",75.0,80.0,85.0,70.0,PASS,"The bullet lacks specific metrics or scale (e.g., number of districts, dollar value of contracts) to move it from a general description to a high-impact achievement."
Treering Yearbooks,[email],"- Pioneered a top-down process for district leadership and PTA councils, opening multi-school opportunities",50.0,60.0,50.0,40.0,FAIL,"The bullet uses vague, buzzword-heavy language ('Pioneered', 'top-down process', 'multi-school opportunities') that lacks concrete evidence, specific tools, or measurable outcomes, making it impossible to verify."
Treering Yearbooks,[email][mgmt],"- Pioneered district and PTA council outreach strategy, unlocking multi-school deal flow and new RFP management processes.",75.0,80.0,85.0,70.0,PASS,"The bullet lacks a specific metric or scale to quantify the 'multi-school deal flow' or the impact of the new RFP processes, making the outcome feel slightly abstract."
Treering Yearbooks,[email],"- Pitched and launched new district/PTA outreach model, opening multi-school opportunities and new procurement pathways.",70.0,75.0,70.0,65.0,FAIL,"The bullet contains a dash in prose (district/PTA), which violates the strict formatting rules."
Treering Yearbooks,[content],"- Planned and executed full-funnel campaigns, blending email, social media, and web content to drive adoption and engagement.",40.0,50.0,60.0,40.0,FAIL,"The bullet uses the banned phrase 'Planned and executed' which is a generic task description, lacks any specific metrics, tools, or outcomes, and is so generic it could appear on any marketing resume."
Treering Yearbooks,[brand],"- Planned email calendar and segmentation for year-long lifecycle campaigns, ensuring consistent branding and timely delivery.",65.0,70.0,75.0,60.0,FAIL,"The bullet uses generic language ('ensuring consistent branding') and lacks specific metrics, tools, or outcomes, making it read like a task description rather than a high-impact achievement."
Treering Yearbooks,[ops],"- Platform Migration & Configuration: Led adoption of Outreach.io platform, mastering technical setup, Salesforce integration, and automation workflows",70.0,75.0,80.0,85.0,FAIL,"The bullet uses a dash in the prose, which is prohibited by the rules, and it reads as a task description rather than a specific outcome-oriented statement."
Treering Yearbooks,[email],"- Presented campaign insights and performance analytics to senior leadership, informing strategy and process improvements.",60.0,65.0,70.0,50.0,FAIL,"The bullet is generic, lacks specific metrics or tools, and reads as a task description rather than a high-impact outcome statement."
Treering Yearbooks,[ops][mgmt],"- Presented campaign insights and performance data to senior leadership, influencing team strategy and process improvements.",60.0,65.0,70.0,50.0,FAIL,"The bullet is too generic, lacks specific metrics or tools, and uses vague corporate-speak like 'influencing team strategy' without providing evidence of the actual outcome or the specific process improvements made."
Treering Yearbooks,[email],"- Presented campaign insights to senior leadership, influencing adoption of new segmentation and automation tactics.",70.0,75.0,80.0,65.0,PASS,The bullet is somewhat generic and lacks specific metrics or named tools to ground the claim of influencing leadership.
Treering Yearbooks,[email],"- Presented campaign results and strategy to executive leadership, influencing adoption of new outbound methodologies.",65.0,70.0,80.0,60.0,FAIL,"The bullet is too generic and lacks specific metrics, tools, or the scale of the 'campaigns' mentioned, making it difficult to verify the impact on executive decision-making."
Treering Yearbooks,[ops],"- Presented data-driven campaign insights and metrics to senior leadership, aligning marketing strategies with business objectives.",40.0,50.0,60.0,40.0,FAIL,"The bullet is generic, lacks specific metrics or tools, and uses vague corporate-speak like 'aligning marketing strategies with business objectives' which could apply to any role."
Treering Yearbooks,[ops],- Presented detailed campaign insights and performance data to senior leadership to drive continuous process improvements.,50.0,60.0,70.0,40.0,FAIL,"The bullet is generic, lacks specific metrics or tools, and uses vague corporate language like 'detailed campaign insights' and 'drive continuous process improvements' which could apply to any role."
Treering Yearbooks,[ops],- Presented detailed campaign insights and performance data to senior leadership to inform strategic process improvement and future email marketing initiatives.,60.0,65.0,70.0,50.0,FAIL,"The bullet is generic, lacks specific metrics or tools, and reads as a task description rather than an outcome-oriented achievement."
Treering Yearbooks,[brand],"- Presented work directly to clients, adjusting based on feedback and gaining trust as both a creative and a communicator.",50.0,60.0,65.0,40.0,FAIL,"The bullet is too generic, lacks specific metrics or tools, and relies on subjective claims about gaining trust rather than describing a concrete system or outcome."
Treering Yearbooks,[design][brand],"- Produced branded content across flyers, decks, and email campaigns to support engagement and product adoption.",60.0,70.0,70.0,50.0,FAIL,"The bullet is too generic and reads as a task description rather than an outcome-oriented statement; it lacks specific metrics, tools, or a clear system of impact."
Treering Yearbooks,[brand][design],- Produced branded pitch decks and creative sales materials that supported enterprise growth and campaign clarity.,50.0,60.0,60.0,40.0,FAIL,"The bullet is generic, lacks specific metrics or tools, and uses vague corporate language like 'supported enterprise growth' which is unverifiable and could apply to any marketing role."
Treering Yearbooks,[design][brand],"- Produced branded pitch decks and slide kits for paid conference events and webinar campaigns — improving outreach clarity, visual storytelling, and conversion readiness.",70.0,80.0,75.0,60.0,FAIL,"The bullet contains a dash in prose, which violates the strict formatting rules, and it lacks a specific metric or tool to ground the claim of 'improving conversion readiness'."
Treering Yearbooks,[brand][content],"- Produced internal training materials, branded sales decks, and creative assets used across multiple outreach touchpoints.",60.0,70.0,75.0,50.0,FAIL,"The bullet is generic, lacks specific metrics or outcomes, and reads as a task description rather than a systems or impact statement."
Treering Yearbooks,[mgmt][design],"- Produced modular campaign kits with persona-aligned messaging, visuals, and funnel strategy, collaborated with design and marketing teams to produce pandemic-era collateral that was featured across customer portals for two years.",75.0,80.0,70.0,75.0,FAIL,"The bullet contains a comma splice and a dash in prose, and it uses the banned phrase 'collaborated with' which functions similarly to 'worked on' or 'assisted with' by obscuring individual contribution."
Treering Yearbooks,[email][design],- Produced sales decks and marketing collateral used by district and PTA partners nationwide.,65.0,70.0,80.0,60.0,FAIL,The bullet is too generic and lacks specific metrics or tool mentions to distinguish the candidate's impact; it reads as a task description rather than an outcome-oriented statement.
Treering Yearbooks,[mgmt][enablement],"- Promoted to Senior SDR and manager of a remote team of 4–6; led 1:1s, QA, call coaching, and monthly team training for 20+ reps",85.0,90.0,95.0,80.0,PASS,None
Treering Yearbooks,[mgmt][enablement],"- Promoted to Senior SDR and manager of a remote team of 4–6; led 1:1s, call coaching, QA, and monthly team training for 20+ reps",85.0,90.0,95.0,80.0,FAIL,"The bullet contains a dash in prose (4–6), which violates the strict formatting rules provided."
Treering Yearbooks,[mgmt],- Promoted to lead a 12-person team in six months after consistent Top Seller recognition.,85.0,80.0,95.0,70.0,PASS,None
Treering Yearbooks,[email][mgmt],"- Promoted to team lead and entrusted with final client wrap-up, including campaign handoff and research for PTA partnerships.",60.0,70.0,65.0,50.0,FAIL,The bullet uses the banned phrase 'entrusted with' and reads as a list of tasks rather than a systems or outcome-oriented statement. It lacks specific metrics or tools to verify the scope of the 'campaign handoff' or the impact of the 'PTA partnerships'.
Treering Yearbooks,[email][mgmt],"- Promoted to team lead and entrusted with project wrap-up, including spearheading new PTA conference research and handover.",40.0,50.0,50.0,30.0,FAIL,"The bullet uses vague, corporate-speak verbs like 'spearheading' and 'entrusted with,' lacks any measurable outcome or specific tools, and describes a task rather than a system or infrastructure impact."
Treering Yearbooks,[ops][mgmt],"- Promoted to team lead managing 12 SDRs within six months; implemented Salesforce workflows and Outreach cadences, improving qualified lead conversion by 35%",90.0,85.0,95.0,90.0,PASS,None
Treering Yearbooks,[email][mgmt],"- Promoted to team lead within 6 months and owned final wrap-up (lifecycle campaign handoff, client reporting, PTA research).",65.0,70.0,60.0,50.0,FAIL,"The bullet uses a dash in prose, ends with a period, and describes a list of tasks rather than a clear outcome or system. It also lacks specific metrics or tool names to ground the 'team lead' claim."
Treering Yearbooks,[mgmt][enablement],"- Promoted to team lead within 6 months, creating training materials and coaching protocols for 12-person SDR organization.",85.0,90.0,95.0,80.0,PASS,None
Treering Yearbooks,[mgmt][enablement],"- Promoted to team lead within 6 months, creating training materials and coaching protocols for 12-person SDR team.",85.0,90.0,95.0,80.0,PASS,None
Treering Yearbooks,[mgmt],- Promoted to team lead within six months; trained and coached a 12-person team on sales strategy and customer engagement.,85.0,80.0,90.0,70.0,PASS,"The bullet is slightly generic regarding the specific sales strategy or outcomes achieved by the team, focusing more on the promotion and training aspect than the business impact."
Treering Yearbooks,[ops],- Proposed enhancements to CRM workflows and collaborated cross-functionally on GTM alignment and campaign scheduling.,50.0,60.0,55.0,50.0,FAIL,"The bullet uses vague, passive language ('Proposed enhancements', 'collaborated cross-functionally') that describes tasks rather than outcomes or specific systems. It lacks metrics, specific tools, or a clear sense of what was actually achieved."
Treering Yearbooks,[content],"- Ran A/B tests for subject lines, timing, and content, including AI-assisted drafts, driving increases in engagement and reactivation.",60.0,65.0,70.0,60.0,FAIL,"The bullet uses the banned phrase 'Ran', lacks specific metrics to quantify the 'increases' in engagement, and is generic enough to apply to any marketing role without modification."
Treering Yearbooks,[content],"- Ran A/B tests for subject lines, timing, and content, including AI-assisted drafts, driving measurable increases in engagement.",50.0,60.0,65.0,60.0,FAIL,"The bullet uses the banned phrase 'Ran', lacks specific metrics to support the claim of 'measurable increases', and is generic enough to apply to any marketing role without modification."
Treering Yearbooks,[ops],- Ran a CRM audit that identified $3M+ in potential opportunities; results used to reassign accounts to SDRs for future coverage,85.0,80.0,90.0,85.0,FAIL,"The bullet uses a semicolon to connect two clauses, which is acceptable, but the prompt explicitly forbids dashes in prose; while this bullet uses a semicolon, it is dangerously close to the 'task description' trap. More importantly, it fails the manager test because it contains a semicolon, which is often treated as a separator that violates the 'no punctuation' rule for bullet points, and the phrasing 'Ran a CRM audit' is slightly generic."
Treering Yearbooks,[generalist],"- Ran annual market-research and competitive-analysis sprints that uncovered new school segments, adding ~6% net-new ARR.",75.0,80.0,85.0,70.0,FAIL,"The bullet uses a dash in prose ('market-research' and 'competitive-analysis'), which violates the rule against dashes in prose. Additionally, 'Ran' is a weak, task-oriented verb."
Treering Yearbooks,[ops][mgmt],"- Ran comprehensive CRM audit that surfaced $3M+ in untapped pipeline by resolving miscategorized records and refining filters, leading to creation of new role for direct report management.",85.0,80.0,90.0,85.0,PASS,None
Treering Yearbooks,[generalist],- Ran select solo demos; 100% converted to customers after AE activation; partnered with AEs for account setup/close,60.0,55.0,70.0,65.0,FAIL,"The bullet uses a banned phrase 'partnered with', contains a semicolon which is discouraged in favor of cleaner syntax, and makes an implausible claim of 100% conversion that lacks necessary context or sample size to be believable."
Treering Yearbooks,[email],- Ranked Top 10 companywide within one month; earned 2× Top Seller recognition through optimized outreach cadences,70.0,65.0,85.0,70.0,FAIL,"The bullet uses a semicolon to connect two distinct thoughts, which functions as a dash-like break in prose, and the claim of 'Top 10 companywide' is unverifiable and lacks the necessary context (e.g., team size, metric used for ranking) to be considered professional evidence."
Treering Yearbooks,[mgmt],- Ranked in the company’s Top 10 performers within one month and promoted to lead a 12-person team within six months.,60.0,65.0,90.0,40.0,FAIL,"The bullet relies on unverifiable superlatives (Top 10 performers) without defining the metric used for ranking, and it lacks any mention of tools, systems, or specific professional context."
Treering Yearbooks,[mgmt],- Ranked in the company’s Top 10 sellers for the first two months and promoted in six months to lead a 12-person team.,85.0,80.0,95.0,70.0,PASS,None
Treering Yearbooks,[generalist],- Ranked in the company’s Top 10 within the first month and earned 2× Top Seller recognition.,60.0,65.0,80.0,50.0,FAIL,"The bullet relies on internal, unverifiable superlatives ('Top 10', 'Top Seller') without providing context on the size of the sales team, the metrics used for ranking, or the timeframe of the recognition, making it feel like a generic resume claim."
Treering Yearbooks,[generalist],- Reactivated high-fit accounts using pattern-interrupt subjects and micro-proof PS lines to overcome message fatigue,85.0,90.0,95.0,80.0,PASS,None
