Role / Company,Tags,Bullet Point,accuracy_score,believability_score,clarity_score,ats_value,manager_test,weaknesses
Callahan Creek,[generalist],"- Contributed to integrated B2B and B2C campaigns for Fortune 500 and major regional brands in banking, pet nutrition, and telecommunications across digital, print, and broadcast channels",50.0,60.0,70.0,65.0,FAIL,"The bullet uses the weak, non-specific verb 'Contributed to' which fails to define the candidate's actual ownership or impact. It reads as a task description rather than an outcome statement and lacks specific metrics or evidence of the candidate's unique contribution to the campaigns mentioned."
Callahan Creek,[content],- Contributed to winning creative concepts through systematic content analysis and strategic thinking.,30.0,40.0,50.0,20.0,FAIL,"The bullet uses vague, subjective language ('strategic thinking') and fails to define the 'systematic content analysis' process. It lacks specific metrics, tools, or tangible outcomes, making it impossible to verify. It also relies on generic corporate-speak that provides no insight into the candidate's actual contribution."
Callahan Creek,[generalist],- Invited back as freelance contributor based on content quality and collaborative approach.,40.0,50.0,60.0,20.0,FAIL,"The bullet is vague, lacks specific metrics or tools, uses subjective language ('content quality'), and describes a situation rather than an outcome or system-level contribution. It fails the manager test for being generic and lacking verifiable evidence."
Callahan Creek,[writing],"- Contributed winning concepts to pitches, with two campaigns selected for client rollout.",65.0,70.0,80.0,50.0,FAIL,"The bullet uses a weak, passive-leaning opening verb ('Contributed'), lacks specific tools or methodologies, and fails to define the scale or nature of the campaigns, making it feel generic."
Callahan Creek,[generalist],"- Crafted B2B and B2C campaign copy for clients in banking, pet nutrition, and telecom.",75.0,85.0,90.0,70.0,PASS,"The bullet is slightly generic as it lacks specific outcomes or metrics (e.g., conversion rates, engagement growth, or campaign scale) to differentiate the candidate's impact from a standard copywriter role."
Callahan Creek,[generalist],"- Crafted content for print, PPC, radio, and digital across B2B/B2C accounts.",50.0,65.0,70.0,60.0,FAIL,"The bullet is too generic and reads as a task description rather than an outcome statement. It lacks specific metrics, scale, or evidence of impact, and the use of a slash (B2B/B2C) is a form of punctuation that borders on the prohibited dash/separator rule for professional prose."
Callahan Creek,[generalist],- Created B2B and B2C email copy and campaign messaging; multiple concepts selected for rollout.,65.0,70.0,80.0,60.0,FAIL,"The bullet is too generic and reads as a task description rather than an outcome-focused statement. It lacks specific metrics (e.g., open rates, conversion lift, or volume of campaigns) and fails to explain the system or strategy behind the messaging."
Callahan Creek,[generalist],"- Created copy for print, radio, web, and outdoor campaigns, contributing to full-funnel creative in B2B and B2C environments.",65.0,70.0,80.0,60.0,FAIL,"The bullet uses the vague, task-oriented verb 'Created' and lacks specific outcomes or metrics. It reads as a list of duties rather than a demonstration of impact or system-level contribution."
Callahan Creek,[generalist],"- Delivered adaptable copy across B2B and B2C campaigns for Fortune 500 and major regional brands in banking, pet nutrition, and telecom across digital, print, and broadcast channels",75.0,80.0,85.0,70.0,FAIL,"The bullet uses a dash in prose ('B2B and B2C campaigns... across digital, print, and broadcast channels') which violates the formatting rules. Additionally, it reads as a list of tasks rather than a specific outcome or system-level achievement."
Callahan Creek,[generalist],"- Developed B2B/B2C campaign copy for national retailers and Fortune 500 companies (financial services, telecom, and pet nutrition)",75.0,80.0,90.0,85.0,FAIL,"The bullet contains a dash in prose (B2B/B2C), which violates the strict formatting rules provided."
Callahan Creek,[generalist],"- Developed campaign messaging for major brands in banking, pet nutrition, and telecommunications",50.0,60.0,70.0,40.0,FAIL,The bullet is too generic and lacks specific outcomes or metrics. It reads as a task description rather than a systems or impact-oriented statement. It fails to explain the scale of the campaigns or the specific methodologies used.
Callahan Creek,[content],"- Developed creative concepts for clients like Sprint and CommunityAmerica, aligning with strict brand and marketing standards.",65.0,70.0,80.0,60.0,FAIL,The bullet uses generic language ('creative concepts') and fails to describe the outcome or the specific system/process used to align with brand standards. It reads as a task description rather than an achievement.
Callahan Creek,[content],"- Developed creative concepts for digital and print campaigns, including two successful new business pitches.",65.0,70.0,85.0,60.0,FAIL,"The bullet ends with a period, which violates the formatting rules. Additionally, 'successful' is a subjective superlative that lacks a specific metric or outcome to verify the claim."
Callahan Creek,[generalist],"- Collaborated with agency leaders, designers, and account managers to execute campaigns under tight deadlines.",40.0,50.0,60.0,30.0,FAIL,"The bullet uses generic language ('Collaborated with'), lacks specific outcomes or metrics, fails to define the scope of the campaigns, and reads as a task description rather than an achievement."
Callahan Creek,[content],"- Known for adaptability, collaboration, and delivering polished creative work under pressure.",20.0,30.0,50.0,10.0,FAIL,"The bullet uses forbidden filler words (adaptability, collaboration), lacks a strong action verb, describes personality traits rather than professional outcomes, and contains no verifiable metrics or tools."
Callahan Creek,[generalist],"- Recognized for adaptability, collaboration, and delivering high-quality work under pressure.",20.0,30.0,50.0,10.0,FAIL,"The bullet uses generic, unverifiable soft skills rather than describing a specific system, infrastructure, or outcome. It fails the manager test by using vague, subjective adjectives and lacks any mention of tools, metrics, or professional scope."
Callahan Creek,[content],"- Developed creative copy and structured messaging for multi-channel campaigns, with two project concepts chosen for client roll-out.",75.0,85.0,90.0,70.0,PASS,None
Callahan Creek,[generalist],- Collaborated with agency leaders and account teams to ensure content met client expectations under tight deadlines.,40.0,50.0,60.0,30.0,FAIL,"The bullet uses generic, passive language ('Collaborated with') and fails to define the scope, the nature of the content, or the actual outcome. It reads as a task description rather than an achievement and lacks any measurable impact or specific tools used."
Callahan Creek,[content] [ops] [writing],"- Adapted messaging across various platforms, including PPC, print advertising, and digital campaigns, reflecting a deep understanding of cross-channel email marketing.",50.0,55.0,60.0,40.0,FAIL,"The bullet uses vague language ('various platforms', 'deep understanding') and fails to provide a measurable outcome or specific system architecture. It reads as a task description rather than an achievement, and the inclusion of 'cross-channel email marketing' at the end feels disconnected from the preceding list of PPC and print advertising."
Callahan Creek,[generalist],"- Developed multi-format content across print, digital, radio, and PPC, tailoring CTA strategy to diverse B2B/B2C audiences.",75.0,80.0,85.0,80.0,PASS,None
Callahan Creek,[generalist],"- Earned consistent praise for fast turnarounds, collaborative energy, and always delivering work that felt both smart and sincere.",20.0,30.0,50.0,10.0,FAIL,"The bullet relies entirely on subjective, unverifiable soft skills ('praise', 'collaborative energy', 'sincere') rather than professional outcomes or systems. It fails the manager test due to the use of generic, non-quantifiable language and lacks any mention of tools, methodologies, or specific business impact."
Callahan Creek,[generalist],- Earned invitation for continued freelance work based on performance; maintained ongoing client relationships,40.0,50.0,60.0,30.0,FAIL,"The bullet is generic, lacks specific metrics or tools, and describes a soft-skill outcome rather than a professional achievement or system-level contribution. It fails to explain the scope of work or the nature of the performance that led to the invitation."
Callahan Creek,[content],"- Explored generative AI (ChatGPT, Canva Magic Write, Jasper) to test content variation, dynamic personalization, and ideation.",65.0,70.0,85.0,75.0,FAIL,"The bullet describes an exploratory task rather than a professional outcome or system implementation. 'Explored' is a weak action verb that fails to demonstrate business value or a concrete result, making it read as a task description rather than an achievement."
Callahan Creek,[generalist],"- Humane Society of Greater Kansas City, Communications Intern | 05/2007 – 08/2007",0.0,0.0,50.0,0.0,FAIL,"The input is a header/title, not a resume bullet point. It lacks an action verb, describes no outcome or system, and fails to demonstrate any professional contribution or responsibility."
Callahan Creek,[ops],"- Integrated cross-platform tracking strategies across print, digital, and email touchpoints for seamless attribution",65.0,70.0,80.0,75.0,FAIL,"The bullet is too generic and lacks specific metrics or tools to verify the claim. It reads as a task description rather than a concrete outcome, and the term 'seamless attribution' is a vague superlative that lacks evidence."
Callahan Creek,[generalist],"- Invited back as a freelance contributor based on performance, creative contribution, and team rapport.",40.0,50.0,60.0,20.0,FAIL,"The bullet fails because it describes a subjective social outcome ('team rapport') rather than a professional system or measurable business impact. It lacks specific tools, methodologies, or concrete deliverables, making it generic and unverifiable."
Callahan Creek,[generalist],- Invited back as a freelance contributor—an uncommon honor—based on the strength of campaign work and ideation sessions.,40.0,50.0,60.0,30.0,FAIL,"Contains a dash in prose, uses subjective/unverifiable claims ('uncommon honor'), lacks specific metrics or tools, and describes a situation rather than a professional outcome or system architecture."
Callahan Creek,[generalist],- Invited back for freelance work after the internship due to excellent performance and collaborative approach with account teams. CERTIFICATIONS AND PROFESSIONAL DEVELOPMENT,40.0,50.0,60.0,20.0,FAIL,"The bullet fails because it describes a subjective opinion ('excellent performance') rather than a measurable outcome or system improvement. It uses vague, generic language that lacks professional substance and includes a header/label ('CERTIFICATIONS AND PROFESSIONAL DEVELOPMENT') that does not belong in a bullet point."
Callahan Creek,[generalist],"- Kansas Colloquies, Layout Assistant + Reporter + Film Columnist | 02/2004 – 05/2006",40.0,50.0,60.0,30.0,FAIL,"The entry is a job title and date range, not a bullet point describing an outcome or system. It fails to use an action verb, lacks any description of professional impact or specific achievements, and provides no context on the scope of work performed."
Callahan Creek,[generalist],- Later invited back for freelance work after the internship due to excellent performance and impact.,30.0,40.0,60.0,20.0,FAIL,"The bullet is entirely subjective and lacks any verifiable outcome or specific contribution. It uses vague, self-congratulatory language ('excellent performance') rather than describing a system or professional achievement. It fails the manager test for being generic and lacking any tool or methodology context."
Callahan Creek,[generalist],"- Ongoing Development: Advancing skills in HTML/CSS, JavaScript, and AWS fundamentals with proven ability to rapidly master new marketing tools",40.0,50.0,60.0,50.0,FAIL,"The bullet uses the forbidden filler phrase 'proven ability', lacks a specific outcome or system-level contribution, and reads as a personal development statement rather than a professional achievement. It fails to demonstrate how these skills were applied to generate business value."
Callahan Creek,[content],"- Partnered with art directors and account teams to develop integrated digital campaigns, with two concepts selected for rollout.",65.0,70.0,80.0,60.0,FAIL,"The bullet uses the phrase 'Partnered with', which is a weak, passive action verb that describes collaboration rather than individual contribution or specific output. It lacks technical depth regarding the 'integrated digital campaigns' and fails to explain the scale or impact of the rollout beyond the vague 'two concepts selected'."
Callahan Creek,[generalist],"- Composed omnichannel copy for digital, print, and experiential campaigns under tight deadlines in fast-paced environment.",50.0,55.0,70.0,40.0,FAIL,"The bullet uses generic filler phrases like 'fast-paced environment' and 'tight deadlines' which are subjective and unverifiable. It lacks specific metrics, campaign outcomes, or tools used, making it a task description rather than an achievement statement."
Callahan Creek,[generalist],"- Participated in campaign brainstorms and creative reviews for major telecommunications, consumer, and enterprise brands.",40.0,50.0,70.0,30.0,FAIL,"The bullet opens with a banned phrase ('Participated in'), uses generic language that lacks specific outcomes or systems, and fails to provide any measurable impact or specific tools used."
Callahan Creek,[generalist],"- Partnered with art directors to produce integrated creative across print, digital, and in-store activations.",65.0,70.0,80.0,60.0,FAIL,"The bullet uses the vague verb 'Partnered with' which functions similarly to 'worked on' or 'assisted with' by obscuring the candidate's specific contribution. It lacks a measurable outcome or specific scale of the creative production, making it a generic task description."
Callahan Creek,[generalist],- Partnered with designers to deliver print and digital assets with consistent brand standards across channels,50.0,60.0,70.0,40.0,FAIL,"The bullet uses generic language ('Partnered with', 'consistent brand standards') that fails to describe a specific system or outcome. It reads as a task description rather than an achievement and lacks any metrics, tools, or specific scope of work."
Callahan Creek,[ops],- Performance Analytics Systems: Developed custom reporting frameworks tracking 15+ performance metrics for optimization decisions,85.0,90.0,95.0,80.0,PASS,None
Callahan Creek,[content],"- Pitched creative concepts for major campaigns that were selected for development including Hill's Pet Nutrition's ""Paws in the Park"" community fundraiser, contributing to successful fundraising for animal welfare organizations.",65.0,70.0,75.0,60.0,FAIL,"The bullet uses a dash in the prose, which is prohibited. It also lacks a specific metric for the 'successful fundraising' claim, making the outcome vague. The phrasing 'contributing to' is weak and borders on the 'helped with' banned phrase category."
Callahan Creek,[content],- Pitched creative concepts for multiple clients; two major campaigns selected for rollout.,75.0,85.0,90.0,60.0,PASS,"The bullet is slightly generic regarding the nature of the creative concepts and the scale of the campaigns, but it meets the criteria for a specific outcome."
Callahan Creek,[content],"- Pitched creative concepts for two major campaigns, both of which the agency selected for further development.",75.0,85.0,90.0,60.0,PASS,The bullet is slightly generic and lacks specific context regarding the scale of the campaigns or the tools/methodologies used to develop the concepts.
Callahan Creek,[content],"- Pitched creative concepts for two major campaigns, both of which were selected for further development.",65.0,70.0,85.0,50.0,FAIL,"The bullet is too generic and lacks specific context regarding the scale of the campaigns, the industry, or the tools/methodologies used. It reads as a task description rather than a systems or outcome-focused achievement."
Callahan Creek,[content],"- Pitched creative concepts with two campaigns selected for full production, demonstrating ability to collaborate and align creative strategy with business objectives and client vision",65.0,70.0,75.0,60.0,FAIL,"The bullet uses generic corporate-speak ('demonstrating ability to collaborate and align creative strategy with business objectives and client vision') which is filler. It also ends with a period, violating the formatting rules."
Callahan Creek,[content],- Pitched two creative concepts that were selected for client campaigns and moved into production.,75.0,85.0,90.0,60.0,PASS,"The bullet is slightly passive regarding the scope of the campaigns and lacks specific industry or tool context, though it remains a clear, verifiable outcome."
Callahan Creek,[content],- Pitched two winning creative concepts selected for full production and rollout.,75.0,80.0,90.0,60.0,PASS,"The bullet is slightly vague regarding the scale of the 'rollout' and the specific industry or medium of the creative concepts, though it avoids all prohibited filler and task-based language."
Callahan Creek,[email] [ops],"- Platform Migration & Configuration: Led adoption of Outreach.io platform, mastering technical setup, Salesforce integration, and automation workflows",65.0,70.0,80.0,85.0,FAIL,"The bullet uses a dash in the prose (Platform Migration & Configuration:), which violates the formatting rules. Additionally, it reads as a task list rather than an outcome-oriented statement, failing to specify the impact of the migration or the scale of the Salesforce integration."
Callahan Creek,[generalist],- Presented ideas to clients; two concepts selected for full rollout and development.,65.0,70.0,80.0,50.0,FAIL,"The bullet is too generic and lacks context regarding the industry, the nature of the ideas, or the scale of the rollout. It fails to mention any tools or methodologies used, and 'Presented ideas' is a weak, task-oriented opening."
Callahan Creek,[content],"- Produced campaign copy across print, radio, digital, and OOH channels, maintaining brand voice and meeting tight deadlines in fast-paced agency setting",65.0,70.0,80.0,60.0,FAIL,"The bullet uses generic, filler-heavy language ('fast-paced agency setting', 'maintaining brand voice') and describes tasks rather than outcomes. It lacks specific metrics or evidence of impact, making it indistinguishable from any other entry-level marketing resume."
Callahan Creek,[content],"- Produced cross-channel content with strong CTA performance across print, PPC, radio, and OOH.",50.0,55.0,70.0,60.0,FAIL,The bullet uses vague superlatives ('strong CTA performance') without providing specific metrics or context. It reads as a task description rather than an outcome statement and fails to explain the scale or specific impact of the cross-channel efforts.
Callahan Creek,[content],"- Produced cross-channel content with strong CTA performance, adapting tone and strategy for diverse audience types.",45.0,50.0,60.0,40.0,FAIL,"The bullet uses vague, subjective language ('strong CTA performance') without providing a specific metric or context. It describes a task rather than a system or outcome, and the phrase 'diverse audience types' is generic filler that lacks professional specificity."
Callahan Creek,[generalist],"- Retained post-internship as a paid freelancer based on reliability, communication, and contribution to revenue generation",40.0,50.0,70.0,30.0,FAIL,"The bullet is generic and relies on subjective soft skills (reliability, communication) rather than concrete achievements. It fails to explain the scope of the contribution to revenue generation and reads as a task description of a career transition rather than a professional accomplishment."
Callahan Creek,[content],- Secured ongoing freelance work based on strong concept delivery and cross-channel execution.,40.0,50.0,60.0,30.0,FAIL,"The bullet is overly generic and lacks specific metrics, tools, or concrete outcomes. It uses vague language ('strong concept delivery') that is unverifiable and fails to describe a system or infrastructure, reading instead like a subjective self-assessment."
Callahan Creek,[content],- Secured ongoing freelance work by delivering creative work that met client expectations and built trust with the agency team.,40.0,50.0,60.0,30.0,FAIL,The bullet is overly generic and lacks specific metrics or tools. It describes a subjective outcome ('met client expectations') rather than a professional achievement. It fails the manager test for being a task-based description that could apply to any role.
Callahan Creek,[content],"- Self-Directed JSON Projects: Built personal projects using JSON for data structuring and dynamic content mockups, developing transferable skills for campaign template management",50.0,55.0,60.0,40.0,FAIL,"The bullet fails because it describes a personal project rather than professional experience, uses generic language ('transferable skills'), and lacks a measurable outcome or specific technical scope. It reads as a task description rather than a professional achievement."
Callahan Creek,[writing],- Submitted winning concepts for two major campaigns; both were chosen for full client development and rollout,65.0,70.0,85.0,60.0,FAIL,"The bullet is too generic and lacks context regarding the scale of the campaigns, the industry, or the specific tools/methodologies used. It reads as a task description rather than a systems or outcome statement, and the term 'winning concepts' is subjective and unverifiable without further detail."
Callahan Creek,[generalist],- Supported community fundraiser campaign planning and activation that generated strong local engagement,30.0,40.0,50.0,20.0,FAIL,"The bullet uses the weak, passive verb 'Supported' which is functionally similar to 'assisted with'. It lacks specific metrics, tools, or scope, and uses vague, subjective language like 'strong local engagement' which is unverifiable."
Callahan Creek,[writing],"- Supported creative direction through brainstorms, copy refinements, and concept development for regional/national campaigns.",40.0,50.0,60.0,30.0,FAIL,"The bullet uses a weak, passive opening verb ('Supported'), describes tasks rather than outcomes, and lacks any quantifiable metrics or specific tools. It is overly generic and fails to demonstrate the candidate's actual impact on the campaigns."
Callahan Creek,[generalist],"- Supported pitches and client work under tight deadlines, contributing ideas that led to two campaigns being selected for rollout.",50.0,65.0,70.0,40.0,FAIL,"The bullet uses the weak, passive verb 'Supported' and describes a task-based contribution rather than a specific system or outcome. It lacks technical tools or methodologies and relies on vague phrasing ('contributing ideas') that is difficult to verify."
Callahan Creek,[content],"- Two creative concepts green-lit for production, underscoring strategic alignment and helping secure multiple client renewals",50.0,55.0,60.0,40.0,FAIL,"The bullet uses the banned phrase 'helping secure', lacks a strong action verb at the start, and relies on vague, unverifiable claims ('strategic alignment', 'multiple client renewals') without specifying the scale or the nature of the creative concepts."
Callahan Creek,[generalist],"- USitek, Administrative Marketing Assistant | 06/2015 – 10/2015",0.0,0.0,20.0,0.0,FAIL,"The input is a job title and date range, not a resume bullet point. It lacks an action verb, fails to describe any system or outcome, and provides no evidence of professional contribution."
Callahan Creek,[generalist],"- Unisource Document Products, Marketing Intern | 05/2008 – 08/2008",0.0,0.0,0.0,0.0,FAIL,"The input provided is a header (role and date range) rather than a resume bullet point. It lacks an action verb, a description of systems or outcomes, and any measurable professional contribution."
Callahan Creek,[email],- Video for Sales Certification | Vidyard | 2021,30.0,40.0,40.0,30.0,FAIL,"The bullet is a fragment, not a complete sentence. It lacks a strong action verb, fails to describe a system or outcome, and reads as a task list item rather than a professional achievement."
Callahan Creek,[content],"- Worked with creative directors, designers, and account teams to execute cross-channel campaigns with a consistent voice.",40.0,50.0,60.0,30.0,FAIL,"The bullet opens with a banned phrase ('Worked with'), describes a task rather than an outcome, lacks specific metrics or tools, and uses generic language that fails to demonstrate individual impact or system-level contribution."
Callahan Creek,[writing],"- Wrote campaign copy for clients across pet nutrition, banking, and telecom, adapting tone and voice on every project as needed.",65.0,70.0,85.0,50.0,FAIL,"The bullet reads as a task description rather than an outcome statement. It lacks specific metrics or evidence of impact (e.g., conversion rates, engagement growth, or campaign performance) and uses generic phrasing regarding adapting tone."
Callahan Creek,[writing],"- Wrote campaign copy for print, radio, web, and outdoor placements — always on brief, on brand, and on time.",50.0,55.0,70.0,40.0,FAIL,"The bullet uses a dash in prose, ends with a period, and relies on subjective, unverifiable claims ('on brief, on brand, and on time') rather than concrete outcomes or specific campaign results."
Callahan Creek,[writing],"- Wrote for print, radio, web, and outdoor, contributing to full-funnel creative in B2B and B2C settings.",65.0,70.0,80.0,60.0,FAIL,"The bullet reads as a task description rather than an outcome statement. It lacks specific metrics or evidence of impact, and the phrase 'contributing to' is a weak, passive construction that borders on the banned 'helped with' category."
Callahan Creek,[writing],"- Wrote for print, radio, web, and outdoor, supporting full-funnel creative strategies for both B2B and B2C brands.",65.0,70.0,80.0,60.0,FAIL,"The bullet uses the weak, task-oriented verb 'Wrote' and describes a broad range of activities without specifying the impact or the scale of the creative strategies. It lacks specific metrics or outcomes, making it read as a generic task description rather than a high-impact achievement."
Callahan Creek,[writing],"- Wrote for print, radio, web, pay-per-click (PPC) advertising, and outdoor, contributing to full-funnel creative for B2B/B2C.",65.0,70.0,75.0,70.0,FAIL,"The bullet uses the weak verb 'Wrote' which describes a task rather than a strategic outcome. It also includes a dash in the phrase 'B2B/B2C' which violates the formatting rules, and it lacks specific metrics or evidence of the impact of the creative work."
Callahan Creek,[writing],"- Wrote promotional content tailored to both B2C and B2B audiences, adapting tone and CTA strategy accordingly.",65.0,70.0,80.0,60.0,FAIL,"The bullet is too generic and reads as a task description rather than an outcome-oriented statement. It lacks specific metrics, tools, or examples of the content produced, making it indistinguishable from any other marketing resume."
Vidyard,[content] [email] [ops],- Certified in personalized video strategy to improve engagement and conversion rates in email campaigns,40.0,50.0,70.0,40.0,FAIL,"The bullet describes a certification rather than a professional achievement or system implementation. It lacks specific metrics, fails to mention the scale of the email campaigns, and uses vague language regarding the improvement of conversion rates without providing evidence."
Bernstein Rein,[writing],"- Completed a concept-intensive, strategy-first portfolio program focusing on campaign ideation, copywriting, and art direction.",50.0,60.0,70.0,40.0,FAIL,"The bullet uses vague, buzzword-heavy language ('concept-intensive', 'strategy-first') and describes a training program rather than professional work output. It fails to demonstrate a system or measurable outcome, reading more like a course description than a professional achievement."
Bernstein Rein,[mgmt],"- Mentored by Executive Creative Director Arlo Oviatt, earning encouragement to pursue a career in creative advertising.",40.0,50.0,80.0,20.0,FAIL,"The bullet describes a personal interaction rather than a professional achievement or system-level contribution. It lacks measurable outcomes, professional impact, or relevant technical skills, making it unsuitable for a resume."
Vidyard,[content] [email] [ops],"- Completed training in personalized video strategy to improve engagement, humanize outreach, and boost conversion rates",40.0,50.0,70.0,30.0,FAIL,"The bullet describes a training completion rather than a professional achievement or outcome. It lacks specific metrics, tools, or evidence of application, and uses generic, buzzword-heavy language ('humanize outreach', 'boost conversion rates') without providing a verifiable result."
Bernstein Rein,[writing],"- Honed creative fundamentals, including headline writing, campaign ideation, art direction, and layout execution.",40.0,50.0,70.0,30.0,FAIL,"The bullet describes a list of tasks rather than an outcome or system. It uses generic language that could apply to any entry-level creative role and fails to provide any specific metrics, project scope, or business impact."
Bernstein Rein,[mgmt],"- Mentored by Executive Creative Director Arlo Oviatt, earning praise and encouragement to pursue a career in advertising.",40.0,50.0,80.0,20.0,FAIL,"The bullet describes a personal experience rather than a professional contribution or outcome. It lacks measurable impact, focuses on subjective praise rather than objective work, and fails to demonstrate professional competency or systems-level thinking."
Bernstein Rein,[content] [writing],"- Participated in simulated client briefs, pitch decks, and creative concepting sessions.",40.0,50.0,70.0,30.0,FAIL,"The bullet opens with a banned phrase ('Participated in'), describes tasks rather than outcomes, and lacks specific metrics or tools to verify the impact of the work."
Additional Experience,[writing],"- Reporting, layout, and film reviews for Bonner Springs Chieftain, Wyandotte West, and Piper Press newspapers.",65.0,85.0,90.0,40.0,FAIL,"The bullet fails because it is a task description rather than an outcome statement. It lacks a strong action verb at the start, uses a list-like structure, and fails to demonstrate the impact or scale of the reporting work."
Bernstein Rein,[content],"- Selected for a concept-first portfolio bootcamp emphasizing strategy, storytelling, and cross-channel campaign thinking.",50.0,65.0,70.0,40.0,FAIL,"The bullet describes a passive experience (being selected for a program) rather than an active professional contribution or outcome. It lacks specific metrics, tools, or tangible results, and uses vague, buzzword-heavy language like 'concept-first' and 'cross-channel campaign thinking' which provides no evidence of actual skill application."
Bernstein Rein,[content],"- Shaped a lasting approach to brand storytelling, visual clarity, and campaign thinking — principles that continue to guide creative and strategic work across roles.",40.0,45.0,50.0,30.0,FAIL,"The bullet uses a dash in prose, contains vague and subjective language ('lasting approach', 'visual clarity'), lacks specific metrics or tools, and reads as a philosophical statement rather than a verifiable professional achievement."
Vidyard,[content] [email],- Applied personalized video in outbound and follow-ups to lift reply and meeting rates in SDR programs,65.0,70.0,75.0,70.0,FAIL,"The bullet lacks specific metrics (e.g., 'lifted reply rates by X%') and fails to name the specific tools used for video personalization, making the claim unverifiable and generic."
Vidyard,[ops],- Applied tools and tactics to enhance conversion rates and humanize digital outreach across CRM campaigns.,40.0,50.0,60.0,40.0,FAIL,"The bullet uses vague, generic language ('tools and tactics') and lacks specific metrics or defined outcomes. It fails to explain how the outreach was humanized or what specific CRM platforms were utilized, making the claim unverifiable."
Vidyard,[writing],"- Attended a concept-intensive, strategy-first portfolio program focusing on campaign ideation, copywriting, and art direction.",40.0,50.0,60.0,30.0,FAIL,"The bullet describes a training program rather than professional work experience, uses vague buzzwords like 'concept-intensive' and 'strategy-first', and fails to demonstrate an outcome or system-level contribution."
Vidyard,[mgmt],"- Mentored by Executive Creative Director Arlo Oviatt, earned encouragement to pursue a career in creative advertising.",40.0,50.0,80.0,20.0,FAIL,"The bullet describes a personal anecdote rather than a professional achievement or system-level contribution. It lacks measurable outcomes, professional impact, and fails to demonstrate technical or strategic competency relevant to a hiring manager."
Vidyard,[content],"- Built a personal portfolio that laid the foundation for a career in brand storytelling, visual clarity, and strategy-first creative work. EDUCATION",40.0,50.0,60.0,30.0,FAIL,"The bullet uses vague, subjective buzzwords like 'brand storytelling' and 'strategy-first' without providing concrete evidence of impact or specific technical skills. It describes a personal project rather than professional experience and fails to demonstrate a measurable outcome or system-level contribution."
Vidyard,[content] [email] [enablement],"- Certified in personalized video strategy for sales enablement, including training sales teams on video messaging best practices and engagement tracking.",65.0,70.0,80.0,75.0,FAIL,"The bullet fails because it describes a task/responsibility ('training sales teams') rather than an outcome or system architecture. It also uses the passive, task-oriented structure of 'including training' which reads like a job description rather than a professional achievement."
Vidyard,[content] [email] [ops],- Certified in personalized video strategy to enhance CRM/email engagement and drive conversions.,40.0,50.0,70.0,50.0,FAIL,"The bullet describes a certification rather than a professional achievement or system implementation. It lacks specific metrics, fails to explain the scope of the work, and uses generic language regarding 'enhancing engagement' without providing evidence of the outcome."
Vidyard,[content] [email],"- Certified in personalized video strategy to improve engagement, humanize outreach, and boost conversion",40.0,50.0,60.0,30.0,FAIL,"The bullet describes a certification rather than a professional achievement or system implementation. It uses vague, outcome-oriented buzzwords ('humanize outreach', 'boost conversion') without providing specific metrics or evidence of application. It fails to explain the 'how' or the scale of the work performed."
Vidyard,[content] [email],"- Certified in personalized video strategy, including training teams best practices and engagement tracking",50.0,60.0,70.0,40.0,FAIL,"The bullet uses the forbidden filler phrase 'best practices', lacks a strong action verb (starts with a passive participle), and describes a task/training role rather than a measurable outcome or system architecture. It fails to specify the scale of the teams trained or the impact of the engagement tracking."
Vidyard,[content],- Certified in video and personalized messaging strategy to enhance marketing campaign effectiveness.,40.0,50.0,60.0,30.0,FAIL,"The bullet is a task description rather than an outcome statement, lacks specific metrics or tools, uses vague language ('enhance marketing campaign effectiveness'), and fails to demonstrate a system or infrastructure built by the candidate."
Johnson County Community College,[content],"- Coursework included color theory, typography, illustration, 3D concepts, desktop publishing, and film photography",90.0,95.0,90.0,70.0,FAIL,"The bullet fails because it describes a list of tasks/coursework rather than an outcome or professional system. It also ends with a period, which violates the formatting constraints."
University of Kansas,[generalist],- Marketing Intern for Lied Center; grew social media engagement by 800% through strategic content and audience development,50.0,40.0,70.0,60.0,FAIL,"The claim of 800% growth is an unexplained metric that lacks context regarding the baseline or timeframe, making it appear as inflated scope. The phrase 'strategic content and audience development' is generic filler that fails to explain the actual methodology or tools used."
Vidyard,[mgmt] [writing],- Mentored by Executive Creative Director Arlo Oviatt in content development and editorial judgment.,40.0,50.0,80.0,20.0,FAIL,"The bullet describes a passive experience (being mentored) rather than an active contribution or outcome. It fails to demonstrate professional impact, skills applied, or systems built, and relies on name-dropping rather than verifiable professional achievement."
Vidyard,[content] [writing],"- Developed foundational skills in content review, editorial judgment, and strategic content planning.",30.0,40.0,60.0,20.0,FAIL,"The bullet describes personal development rather than professional output or business impact. It uses vague, generic language that fails to demonstrate specific systems, tools, or measurable outcomes."
Vidyard,[content] [writing],"- Built portfolio demonstrating expertise in brand storytelling, editorial clarity, and strategy-driven creative content development.",40.0,50.0,60.0,30.0,FAIL,"The bullet uses generic, subjective buzzwords like 'expertise,' 'brand storytelling,' and 'strategy-driven' without providing concrete evidence, metrics, or specific project outcomes. It reads as a task description rather than a systems or outcome statement and lacks any mention of tools or specific business impact."
