cluster_id,cluster_size,is_representative,next_action,Bullet Point,Role / Company,Tags,accuracy_score,believability_score,clarity_score,ats_value,manager_test,weaknesses,final_bullet,rewrite_status,rewrite_attempts,rewrite_reasoning,context_gaps
359,4,False,REWRITE,"- Partnered with Marketing, Product, Customer Support, and Sales Operations to align campaign goals, improve segmentation, and translate performance data into refinements.",Treering Yearbooks,[ops],60.0,65.0,70.0,50.0,FAIL,"The bullet uses the banned phrase 'Partnered with' and is overly generic, describing a standard cross-functional meeting process rather than a specific system, infrastructure, or measurable outcome.",,,,,
359,4,False,REWRITE,"- Partnered with Marketing, Product, Engineering, Customer Support, and Sales Operations to align campaign goals, improve segmentation, and translate performance data into campaign refinements.",Treering Yearbooks,[ops],60.0,65.0,70.0,50.0,FAIL,"The bullet uses the banned phrase 'Partnered with' and is overly generic, describing a standard cross-functional meeting process rather than a specific outcome, system, or unique contribution.",,,,,
363,1,True,REWRITE,"- Partnered with Product and Support to turn customer feedback and market insights into positioning and product launch enablement, managing go-to-market communication across the product lifecycle",Treering Yearbooks,[enablement],65.0,70.0,60.0,75.0,FAIL,The bullet uses the banned phrase 'Partnered with' and reads as a generic task description rather than a specific outcome-oriented system statement.,,,,,
364,1,True,REWRITE,- Partnered with RevOps to standardize data hygiene protocols and optimize Salesforce–Outreach integrations across systems,Treering Yearbooks,[ops],75.0,80.0,85.0,90.0,FAIL,"The bullet contains a dash in prose (Salesforce–Outreach), which violates the strict formatting rules.",,,,,
365,1,True,REWRITE,"- Partnered with Treering’s in-house designer during key campaigns, ensuring cohesive visual and verbal branding.",Treering Yearbooks,[brand][design],60.0,70.0,75.0,50.0,FAIL,"The bullet uses the banned phrase 'Partnered with', which is a variation of 'worked on' or 'assisted with', and it describes a task rather than a specific system or measurable outcome.",,,,,
366,1,True,REWRITE,"- Partnered with cross-functional teams to translate insights into campaign themes and messaging strategies, guiding tone, visuals, and channel plans across lifecycle stages.",Treering Yearbooks,[brand][mgmt],60.0,65.0,70.0,50.0,FAIL,The bullet uses the banned phrase 'Partnered with' and relies on generic corporate language that describes a process rather than a specific outcome or system ownership.,,,,,
108,2,True,REWRITE,"- Partnered with design, dev, and UX teams to align messaging across product, support, and outbound touchpoints.",Treering Yearbooks,[mgmt][design],60.0,70.0,75.0,50.0,FAIL,The bullet uses the banned phrase 'Partnered with' and describes a generic task rather than a specific outcome or system-level achievement.,,,,,
91,48,False,KEEP,"- Partnered with sales and marketing to standardize 100+ email templates and sales assets, leading a cross-functional Content Committee that reduced review cycles by 20%.",Treering Yearbooks,[content],90.0,95.0,95.0,85.0,PASS,,,,,,
367,2,True,REWRITE,- Partnered with sales and operations teams to enhance cross-sell and upsell opportunities through targeted CRM campaigns.,Treering Yearbooks,[ops][mgmt],50.0,60.0,60.0,50.0,FAIL,"The bullet uses the banned phrase 'Partnered with' and is overly generic, failing to specify the CRM tool, the scale of the campaigns, or the actual outcome achieved.",,,,,
367,2,False,REWRITE,"- Partnered with sales and operations to align CRM efforts with go-to-market strategies, driving cross-sell and upsell opportunities.",Treering Yearbooks,[ops],40.0,50.0,50.0,40.0,FAIL,"The bullet uses the banned phrase 'Partnered with' and is overly generic, failing to specify what actions were taken, what CRM tools were used, or what the actual outcome was beyond vague 'opportunities'.",,,,,
368,1,True,REWRITE,"- Performed audience segmentation analysis using CRM data, noting behavioral insights that informed personalization strategies.",Treering Yearbooks,[ops],65.0,70.0,75.0,60.0,FAIL,"The bullet uses the banned phrase 'Performed' and is too generic; it lacks specific tools, metrics, or a clear outcome beyond 'informed strategies'.",,,,,
369,1,True,REWRITE,"- Performed research, building account profiles (stakeholders, systems, prior engagement) to improve conversion.",Treering Yearbooks,[generalist],60.0,70.0,65.0,50.0,FAIL,"The bullet uses a weak, generic opening verb ('Performed') and describes a task rather than a specific outcome or system. It lacks a concrete metric, tool mention, or specific scale to verify the impact of the research.",,,,,
370,1,True,REWRITE,"- Performed rigorous A/B and multivariate tests across email subject lines, content variations, send timing, and segmentation strategies, utilizing data-driven insights to optimize messaging, resulting in increased open and conversion rates.",Treering Yearbooks,[ops][content],50.0,60.0,70.0,65.0,FAIL,"The bullet fails because it uses vague, unverifiable claims ('increased open and conversion rates') without providing specific metrics or context, and it relies on generic marketing buzzwords like 'data-driven insights' and 'optimize messaging' which could appear on any resume.",,,,,
179,4,False,KEEP,"- Piloted A/B-tested sequences across unique segments, doubling lead-to-meeting conversion in under 60 days.",Treering Yearbooks,[email],85.0,80.0,90.0,85.0,PASS,,,,,,
371,1,True,REVIEW,"- Piloted a district-level go-to-market motion targeting centralized procurement, defining buyer personas and segmentation strategy for demand generation campaigns",Treering Yearbooks,[email],85.0,80.0,85.0,80.0,PASS,"The bullet is slightly abstract; while it describes a strategic process, it lacks a specific outcome or metric to ground the success of the go-to-market motion.",,,,,
372,1,True,REWRITE,"- Pioneered A/B testing protocols across subject lines, timing, and content blocks, boosting conversion performance",Treering Yearbooks,[content],65.0,70.0,80.0,75.0,FAIL,"The bullet fails because it uses the vague, unverified claim 'boosting conversion performance' without providing a specific metric or context, and it reads as a generic task description rather than a specific outcome.",,,,,
77,3,True,REWRITE,"- Pioneered a district-level outreach strategy, building relationships with K-12 district leaders and PTA councils to secure multi-school contracts and high-value partnerships.",Treering Yearbooks,[email],75.0,80.0,85.0,70.0,PASS,"The bullet lacks specific metrics or scale (e.g., number of districts, dollar value of contracts) to move it from a general description to a high-impact achievement.",,,,,
373,1,True,REWRITE,"- Pioneered a top-down process for district leadership and PTA councils, opening multi-school opportunities",Treering Yearbooks,[email],50.0,60.0,50.0,40.0,FAIL,"The bullet uses vague, buzzword-heavy language ('Pioneered', 'top-down process', 'multi-school opportunities') that lacks concrete evidence, specific tools, or measurable outcomes, making it impossible to verify.",,,,,
275,2,True,REWRITE,"- Pioneered district and PTA council outreach strategy, unlocking multi-school deal flow and new RFP management processes.",Treering Yearbooks,[email][mgmt],75.0,80.0,85.0,70.0,PASS,"The bullet lacks a specific metric or scale to quantify the 'multi-school deal flow' or the impact of the new RFP processes, making the outcome feel slightly abstract.",,,,,
374,1,True,REWRITE,"- Pitched and launched new district/PTA outreach model, opening multi-school opportunities and new procurement pathways.",Treering Yearbooks,[email],70.0,75.0,70.0,65.0,FAIL,"The bullet contains a dash in prose (district/PTA), which violates the strict formatting rules.",,,,,
375,1,True,REWRITE,"- Planned and executed full-funnel campaigns, blending email, social media, and web content to drive adoption and engagement.",Treering Yearbooks,[content],40.0,50.0,60.0,40.0,FAIL,"The bullet uses the banned phrase 'Planned and executed' which is a generic task description, lacks any specific metrics, tools, or outcomes, and is so generic it could appear on any marketing resume.",,,,,
225,5,False,REWRITE,"- Planned email calendar and segmentation for year-long lifecycle campaigns, ensuring consistent branding and timely delivery.",Treering Yearbooks,[brand],65.0,70.0,75.0,60.0,FAIL,"The bullet uses generic language ('ensuring consistent branding') and lacks specific metrics, tools, or outcomes, making it read like a task description rather than a high-impact achievement.",,,,,
376,1,True,REWRITE,"- Platform Migration & Configuration: Led adoption of Outreach.io platform, mastering technical setup, Salesforce integration, and automation workflows",Treering Yearbooks,[ops],70.0,75.0,80.0,85.0,FAIL,"The bullet uses a dash in the prose, which is prohibited by the rules, and it reads as a task description rather than a specific outcome-oriented statement.",,,,,
377,5,True,REWRITE,"- Presented campaign insights and performance analytics to senior leadership, informing strategy and process improvements.",Treering Yearbooks,[email],60.0,65.0,70.0,50.0,FAIL,"The bullet is generic, lacks specific metrics or tools, and reads as a task description rather than a high-impact outcome statement.",,,,,
377,5,False,REWRITE,"- Presented campaign insights and performance data to senior leadership, influencing team strategy and process improvements.",Treering Yearbooks,[ops][mgmt],60.0,65.0,70.0,50.0,FAIL,"The bullet is too generic, lacks specific metrics or tools, and uses vague corporate-speak like 'influencing team strategy' without providing evidence of the actual outcome or the specific process improvements made.",,,,,
378,1,True,REWRITE,"- Presented campaign insights to senior leadership, influencing adoption of new segmentation and automation tactics.",Treering Yearbooks,[email],70.0,75.0,80.0,65.0,PASS,The bullet is somewhat generic and lacks specific metrics or named tools to ground the claim of influencing leadership.,,,,,
379,1,True,REWRITE,"- Presented campaign results and strategy to executive leadership, influencing adoption of new outbound methodologies.",Treering Yearbooks,[email],65.0,70.0,80.0,60.0,FAIL,"The bullet is too generic and lacks specific metrics, tools, or the scale of the 'campaigns' mentioned, making it difficult to verify the impact on executive decision-making.",,,,,
377,5,False,REWRITE,"- Presented data-driven campaign insights and metrics to senior leadership, aligning marketing strategies with business objectives.",Treering Yearbooks,[ops],40.0,50.0,60.0,40.0,FAIL,"The bullet is generic, lacks specific metrics or tools, and uses vague corporate-speak like 'aligning marketing strategies with business objectives' which could apply to any role.",,,,,
377,5,False,REWRITE,- Presented detailed campaign insights and performance data to senior leadership to drive continuous process improvements.,Treering Yearbooks,[ops],50.0,60.0,70.0,40.0,FAIL,"The bullet is generic, lacks specific metrics or tools, and uses vague corporate language like 'detailed campaign insights' and 'drive continuous process improvements' which could apply to any role.",,,,,
377,5,False,REWRITE,- Presented detailed campaign insights and performance data to senior leadership to inform strategic process improvement and future email marketing initiatives.,Treering Yearbooks,[ops],60.0,65.0,70.0,50.0,FAIL,"The bullet is generic, lacks specific metrics or tools, and reads as a task description rather than an outcome-oriented achievement.",,,,,
380,1,True,REWRITE,"- Presented work directly to clients, adjusting based on feedback and gaining trust as both a creative and a communicator.",Treering Yearbooks,[brand],50.0,60.0,65.0,40.0,FAIL,"The bullet is too generic, lacks specific metrics or tools, and relies on subjective claims about gaining trust rather than describing a concrete system or outcome.",,,,,
381,1,True,REWRITE,"- Produced branded content across flyers, decks, and email campaigns to support engagement and product adoption.",Treering Yearbooks,[design][brand],60.0,70.0,70.0,50.0,FAIL,"The bullet is too generic and reads as a task description rather than an outcome-oriented statement; it lacks specific metrics, tools, or a clear system of impact.",,,,,
382,1,True,REWRITE,- Produced branded pitch decks and creative sales materials that supported enterprise growth and campaign clarity.,Treering Yearbooks,[brand][design],50.0,60.0,60.0,40.0,FAIL,"The bullet is generic, lacks specific metrics or tools, and uses vague corporate language like 'supported enterprise growth' which is unverifiable and could apply to any marketing role.",,,,,
383,1,True,REWRITE,"- Produced branded pitch decks and slide kits for paid conference events and webinar campaigns — improving outreach clarity, visual storytelling, and conversion readiness.",Treering Yearbooks,[design][brand],70.0,80.0,75.0,60.0,FAIL,"The bullet contains a dash in prose, which violates the strict formatting rules, and it lacks a specific metric or tool to ground the claim of 'improving conversion readiness'.",,,,,
384,1,True,REWRITE,"- Produced internal training materials, branded sales decks, and creative assets used across multiple outreach touchpoints.",Treering Yearbooks,[brand][content],60.0,70.0,75.0,50.0,FAIL,"The bullet is generic, lacks specific metrics or outcomes, and reads as a task description rather than a systems or impact statement.",,,,,
385,1,True,REWRITE,"- Produced modular campaign kits with persona-aligned messaging, visuals, and funnel strategy, collaborated with design and marketing teams to produce pandemic-era collateral that was featured across customer portals for two years.",Treering Yearbooks,[mgmt][design],75.0,80.0,70.0,75.0,FAIL,"The bullet contains a comma splice and a dash in prose, and it uses the banned phrase 'collaborated with' which functions similarly to 'worked on' or 'assisted with' by obscuring individual contribution.",,,,,
386,1,True,REWRITE,- Produced sales decks and marketing collateral used by district and PTA partners nationwide.,Treering Yearbooks,[email][design],65.0,70.0,80.0,60.0,FAIL,The bullet is too generic and lacks specific metrics or tool mentions to distinguish the candidate's impact; it reads as a task description rather than an outcome-oriented statement.,,,,,
387,2,True,KEEP,"- Promoted to Senior SDR and manager of a remote team of 4–6; led 1:1s, QA, call coaching, and monthly team training for 20+ reps",Treering Yearbooks,[mgmt][enablement],85.0,90.0,95.0,80.0,PASS,,,,,,
387,2,False,REWRITE,"- Promoted to Senior SDR and manager of a remote team of 4–6; led 1:1s, call coaching, QA, and monthly team training for 20+ reps",Treering Yearbooks,[mgmt][enablement],85.0,90.0,95.0,80.0,FAIL,"The bullet contains a dash in prose (4–6), which violates the strict formatting rules provided.",,,,,
255,30,False,KEEP,- Promoted to lead a 12-person team in six months after consistent Top Seller recognition.,Treering Yearbooks,[mgmt],85.0,80.0,95.0,70.0,PASS,,,,,,
388,5,False,REWRITE,"- Promoted to team lead and entrusted with final client wrap-up, including campaign handoff and research for PTA partnerships.",Treering Yearbooks,[email][mgmt],60.0,70.0,65.0,50.0,FAIL,The bullet uses the banned phrase 'entrusted with' and reads as a list of tasks rather than a systems or outcome-oriented statement. It lacks specific metrics or tools to verify the scope of the 'campaign handoff' or the impact of the 'PTA partnerships'.,,,,,
389,1,True,REWRITE,"- Promoted to team lead and entrusted with project wrap-up, including spearheading new PTA conference research and handover.",Treering Yearbooks,[email][mgmt],40.0,50.0,50.0,30.0,FAIL,"The bullet uses vague, corporate-speak verbs like 'spearheading' and 'entrusted with,' lacks any measurable outcome or specific tools, and describes a task rather than a system or infrastructure impact.",,,,,
255,30,True,KEEP,"- Promoted to team lead managing 12 SDRs within six months; implemented Salesforce workflows and Outreach cadences, improving qualified lead conversion by 35%",Treering Yearbooks,[ops][mgmt],90.0,85.0,95.0,90.0,PASS,,,,,,
388,5,False,REWRITE,"- Promoted to team lead within 6 months and owned final wrap-up (lifecycle campaign handoff, client reporting, PTA research).",Treering Yearbooks,[email][mgmt],65.0,70.0,60.0,50.0,FAIL,"The bullet uses a dash in prose, ends with a period, and describes a list of tasks rather than a clear outcome or system. It also lacks specific metrics or tool names to ground the 'team lead' claim.",,,,,
255,30,False,KEEP,"- Promoted to team lead within 6 months, creating training materials and coaching protocols for 12-person SDR organization.",Treering Yearbooks,[mgmt][enablement],85.0,90.0,95.0,80.0,PASS,,,,,,
255,30,False,KEEP,"- Promoted to team lead within 6 months, creating training materials and coaching protocols for 12-person SDR team.",Treering Yearbooks,[mgmt][enablement],85.0,90.0,95.0,80.0,PASS,,,,,,
390,1,True,REVIEW,- Promoted to team lead within six months; trained and coached a 12-person team on sales strategy and customer engagement.,Treering Yearbooks,[mgmt],85.0,80.0,90.0,70.0,PASS,"The bullet is slightly generic regarding the specific sales strategy or outcomes achieved by the team, focusing more on the promotion and training aspect than the business impact.",,,,,
391,1,True,REWRITE,- Proposed enhancements to CRM workflows and collaborated cross-functionally on GTM alignment and campaign scheduling.,Treering Yearbooks,[ops],50.0,60.0,55.0,50.0,FAIL,"The bullet uses vague, passive language ('Proposed enhancements', 'collaborated cross-functionally') that describes tasks rather than outcomes or specific systems. It lacks metrics, specific tools, or a clear sense of what was actually achieved.",,,,,
392,2,True,REWRITE,"- Ran A/B tests for subject lines, timing, and content, including AI-assisted drafts, driving increases in engagement and reactivation.",Treering Yearbooks,[content],60.0,65.0,70.0,60.0,FAIL,"The bullet uses the banned phrase 'Ran', lacks specific metrics to quantify the 'increases' in engagement, and is generic enough to apply to any marketing role without modification.",,,,,
392,2,False,REWRITE,"- Ran A/B tests for subject lines, timing, and content, including AI-assisted drafts, driving measurable increases in engagement.",Treering Yearbooks,[content],50.0,60.0,65.0,60.0,FAIL,"The bullet uses the banned phrase 'Ran', lacks specific metrics to support the claim of 'measurable increases', and is generic enough to apply to any marketing role without modification.",,,,,
29,40,False,REWRITE,- Ran a CRM audit that identified $3M+ in potential opportunities; results used to reassign accounts to SDRs for future coverage,Treering Yearbooks,[ops],85.0,80.0,90.0,85.0,FAIL,"The bullet uses a semicolon to connect two clauses, which is acceptable, but the prompt explicitly forbids dashes in prose; while this bullet uses a semicolon, it is dangerously close to the 'task description' trap. More importantly, it fails the manager test because it contains a semicolon, which is often treated as a separator that violates the 'no punctuation' rule for bullet points, and the phrasing 'Ran a CRM audit' is slightly generic.",,,,,
393,1,True,REWRITE,"- Ran annual market-research and competitive-analysis sprints that uncovered new school segments, adding ~6% net-new ARR.",Treering Yearbooks,[generalist],75.0,80.0,85.0,70.0,FAIL,"The bullet uses a dash in prose ('market-research' and 'competitive-analysis'), which violates the rule against dashes in prose. Additionally, 'Ran' is a weak, task-oriented verb.",,,,,
29,40,False,KEEP,"- Ran comprehensive CRM audit that surfaced $3M+ in untapped pipeline by resolving miscategorized records and refining filters, leading to creation of new role for direct report management.",Treering Yearbooks,[ops][mgmt],85.0,80.0,90.0,85.0,PASS,,,,,,
394,3,False,REWRITE,- Ran select solo demos; 100% converted to customers after AE activation; partnered with AEs for account setup/close,Treering Yearbooks,[generalist],60.0,55.0,70.0,65.0,FAIL,"The bullet uses a banned phrase 'partnered with', contains a semicolon which is discouraged in favor of cleaner syntax, and makes an implausible claim of 100% conversion that lacks necessary context or sample size to be believable.",,,,,
15,7,False,REWRITE,- Ranked Top 10 companywide within one month; earned 2× Top Seller recognition through optimized outreach cadences,Treering Yearbooks,[email],70.0,65.0,85.0,70.0,FAIL,"The bullet uses a semicolon to connect two distinct thoughts, which functions as a dash-like break in prose, and the claim of 'Top 10 companywide' is unverifiable and lacks the necessary context (e.g., team size, metric used for ranking) to be considered professional evidence.",,,,,
255,30,False,REWRITE,- Ranked in the company’s Top 10 performers within one month and promoted to lead a 12-person team within six months.,Treering Yearbooks,[mgmt],60.0,65.0,90.0,40.0,FAIL,"The bullet relies on unverifiable superlatives (Top 10 performers) without defining the metric used for ranking, and it lacks any mention of tools, systems, or specific professional context.",,,,,
255,30,False,KEEP,- Ranked in the company’s Top 10 sellers for the first two months and promoted in six months to lead a 12-person team.,Treering Yearbooks,[mgmt],85.0,80.0,95.0,70.0,PASS,,,,,,
15,7,False,REWRITE,- Ranked in the company’s Top 10 within the first month and earned 2× Top Seller recognition.,Treering Yearbooks,[generalist],60.0,65.0,80.0,50.0,FAIL,"The bullet relies on internal, unverifiable superlatives ('Top 10', 'Top Seller') without providing context on the size of the sales team, the metrics used for ranking, or the timeframe of the recognition, making it feel like a generic resume claim.",,,,,
395,1,True,KEEP,- Reactivated high-fit accounts using pattern-interrupt subjects and micro-proof PS lines to overcome message fatigue,Treering Yearbooks,[generalist],85.0,90.0,95.0,80.0,PASS,,,,,,
396,1,True,REWRITE,"- Rebuilt and reorganized the sales enablement system—tagging hundreds of assets for CX, support, and lifecycle use.",Treering Yearbooks,[content][enablement],75.0,85.0,80.0,70.0,FAIL,"The bullet contains a dash in prose, which violates the strict formatting rules provided.",,,,,
397,2,True,REWRITE,"- Recognized as a top performer, consistently ranking in the company’s Top 10 sellers for reaching and exceeding key metrics.",Treering Yearbooks,[generalist],40.0,45.0,70.0,30.0,FAIL,"The bullet uses vague superlatives ('top performer', 'key metrics') without providing specific data, relies on subjective self-assessment, and fails to mention any tools, systems, or specific outcomes.",,,,,
25,29,False,KEEP,"- Recognized as the first outbound employee to surpass $1M in sourced revenue, exceeding first-year target by 17%.",Treering Yearbooks,[generalist],90.0,85.0,95.0,80.0,PASS,,,,,,
25,29,False,KEEP,- Recognized as the first outbound hire to surpass $1M in sourced revenue; exceeded first-year target by 17%.,Treering Yearbooks,[generalist],90.0,85.0,95.0,80.0,PASS,,,,,,
25,29,False,REWRITE,"- Recognized as the first outbound team member to surpass $1M in sourced revenue through warm, mission-driven messaging.",Treering Yearbooks,[mgmt],65.0,60.0,80.0,70.0,FAIL,"The bullet uses subjective, non-verifiable descriptors like 'mission-driven' and relies on a self-reported superlative ('first outbound team member') that is difficult to verify and sounds like marketing fluff rather than a concrete professional achievement.",,,,,
90,5,False,REWRITE,- Recognized for strategic and creative problem-solving; directly recruited by Treering following successful wrap-up of client project.,Treering Yearbooks,[brand],40.0,50.0,60.0,20.0,FAIL,"The bullet relies on vague, subjective praise ('strategic and creative problem-solving') rather than a specific system or outcome, and it fails the manager test by using generic, unverifiable claims that lack professional context.",,,,,
398,3,True,REWRITE,- Recruited by Treering Yearbooks’ Head of Sales due to outstanding project management and impactful strategic contributions.,Treering Yearbooks,[mgmt],40.0,50.0,60.0,30.0,FAIL,"The bullet is subjective, unverifiable, and lacks a clear outcome or system; it reads as a self-congratulatory claim rather than a professional achievement.",,,,,
399,6,False,REWRITE,- Recruited by Treering’s Head of Sales (1 of 2 external hires) based on campaign alignment and email strategy execution.,Treering Yearbooks,[email],60.0,65.0,70.0,40.0,FAIL,"The bullet uses parentheses, which is a violation of the formatting rules, and it focuses on the hiring process rather than a professional outcome or system built.",,,,,
398,3,False,REWRITE,- Recruited by Treering’s Head of Sales for a direct hire role due to exceptional performance and partnership.,Treering Yearbooks,[generalist],40.0,50.0,70.0,20.0,FAIL,"The bullet is a subjective claim about being recruited rather than a description of professional work, systems, or outcomes; it lacks verifiable metrics or specific tool usage.",,,,,
399,6,True,REVIEW,- Recruited directly by Treering’s Head of Sales for a full-time internal role based on email performance and strategic alignment.,Treering Yearbooks,[email],85.0,80.0,90.0,60.0,PASS,"The bullet focuses on a hiring outcome rather than a professional achievement or system-level contribution, which provides less insight into the candidate's day-to-day operational capabilities.",,,,,
400,1,True,REWRITE,"- Redesigned and facilitated monthly training for 20+ reps, fostering a collaborative and productive work environment.",Treering Yearbooks,[design],65.0,70.0,75.0,60.0,FAIL,The bullet uses the filler phrase 'fostering a collaborative and productive work environment' which is generic and lacks measurable outcome evidence.,,,,,
401,1,True,REWRITE,"- Refreshed sales content with product, sales, and support teams, aligning tone and messaging to lifecycle stage and funnel goals.",Treering Yearbooks,[content][mgmt],65.0,70.0,75.0,60.0,FAIL,"The bullet is too generic and reads as a task description rather than a specific outcome; it lacks a concrete metric, tool mention, or specific artifact to prove the impact of the content refresh.",,,,,
402,2,True,REWRITE,"- Regularly collaborated with Creative, Product, Engineering, and Marketing to improve campaign execution, internal collaboration, and customer experience",Treering Yearbooks,[brand],40.0,50.0,50.0,30.0,FAIL,"The bullet uses vague, generic language that could apply to any role, lacks specific metrics or outcomes, and fails to describe a concrete system or infrastructure change.",,,,,
402,2,False,REWRITE,"- Regularly collaborated with Creative, Product, Engineering, and Marketing, receiving essential feedback to improve both campaign execution and prospect/customer experiences",Treering Yearbooks,[brand],40.0,50.0,50.0,30.0,FAIL,"The bullet is generic, lacks specific outcomes or metrics, and uses vague language like 'collaborated with' and 'improve both campaign execution and prospect/customer experiences' which could apply to any role.",,,,,
403,2,False,REWRITE,"- Regularly surveyed internal stakeholders to collect information, ensuring content alignment with user needs and continually refining messaging strategies for optimal performance.",Treering Yearbooks,[content],40.0,50.0,50.0,30.0,FAIL,"The bullet is generic, lacks specific metrics or tools, and uses vague language like 'optimal performance' and 'continually refining' which are not verifiable. It reads as a task description rather than an outcome-oriented achievement.",,,,,
403,2,True,REWRITE,"- Regularly surveyed internal stakeholders to collect information, ensuring content alignment with user needs, continually refining messaging strategies for optimal performance",Treering Yearbooks,[content],50.0,60.0,55.0,40.0,FAIL,"The bullet uses vague, filler-heavy language ('optimal performance', 'content alignment') and describes a process rather than a specific outcome or system. It fails the manager test because it reads as a generic task description rather than a high-impact achievement.",,,,,
404,1,True,REWRITE,- Reply-Rate Machine: Pattern-breaking copy and personalization delivering strong results (best: 83% open / 43% reply),Treering Yearbooks,[writing],40.0,50.0,60.0,40.0,FAIL,"The bullet uses forbidden filler words (best-in-class/strong results), lacks a clear system or infrastructure description, and provides metrics without necessary context (audience size, channel, or timeframe) to make them verifiable.",,,,,
405,1,True,REWRITE,"- Researched and personalized messaging at scale, touching 1,200+ prospects/week for stronger lead generation.",Treering Yearbooks,[generalist],70.0,65.0,80.0,75.0,FAIL,"The bullet uses the banned phrase 'Researched and personalized' which is a task-based description rather than a systems-based outcome, and the claim of 1,200+ prospects per week is high enough to trigger skepticism regarding the quality of personalization without naming the automation tool used.",,,,,
25,29,False,KEEP,- Revenue Impact: First outbound hire to generate $1M+ in sourced closed-won (>$1.5M total contribution),Treering Yearbooks,[generalist],95.0,90.0,95.0,85.0,PASS,,,,,,
25,29,False,KEEP,- Revenue Impact: First outbound hire; generated $1M+ in sourced closed-won (>$1.5M total contribution),Treering Yearbooks,[generalist],90.0,85.0,95.0,80.0,PASS,,,,,,
406,1,True,REWRITE,"- Reviewed, proofed, and refined copy for outbound messaging, preventing errors and helping the brand feel polished.",Treering Yearbooks,[writing][brand],60.0,65.0,70.0,40.0,FAIL,"The bullet uses the banned phrase 'helping the', relies on subjective/vague outcomes ('feel polished'), and describes a task rather than a system or measurable impact.",,,,,
407,2,True,REWRITE,"- Sales Enablement & Training: Delivered hands-on Salesforce training in all-team meetings, small-group sessions, and one-on-ones, significantly improving platform adoption and team efficiency.",Treering Yearbooks,[enablement][mgmt],60.0,70.0,75.0,70.0,FAIL,"The bullet uses vague, unmeasurable claims like 'significantly improving platform adoption and team efficiency' without providing a metric or specific outcome, and it includes a dash in the prose which is prohibited.",,,,,
407,2,False,REWRITE,"- Sales Enablement & Training: Led comprehensive Salesforce training, delivering all-team meetings, small-group sessions, and weekly one-on-ones. Created PowerPoint presentations based on personal expertise and frequently assisted colleagues in troubleshooting Salesforce issues, significantly improving team adoption and efficiency.",Treering Yearbooks,[enablement][mgmt],60.0,65.0,70.0,60.0,FAIL,"The bullet uses the banned phrase 'assisted with' (in the form of 'assisted colleagues'), relies on vague claims like 'significantly improving team adoption' without a metric, and reads as a task description rather than an outcome-focused system statement.",,,,,
408,2,True,REWRITE,"- Salesforce + Outreach.io Integration: Developed custom Salesforce field mapping for Outreach.io to automate personalized messaging with advanced if/then logic. Troubleshot and resolved sync issues, improving engagement tracking and messaging accuracy. Leveraged CRM data to enhance customer loyalty and retention in a retail-driven environment by optimizing targeted outreach and engagement strategies.",Treering Yearbooks,[ops],70.0,75.0,65.0,85.0,FAIL,"The bullet contains a dash in the prose (Salesforce + Outreach.io Integration:), uses a task-heavy structure, and includes generic, unverifiable claims about enhancing customer loyalty and retention without specific metrics.",,,,,
408,2,False,REWRITE,"- Salesforce + Outreach.io Integration: Developed custom Salesforce field mapping for Outreach.io to automate personalized messaging with advanced if/then logic. Troubleshot and resolved sync issues, improving engagement tracking and messaging accuracy. Leveraged CRM data to enhance customer loyalty and retention in a retail-driven environment by optimizing targeted outreach and engagement strategies. Currently completing certification in Iterable, excited to further specialize in multi-channel CRM at scale.",Treering Yearbooks,[ops],65.0,60.0,60.0,75.0,FAIL,"The bullet contains a dash in prose, uses a trailing period, includes a personal statement about certification/excitement which is inappropriate for a resume bullet, and is overly long/wordy.",,,,,
409,1,True,REVIEW,"- Salesforce Data Optimization: Optimized CRM data for 2,000+ prospect accounts, streamlining bulk updates and data scrubbing. Utilized Salesforce Data Loader, automating imports and significantly reducing manual data entry time.",Treering Yearbooks,[ops],85.0,90.0,85.0,90.0,PASS,"The phrase 'significantly reducing' is slightly vague; quantifying the time saved would have made this a stronger, more verifiable claim.",,,,,
89,12,False,REWRITE,"- Secured a statewide promotion opportunity through the Georgia PTA, expanding reach across 2,200+ public schools.",Treering Yearbooks,[email],75.0,80.0,85.0,70.0,PASS,The bullet is slightly vague regarding the specific nature of the 'promotion opportunity' and the candidate's specific role in securing it versus simply being a participant.,,,,,
410,2,True,REWRITE,"- Selected for a competitive internship at a large digital agency, supporting cross-functional teams on major national accounts.",Treering Yearbooks,[mgmt][brand],40.0,50.0,60.0,30.0,FAIL,"The bullet is generic, lacks specific metrics or tools, and uses vague language like 'major national accounts' which is unverifiable and common filler.",,,,,
411,6,True,REWRITE,"- Selected for a concept-first portfolio bootcamp emphasizing strategy, storytelling, and cross-channel campaign thinking.",Treering Yearbooks,[email],60.0,70.0,75.0,40.0,FAIL,"The bullet describes a passive experience (being selected for a program) rather than an active professional contribution or outcome; it lacks specific metrics, tools, or tangible work products.",,,,,
90,5,False,REWRITE,"- Selected to lead the wrap-up of Treering’s client project, then directly recruited by Treering’s Head of Sales to join them in-house.",Treering Yearbooks,[generalist],70.0,75.0,85.0,40.0,PASS,"The bullet describes a career narrative rather than a specific professional system or outcome, making it difficult to assess technical competency or specific job-related impact.",,,,,
